,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.475,RC,0.5,0.4444444444444444,2021_09_16
1,-10,0.8292682926829268,RC,0.8636363636363636,0.7894736842105263,2021_09_16
2,-9,0.8780487804878049,RC,0.8421052631578947,0.9090909090909091,2021_09_16
3,-8,0.9024390243902439,RC,0.9565217391304348,0.8333333333333334,2021_09_16
4,-7,0.9024390243902439,RC,0.9375,0.88,2021_09_16
5,-6,0.8780487804878049,RC,1.0,0.7916666666666666,2021_09_16
6,-5,0.9512195121951219,RC,0.9583333333333334,0.9411764705882353,2021_09_16
7,-4,0.926829268292683,RC,0.9545454545454546,0.8947368421052632,2021_09_16
8,-3,0.8780487804878049,RC,0.7222222222222222,1.0,2021_09_16
9,-2,0.8536585365853658,RC,0.8947368421052632,0.8181818181818182,2021_09_16
10,-1,0.9512195121951219,RC,0.9523809523809523,0.95,2021_09_16
11,0,0.0975609756097561,RC,0.1111111111111111,0.08695652173913043,2021_09_16
12,1,0.4146341463414634,RC,0.47058823529411764,0.375,2021_09_16
13,2,0.7560975609756098,RC,0.7407407407407407,0.7857142857142857,2021_09_16
14,3,0.926829268292683,RC,0.8666666666666667,0.9615384615384616,2021_09_16
15,4,0.8780487804878049,RC,0.96,0.75,2021_09_16
16,5,0.9512195121951219,RC,0.9444444444444444,0.9565217391304348,2021_09_16
17,6,0.926829268292683,RC,0.9523809523809523,0.9,2021_09_16
18,7,0.9024390243902439,RC,1.0,0.8181818181818182,2021_09_16
19,8,0.8780487804878049,RC,0.8823529411764706,0.875,2021_09_16
20,9,0.8292682926829268,RC,0.8947368421052632,0.7727272727272727,2021_09_16
21,10,0.8536585365853658,RC,0.85,0.8571428571428571,2021_09_16
