,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.3322999477386475, 1.3657116889953613]","[1.0, 1.0]","[1.632234811782837, 1.4822359085083008]","[1.0, 1.0]",1.0,1.0,5.582466125488281,1630175821.944727,1,-1,0,-1,0.6,0.0,15,9,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[1.116575002670288, 0.3667290210723877]","[1.0, 1.0]","[1.5164659023284912, 0.383281946182251]","[0.0, 0.0]",0.0,0.0,5.582995176315308,1630175829.8944058,1,1,0,1,0.6666666666666666,0.0,15,10,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.2145271301269531, 0.36455678939819336]","[1.0, 2.0]","[2.948514938354492, 0.38231706619262695]","[1.0, 1.0]",1.0,1.0,5.849554061889648,1630175839.427558,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,3,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",3NRO,3NR,2.0,3
3,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.7812070846557617, 0.34841012954711914]","[1.0, 2.0]","[1.8816630840301514, 0.34841012954711914]","[0.0, 0.0]",0.0,0.0,5.849388122558594,1630175848.444156,0,1,1,1,0.6,0.0,15,9,0,4,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",4NRO,4NR,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5335249900817871, 0.4666099548339844]","[1.0, 1.0]","[0.899960994720459, 0.5000851154327393]","[1.0, 1.0]",1.0,1.0,5.849440097808838,1630175856.043962,0,-1,1,-1,0.6666666666666666,0.0,15,10,0,5,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",5NRO,5NR,4.0,5
5,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.016170024871826172, 0.49939727783203125]","[1.0, 1.0]","[0.28250813484191895, 0.9491212368011475]","[0.0, 0.0]",0.0,0.0,5.849456071853638,1630175863.677139,0,1,1,1,0.5333333333333333,0.0,15,8,0,6,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",6NRO,6NR,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.46682000160217285, 0.3502640724182129]","[1.0, 1.0]","[0.7501392364501953, 0.36722517013549805]","[1.0, 1.0]",1.0,1.0,5.582833766937256,1630175871.0603452,1,-1,0,-1,0.6,0.0,15,9,0,7,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",7NRO,7NR,6.0,7
7,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.01631474494934082, 0.28163790702819824]","[1.0, 1.0]","[0.33133888244628906, 0.28163790702819824]","[0.0, 0.0]",0.0,0.0,5.849614143371582,1630175878.2435,0,1,1,1,0.8,0.0,15,12,0,8,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",8NRO,8NR,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.1165339946746826, 0.36638402938842773]","[1.0, 2.0]","[3.016220808029175, 0.36638402938842773]","[1.0, 1.0]",1.0,1.0,2.6997721195220947,1630175888.0266728,1,-1,0,-1,1.0,1.0,1,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[4, 7]","[4, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[4, 0]","[0, 5]",1R,1R,0.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.9997479915618896, 0.39983201026916504]","[4.0, 4.0]","[1.399690866470337, 0.39983201026916504]","[1.0, 1.0]",1.0,1.0,3.91637110710144,1630175892.9765198,0,-1,1,-1,0.5714285714285714,1.0,7,4,0,10,"[0, 0]","[0, 0]","[0, 0]","[3, 6]","[3, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[3, 0]","[0, 4]",1R,1R,1.0,10
