,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.7153387069702148,1.0,0.0,2.0,TB,2021_10_09
1,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.43172788619995117,1.0,2.0,4.0,TB,2021_10_09
2,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.43266797065734863,1.0,3.0,5.0,TB,2021_10_09
3,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.015674829483032227,1.0,4.0,6.0,TB,2021_10_09
4,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.06609106063842773,1.0,5.0,7.0,TB,2021_10_09
5,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.40026307106018066,1.0,6.0,8.0,TB,2021_10_09
6,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.23217296600341797,1.0,7.0,9.0,TB,2021_10_09
7,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.03288388252258301,1.0,8.0,10.0,TB,2021_10_09
8,1R,Med,11.0,11.0,0.0,3.0,1.0,Observer,0.21573305130004883,0.0,9.0,11.0,TB,2021_10_09
9,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.08156704902648926,1.0,0.0,15.0,TB,2021_10_09
10,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.0167081356048584,1.0,1.0,16.0,TB,2021_10_09
11,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.3669717311859131,1.0,2.0,17.0,TB,2021_10_09
12,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.0,1.0,5.0,20.0,TB,2021_10_09
13,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.31664609909057617,1.0,6.0,21.0,TB,2021_10_09
14,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.2667217254638672,1.0,7.0,22.0,TB,2021_10_09
15,1R,Low,6.0,6.0,0.0,4.0,1.0,Observer,0.31543707847595215,0.0,8.0,23.0,TB,2021_10_09
16,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.28148889541625977,1.0,0.0,26.0,TB,2021_10_09
17,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.0,1.0,3.0,29.0,TB,2021_10_09
18,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.21599578857421875,1.0,4.0,30.0,TB,2021_10_09
19,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.5988271236419678,1.0,5.0,31.0,TB,2021_10_09
20,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.06594181060791016,1.0,6.0,32.0,TB,2021_10_09
21,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.4827251434326172,1.0,8.0,34.0,TB,2021_10_09
22,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.08261871337890625,1.0,9.0,35.0,TB,2021_10_09
