,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer-incongruent,0.41562795639038086,1.0,0.0,6.0,RC,2021_08_29
1,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.3154599666595459,1.0,1.0,7.0,RC,2021_08_29
2,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.3990349769592285,1.0,3.0,9.0,RC,2021_08_29
3,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.28171491622924805,1.0,4.0,10.0,RC,2021_08_29
4,1R,Low,1.0,1.0,0.0,4.0,1.0,Observer,0.33202600479125977,0.0,5.0,11.0,RC,2021_08_29
5,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer-incongruent,0.26511573791503906,1.0,0.0,14.0,RC,2021_08_29
6,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.3325996398925781,1.0,1.0,15.0,RC,2021_08_29
7,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.48234128952026367,1.0,2.0,16.0,RC,2021_08_29
8,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.34828710556030273,1.0,3.0,17.0,RC,2021_08_29
9,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.40118980407714844,1.0,4.0,18.0,RC,2021_08_29
10,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.28199124336242676,1.0,5.0,19.0,RC,2021_08_29
11,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.14929699897766113,1.0,6.0,20.0,RC,2021_08_29
12,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.3980281352996826,1.0,7.0,21.0,RC,2021_08_29
13,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer-incongruent,0.1660161018371582,1.0,0.0,26.0,RC,2021_08_29
14,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.43261194229125977,1.0,3.0,29.0,RC,2021_08_29
15,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.3485910892486572,1.0,4.0,30.0,RC,2021_08_29
16,1R,High,14.0,14.0,0.0,4.0,0.0,Observer,0.36603212356567383,1.0,6.0,32.0,RC,2021_08_29
17,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.23220181465148926,1.0,0.0,39.0,RC,2021_08_29
18,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.3501319885253906,1.0,4.0,43.0,RC,2021_08_29
19,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.3651609420776367,1.0,5.0,44.0,RC,2021_08_29
20,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor-incongruent,0.44809389114379883,1.0,8.0,47.0,RC,2021_08_29
21,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.3321678638458252,1.0,9.0,48.0,RC,2021_08_29
22,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.3665919303894043,1.0,0.0,51.0,RC,2021_08_29
23,1R,Med,11.0,11.0,0.0,4.0,0.0,Observer,0.39831089973449707,1.0,1.0,52.0,RC,2021_08_29
