,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.5384615384615384,RC,0.6,0.47368421052631576,2021_09_05
1,-10,0.5641025641025641,RC,0.5714285714285714,0.5555555555555556,2021_09_05
2,-9,0.8717948717948718,RC,0.92,0.7857142857142857,2021_09_05
3,-8,0.8974358974358975,RC,0.8666666666666667,0.9166666666666666,2021_09_05
4,-7,0.9487179487179487,RC,1.0,0.8888888888888888,2021_09_05
5,-6,0.9230769230769231,RC,0.9583333333333334,0.8666666666666667,2021_09_05
6,-5,0.9230769230769231,RC,0.9047619047619048,0.9444444444444444,2021_09_05
7,-4,0.8974358974358975,RC,0.9130434782608695,0.875,2021_09_05
8,-3,0.8461538461538461,RC,0.9333333333333333,0.7916666666666666,2021_09_05
9,-2,0.9230769230769231,RC,0.8695652173913043,1.0,2021_09_05
10,-1,0.8717948717948718,RC,0.9090909090909091,0.8235294117647058,2021_09_05
11,0,0.10256410256410256,RC,0.10526315789473684,0.1,2021_09_05
12,1,0.41025641025641024,RC,0.5,0.3157894736842105,2021_09_05
13,2,0.6666666666666666,RC,0.65,0.6842105263157895,2021_09_05
14,3,0.8461538461538461,RC,0.8947368421052632,0.8,2021_09_05
15,4,0.8717948717948718,RC,0.9130434782608695,0.8125,2021_09_05
16,5,0.9487179487179487,RC,1.0,0.9090909090909091,2021_09_05
17,6,0.9473684210526315,RC,0.9583333333333334,0.9285714285714286,2021_09_05
18,7,0.9473684210526315,RC,0.9166666666666666,1.0,2021_09_05
19,8,0.9210526315789473,RC,1.0,0.875,2021_09_05
20,9,0.8947368421052632,RC,0.8333333333333334,0.95,2021_09_05
21,10,0.8947368421052632,RC,0.8571428571428571,0.9166666666666666,2021_09_05
