,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.6151392459869385, 2.232478141784668]","[1.0, 1.0]","[2.5324151515960693, 3.282384157180786]","[0.0, 0.0]",0.0,0.0,5.582868099212647,1628966288.573827,1,-1,0,-1,0.4,0.0,15,6,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[1.1985199451446533, 0.41511106491088867]","[1.0, 1.0]","[1.5319178104400635, 0.5817959308624268]","[1.0, 1.0]",1.0,1.0,5.582653999328613,1628966296.9237518,1,1,0,1,0.4666666666666667,0.0,15,7,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.09866881370544434, 0.3987619876861572]","[1.0, 1.0]","[0.6985068321228027, 0.5485079288482666]","[0.0, 0.0]",0.0,0.0,5.849456071853638,1628966304.190351,0,-1,1,-1,0.5333333333333333,0.0,15,8,0,3,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",3NRO,3NR,2.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[1.2320361137390137, 0.2658400535583496]","[1.0, 1.0]","[1.8982610702514648, 0.36590003967285156]","[1.0, 1.0]",1.0,1.0,3.117211103439331,1628966312.972647,1,1,0,1,0.6666666666666666,1.0,3,2,0,4,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]",1R,1R,0.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6163761615753174, 0.18316292762756348]","[4.0, 4.0]","[1.2823081016540527, 0.26628613471984863]","[1.0, 1.0]",1.0,1.0,5.850602149963379,1628966318.439332,0,1,1,1,0.7333333333333333,0.0,15,11,0,5,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]",1NR,1NR,1.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[1.5658891201019287, 0.3823049068450928]","[4.0, 4.0]","[2.4157471656799316, 0.5156869888305664]","[1.0, 1.0]",1.0,1.0,2.899552822113037,1628966327.6566012,1,1,0,1,1.0,1.0,2,2,0,6,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]",1R,1R,2.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7660908699035645, 0.4325277805328369]","[4.0, 4.0]","[1.1492488384246826, 0.5660626888275146]","[1.0, 1.0]",1.0,1.0,4.132695913314819,1628966332.456537,1,1,0,1,0.625,1.0,8,5,0,7,"[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 0]","[6, 7]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 0]","[6, 7]",1R,1R,3.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4494740962982178, 0.1659400463104248]","[4.0, 4.0]","[1.0990040302276611, 0.4494740962982178]","[1.0, 1.0]",1.0,1.0,5.849851131439209,1628966338.506227,0,1,1,1,0.8,0.0,15,12,0,8,"[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 0]","[5, 6]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 0]","[5, 6]",1NR,1NR,4.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5479927062988281, 0.2641007900238037]","[4.0, 3.0]","[1.1148169040679932, 0.4646620750427246]","[1.0, 1.0]",1.0,1.0,5.849554061889648,1628966346.606467,0,1,1,1,0.6,0.0,15,9,0,9,"[0, 0]","[0, 0]","[0, 0]","[4, 5]","[0, 0]","[4, 5]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[0, 0]","[4, 5]",2NR,2NR,5.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4484999179840088, 0.5150048732757568]","[4.0, 2.0]","[1.048557996749878, 0.6317439079284668]","[1.0, 1.0]",1.0,1.0,3.099609851837158,1628966354.6395671,1,1,0,1,1.0,1.0,3,3,0,10,"[0, 0]","[0, 0]","[0, 0]","[3, 4]","[0, 0]","[3, 4]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[0, 0]","[3, 4]",1R,1R,6.0,10
