,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.5312633514404297, 1.8817873001098633]","[1.0, 1.0]","[2.065291166305542, 1.981694221496582]","[1.0, 1.0]",1.0,1.0,4.532721042633057,1629657515.516454,1,-1,0,-1,1.0,1.0,10,10,0,1,"[0, 0]","[0, 0]","[0, 0]","[15, 13]","[15, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[14, 13]","[0, 13]","[14, 0]",1R,1R,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.7818350791931152, 0.7818350791931152]","[4.0, 4.0]","[1.1822519302368164, 1.248481035232544]","[1.0, 1.0]",1.0,1.0,3.299484968185425,1629657522.299412,0,-1,1,-1,0.75,1.0,4,3,0,2,"[0, 0]","[0, 0]","[0, 0]","[14, 12]","[14, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 12]","[0, 12]","[13, 0]",1R,1R,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.49852991104125977, 0.01606011390686035]","[4.0, 4.0]","[0.581218957901001, 0.265300989151001]","[1.0, 1.0]",1.0,1.0,2.683621883392334,1629657527.215318,1,-1,0,-1,1.0,1.0,1,1,0,3,"[0, 0]","[0, 0]","[0, 0]","[13, 11]","[13, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 11]","[0, 11]","[12, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.36583876609802246, 0.31568479537963867]","[4.0, 4.0]","[0.5149719715118408, 0.4492459297180176]","[1.0, 1.0]",1.0,1.0,5.583229780197144,1629657531.231848,1,-1,0,-1,0.8666666666666667,0.0,15,13,0,4,"[0, 0]","[0, 0]","[0, 0]","[12, 10]","[12, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 10]","[0, 10]","[11, 0]",1NR,1NR,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4149610996246338, 0.39905619621276855]","[4.0, 3.0]","[0.6820731163024902, 0.8820562362670898]","[1.0, 1.0]",1.0,1.0,4.516534805297852,1629657538.682393,1,-1,0,-1,0.6,1.0,10,6,0,5,"[0, 0]","[0, 0]","[0, 0]","[11, 9]","[11, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 9]","[0, 9]","[10, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.23140215873718262, 0.0]","[4.0, 4.0]","[0.44706201553344727, 0.24802112579345703]","[1.0, 1.0]",1.0,1.0,4.550673961639404,1629657544.831418,0,-1,1,-1,0.5,1.0,10,5,0,6,"[0, 0]","[0, 0]","[0, 0]","[10, 8]","[10, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 8]","[0, 8]","[9, 0]",1R,1R,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.23203372955322266, 1.3484618663787842]","[4.0, 4.0]","[0.3818039894104004, 2.047790765762329]","[1.0, 1.0]",1.0,1.0,2.883639097213745,1629657552.514824,1,-1,0,-1,1.0,1.0,2,2,0,7,"[0, 0]","[0, 0]","[0, 0]","[9, 7]","[9, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 7]","[0, 7]","[8, 0]",1R,1R,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.23094606399536133]","[4.0, 4.0]","[0.26493406295776367, 0.4143941402435303]","[1.0, 1.0]",1.0,1.0,4.900096893310547,1629657556.9647071,0,-1,1,-1,0.6666666666666666,1.0,12,8,0,8,"[0, 0]","[0, 0]","[0, 0]","[8, 6]","[8, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 6]","[0, 6]","[7, 0]",1R,1R,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.682811975479126, 0.41637206077575684]","[4.0, 4.0]","[0.7996490001678467, 0.5329978466033936]","[1.0, 1.0]",1.0,1.0,5.5829620361328125,1629657563.415426,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,9,"[0, 0]","[0, 0]","[0, 0]","[7, 5]","[7, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 5]","[0, 5]","[6, 0]",1NR,1NR,8.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.032850027084350586, 0.2985570430755615]","[4.0, 3.0]","[0.24864697456359863, 0.44857025146484375]","[1.0, 1.0]",1.0,1.0,3.716488838195801,1629657570.6650271,0,-1,1,-1,0.6666666666666666,1.0,6,4,0,10,"[0, 0]","[0, 0]","[0, 0]","[6, 4]","[6, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 4]","[0, 4]","[5, 0]",1R,1R,9.0,10
