,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.064276933670044, 2.4809651374816895]","[1.0, 1.0]","[1.4308278560638428, 2.5642800331115723]","[1.0, 1.0]",1.0,1.0,5.582697868347168,1633791135.89981,1,-1,0,-1,0.6,0.0,15,9,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.46462488174438477, 0.5655889511108398]","[1.0, 1.0]","[1.182448148727417, 0.5992519855499268]","[0.0, 0.0]",0.0,0.0,5.84925389289856,1633791143.599749,0,1,1,1,0.7333333333333333,0.0,15,11,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.1813061237335205, 0.4319040775299072]","[1.0, 1.0]","[0.4822230339050293, 0.44904613494873047]","[1.0, 1.0]",1.0,1.0,3.882735013961792,1633791150.999512,0,-1,1,-1,1.0,1.0,7,7,0,3,"[0, 0]","[0, 0]","[0, 0]","[11, 13]","[11, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[11, 0]","[0, 12]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.7153387069702148, 0.2983379364013672]","[4.0, 4.0]","[1.3474268913269043, 0.3319990634918213]","[1.0, 1.0]",1.0,1.0,5.857468843460083,1633791157.448339,0,-1,1,-1,0.9333333333333332,0.0,15,14,0,4,"[0, 0]","[0, 0]","[0, 0]","[10, 12]","[10, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[10, 0]","[0, 11]",1NR,1NR,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3984346389770508, 0.3984346389770508]","[4.0, 2.0]","[0.5325288772583008, 0.4497208595275879]","[1.0, 1.0]",1.0,1.0,2.8828139305114746,1633791164.715712,1,-1,0,-1,1.0,1.0,2,2,0,5,"[0, 0]","[0, 0]","[0, 0]","[9, 11]","[9, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 0]","[0, 10]",1R,1R,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.43172788619995117, 0.33150196075439453]","[4.0, 4.0]","[0.963904857635498, 0.34816479682922363]","[1.0, 1.0]",1.0,1.0,2.8837831020355225,1633791169.747984,0,-1,1,-1,1.0,1.0,2,2,0,6,"[0, 0]","[0, 0]","[0, 0]","[8, 10]","[8, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 0]","[0, 9]",1R,1R,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.43266797065734863, 0.5328540802001953]","[4.0, 4.0]","[0.6992170810699463, 2.166048049926758]","[1.0, 1.0]",1.0,1.0,4.931957006454468,1633791175.532321,0,-1,1,-1,0.3333333333333333,1.0,12,4,0,7,"[0, 0]","[0, 0]","[0, 0]","[7, 9]","[7, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 0]","[0, 8]",1R,1R,4.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.015674829483032227, 1.0149750709533691]","[4.0, 4.0]","[0.14931297302246094, 1.0822951793670654]","[1.0, 1.0]",1.0,1.0,2.6829769611358643,1633791182.5319612,1,-1,0,-1,1.0,1.0,1,1,0,8,"[0, 0]","[0, 0]","[0, 0]","[6, 8]","[6, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 0]","[0, 7]",1R,1R,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.06609106063842773, 0.3157823085784912]","[4.0, 4.0]","[0.3324580192565918, 0.3659839630126953]","[1.0, 1.0]",1.0,1.0,4.316009044647217,1633791186.4155378,0,-1,1,-1,0.7777777777777778,1.0,9,7,0,9,"[0, 0]","[0, 0]","[0, 0]","[5, 7]","[5, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[5, 0]","[0, 6]",1R,1R,6.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.40026307106018066, 0.4168570041656494]","[4.0, 4.0]","[0.499798059463501, 0.4168570041656494]","[1.0, 1.0]",1.0,1.0,3.149574041366577,1633791192.115081,0,-1,1,-1,1.0,1.0,3,3,0,10,"[0, 0]","[0, 0]","[0, 0]","[4, 6]","[4, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[4, 0]","[0, 5]",1R,1R,7.0,10
