,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[2.0501837730407715, 1.9835257530212402]","[1.0, 1.0]","[2.2006330490112305, 2.566873073577881]","[0.0, 0.0]",0.0,0.0,5.582814931869507,1630712067.3729851,1,-1,0,-1,0.8,0.0,15,12,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[1.482407808303833, 0.8160388469696045]","[1.0, 1.0]","[2.0991978645324707, 0.9983439445495605]","[1.0, 1.0]",1.0,1.0,3.116300106048584,1630712075.989485,1,1,0,1,1.0,1.0,3,3,0,2,"[0, 0]","[0, 0]","[0, 0]","[16, 18]","[0, 0]","[16, 18]","[0, 0]","[0, 0]","[0, 0]","[16, 17]","[0, 17]","[16, 0]",1R,1R,0.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[0.19929885864257812, 0.41587376594543457]","[4.0, 4.0]","[0.799156904220581, 0.41587376594543457]","[1.0, 1.0]",1.0,1.0,3.683093070983887,1630712080.756015,1,1,0,1,0.8333333333333334,1.0,6,5,0,3,"[0, 0]","[0, 0]","[0, 0]","[15, 17]","[0, 0]","[15, 17]","[0, 0]","[0, 0]","[0, 0]","[15, 16]","[0, 16]","[15, 0]",1R,1R,1.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[0.16548609733581543, 0.31505799293518066]","[4.0, 4.0]","[0.398449182510376, 0.44840502738952637]","[1.0, 1.0]",1.0,1.0,3.482755184173584,1630712086.006003,0,1,1,1,0.6,1.0,5,3,0,4,"[0, 0]","[0, 0]","[0, 0]","[14, 16]","[0, 0]","[14, 16]","[0, 0]","[0, 0]","[0, 0]","[14, 15]","[0, 15]","[14, 0]",1R,1R,2.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.4649672508239746]","[4.0, 4.0]","[0.08215022087097168, 0.5649940967559814]","[1.0, 1.0]",1.0,1.0,3.699686050415039,1630712091.205993,0,1,1,1,0.6666666666666666,1.0,6,4,0,5,"[0, 0]","[0, 0]","[0, 0]","[13, 15]","[0, 0]","[13, 15]","[0, 0]","[0, 0]","[0, 0]","[13, 14]","[0, 14]","[13, 0]",1R,1R,3.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.18233704566955566, 0.799036979675293]","[4.0, 4.0]","[0.2654898166656494, 0.8482298851013184]","[1.0, 1.0]",1.0,1.0,2.7002527713775635,1630712096.555305,1,1,0,1,1.0,1.0,1,1,0,6,"[0, 0]","[0, 0]","[0, 0]","[12, 14]","[0, 0]","[12, 14]","[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 13]","[12, 0]",1R,1R,4.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.04988384246826172, 0.9147248268127441]","[4.0, 4.0]","[0.2654879093170166, 0.9147248268127441]","[1.0, 1.0]",1.0,1.0,5.117196083068848,1630712101.2215528,1,1,0,1,0.9230769230769232,1.0,13,12,0,7,"[0, 0]","[0, 0]","[0, 0]","[11, 13]","[0, 0]","[11, 13]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 12]","[11, 0]",1R,1R,5.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.5324859619140625]","[4.0, 4.0]","[0.13205814361572266, 0.5651042461395264]","[1.0, 1.0]",1.0,1.0,5.849610805511475,1630712107.9724002,0,1,1,1,0.8,0.0,15,12,0,8,"[0, 0]","[0, 0]","[0, 0]","[10, 12]","[0, 0]","[10, 12]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 11]","[10, 0]",1NR,1NR,6.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.04992794990539551, 0.5321168899536133]","[4.0, 1.0]","[0.06635189056396484, 0.5321168899536133]","[1.0, 1.0]",1.0,1.0,2.7324349880218506,1630712115.538656,1,1,0,1,1.0,1.0,1,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[9, 11]","[0, 0]","[9, 11]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 10]","[9, 0]",1R,1R,7.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.3833942413330078]","[4.0, 4.0]","[0.08356714248657227, 0.3833942413330078]","[1.0, 1.0]",1.0,1.0,5.84982705116272,1630712119.472285,0,1,1,1,0.4666666666666667,0.0,15,7,0,10,"[0, 0]","[0, 0]","[0, 0]","[8, 10]","[0, 0]","[8, 10]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 9]","[8, 0]",1NR,1NR,8.0,10
