,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.5817439556121826,1.0,0.0,1.0,TB,2021_09_05
1,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.5323560237884521,1.0,1.0,2.0,TB,2021_09_05
2,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.21485209465026855,1.0,3.0,4.0,TB,2021_09_05
3,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.09829306602478027,1.0,5.0,6.0,TB,2021_09_05
4,1R,Med,9.0,9.0,0.0,4.0,0.0,Actor-incongruent,0.09897494316101074,1.0,8.0,9.0,TB,2021_09_05
5,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.34850525856018066,1.0,9.0,10.0,TB,2021_09_05
6,1R,Low,6.0,6.0,0.0,3.0,1.0,Observer-incongruent,0.0993490219116211,0.0,11.0,12.0,TB,2021_09_05
7,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.09939813613891602,1.0,0.0,14.0,TB,2021_09_05
8,1R,High,13.0,13.0,0.0,4.0,0.0,Actor,0.29917311668395996,1.0,3.0,17.0,TB,2021_09_05
9,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,1.599034070968628,1.0,6.0,20.0,TB,2021_09_05
10,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.0,1.0,7.0,21.0,TB,2021_09_05
11,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.11622405052185059,1.0,8.0,22.0,TB,2021_09_05
12,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.3327341079711914,1.0,9.0,23.0,TB,2021_09_05
13,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.0665140151977539,1.0,10.0,24.0,TB,2021_09_05
14,1R,Low,2.0,2.0,0.0,3.0,0.0,Actor,0.06626510620117188,1.0,11.0,25.0,TB,2021_09_05
15,1R,Low,1.0,1.0,0.0,3.0,0.0,Observer,0.2988400459289551,1.0,12.0,26.0,TB,2021_09_05
16,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.0,1.0,13.0,27.0,TB,2021_09_05
17,1R,Med,10.0,10.0,0.0,3.0,0.0,Observer-incongruent,0.0,1.0,15.0,29.0,TB,2021_09_05
18,1R,Low,3.0,3.0,0.0,3.0,0.0,Actor,0.0819699764251709,1.0,16.0,30.0,TB,2021_09_05
19,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor-incongruent,0.0,1.0,0.0,35.0,TB,2021_09_05
20,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.4997730255126953,1.0,1.0,36.0,TB,2021_09_05
21,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.18152785301208496,1.0,2.0,37.0,TB,2021_09_05
22,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.23396801948547363,1.0,3.0,38.0,TB,2021_09_05
23,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.18291497230529785,1.0,5.0,40.0,TB,2021_09_05
24,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.14812779426574707,1.0,6.0,41.0,TB,2021_09_05
25,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.03295612335205078,1.0,7.0,42.0,TB,2021_09_05
26,1R,Low,5.0,5.0,0.0,3.0,1.0,Actor,0.017142057418823242,0.0,9.0,44.0,TB,2021_09_05
27,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor-incongruent,0.11579418182373047,1.0,0.0,46.0,TB,2021_09_05
28,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.033171892166137695,1.0,1.0,47.0,TB,2021_09_05
29,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.11534905433654785,1.0,2.0,48.0,TB,2021_09_05
30,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.0,1.0,3.0,49.0,TB,2021_09_05
31,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.21520686149597168,1.0,4.0,50.0,TB,2021_09_05
32,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.06706500053405762,1.0,5.0,51.0,TB,2021_09_05
33,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.0,1.0,6.0,52.0,TB,2021_09_05
34,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.0,1.0,7.0,53.0,TB,2021_09_05
35,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.9658219814300537,1.0,8.0,54.0,TB,2021_09_05
36,1R,Low,6.0,6.0,0.0,3.0,0.0,Actor-incongruent,0.33228015899658203,1.0,10.0,56.0,TB,2021_09_05
37,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.05039381980895996,1.0,0.0,77.0,TB,2021_09_05
38,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.3174903392791748,1.0,3.0,80.0,TB,2021_09_05
39,1R,Low,8.0,8.0,0.0,4.0,1.0,Actor,0.13304400444030762,0.0,4.0,81.0,TB,2021_09_05
40,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.06607794761657715,1.0,0.0,87.0,TB,2021_09_05
41,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.1159050464630127,1.0,1.0,88.0,TB,2021_09_05
42,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.4319181442260742,1.0,2.0,89.0,TB,2021_09_05
43,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.18335580825805664,1.0,3.0,90.0,TB,2021_09_05
44,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.048204660415649414,1.0,4.0,91.0,TB,2021_09_05
45,1R,Low,2.0,2.0,0.0,4.0,1.0,Observer,1.3659262657165527,0.0,6.0,93.0,TB,2021_09_05
46,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.0,1.0,0.0,97.0,TB,2021_09_05
47,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.34935808181762695,1.0,1.0,98.0,TB,2021_09_05
48,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer,1.2491519451141357,1.0,2.0,99.0,TB,2021_09_05
