,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.400359869003296, 5.683752059936523]","[1.0, 1.0]","[1.7334280014038086, 5.683752059936523]","[1.0, 1.0]",1.0,1.0,5.58277702331543,1629052551.777686,1,-1,0,-1,0.6,0.0,15,9,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.8822581768035889, 0.6151270866394043]","[1.0, 1.0]","[1.2481012344360352, 0.7985920906066895]","[0.0, 0.0]",0.0,0.0,5.583438158035278,1629052559.94333,1,1,0,1,0.6666666666666666,0.0,15,10,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.3822021484375, 0.4150662422180176]","[1.0, 1.0]","[3.4151201248168945, 0.4150662422180176]","[1.0, 1.0]",1.0,1.0,2.898642063140869,1629052570.210347,1,-1,0,-1,1.0,1.0,2,2,0,3,"[0, 0]","[0, 0]","[0, 0]","[10, 14]","[10, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 26]","[10, 26]","[0, 0]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.015719175338745117, 0.4655129909515381]","[4.0, 4.0]","[0.8655681610107422, 0.5324480533599854]","[1.0, 1.0]",1.0,1.0,4.4996888637542725,1629052575.260318,1,-1,0,-1,0.7,1.0,10,7,0,4,"[0, 0]","[0, 0]","[0, 0]","[9, 13]","[9, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 25]","[9, 25]","[0, 0]",1R,1R,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[5.0312440395355225, 0.08245396614074707]","[4.0, 4.0]","[5.814393043518066, 0.13214111328125]","[1.0, 1.0]",1.0,1.0,4.700316905975342,1629052586.809238,1,-1,0,-1,0.7272727272727273,1.0,11,8,0,5,"[0, 0]","[0, 0]","[0, 0]","[8, 12]","[8, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 24]","[8, 24]","[0, 0]",1R,1R,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8828327655792236, 0.6492936611175537]","[4.0, 4.0]","[1.6826648712158203, 0.8992719650268555]","[1.0, 1.0]",1.0,1.0,3.899938106536865,1629052594.276504,0,-1,1,-1,0.7142857142857143,1.0,7,5,0,6,"[0, 0]","[0, 0]","[0, 0]","[7, 11]","[7, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 23]","[7, 23]","[0, 0]",1R,1R,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5996549129486084, 0.39977097511291504]","[4.0, 4.0]","[0.99981689453125, 0.43265509605407715]","[1.0, 1.0]",1.0,1.0,2.8990142345428467,1629052600.1769578,1,-1,0,-1,0.5,1.0,2,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[6, 10]","[6, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 22]","[6, 22]","[0, 0]",1R,1R,4.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.49838781356811523, 0.23168706893920898]","[4.0, 4.0]","[0.7478199005126953, 0.26489996910095215]","[1.0, 1.0]",1.0,1.0,2.9000210762023926,1629052605.009183,0,-1,1,-1,1.0,1.0,2,2,0,8,"[0, 0]","[0, 0]","[0, 0]","[5, 9]","[5, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 21]","[5, 21]","[0, 0]",1R,1R,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4002339839935303, 0.25048017501831055]","[4.0, 4.0]","[0.9345471858978271, 0.2843801975250244]","[1.0, 1.0]",1.0,1.0,3.699527978897095,1629052609.759695,0,-1,1,-1,0.8333333333333334,1.0,6,5,0,9,"[0, 0]","[0, 0]","[0, 0]","[4, 8]","[4, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 20]","[4, 20]","[0, 0]",1R,1R,6.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.2815999984741211, 0.24827909469604492]","[3.0, 4.0]","[0.6151409149169922, 0.2815999984741211]","[1.0, 1.0]",1.0,1.0,3.099708080291748,1629052615.02611,1,-1,0,-1,1.0,1.0,3,3,0,10,"[0, 0]","[0, 0]","[0, 0]","[3, 7]","[3, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 19]","[3, 19]","[0, 0]",1R,1R,7.0,10
