Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1676573728.3258638,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573732.859588,271,9.83309817314148,1,0,-1,-1,0.15,0.1333333333333333,"[2.0993731021881104, 3.7323992252349854]",0.0,9.83309817314148,15,2,1.5711127184331903,0,10.831534147262571,2023_02_16_13_55_27,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,0.6746979428486334,0.678272750688601,0.892008629962457,0.0590784032499918,0.06679246227308,0.1136412597547614,,,,,,
1,1,1676573742.040441,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1676573744.825367,167,8.082935094833374,0,1,1,1,0.0,0.8,"[1.9835081100463867, 1.167478084564209]",0.0,8.082935094833374,15,12,1.5779742522960305,0,9.082120895385742,2023_02_16_13_55_40,2,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",2NRO,2NR,1.0,2,0.7797215951843491,0.8331452219714071,1.0,0.0,0.0,0.0,0.2919782182748299,0.2925426091606705,0.994080480260439,0.0033863453150431,0.0536171341548495,0.0944414082306473
2,2,1676573753.923269,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1676573756.575279,159,7.749309062957764,1,0,1,-1,0.0,0.8666666666666667,"[1.8500609397888184, 1.0499169826507568]",0.0,7.749309062957764,15,13,1.2041743021452822,0,8.749347925186157,2023_02_16_13_55_52,3,"[1, 0]","[1, 9]","[1, 1]","[1, 1]",3NRO,3NR,2.0,3,0.9175723913182862,0.922656978311951,0.9991213442551417,0.001564488305743,0.0361787920703075,0.0361787920703075,0.3735215830017286,0.3872108556771846,0.9574668431290384,0.0396988907588224,0.1040384723334657,0.1108831086711937
3,3,1676573765.455541,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573767.373515,115,6.0168070793151855,1,0,-1,-1,0.15,0.75,"[1.1167759895324707, 0.9998421669006348]",1.0,6.0168070793151855,12,9,1.06234722821051,0,7.016425132751465,2023_02_16_13_56_04,4,"[0, 0]","[9, 8]","[0, 0]","[14, 8]",1R,1R,0.0,4,0.8686651901878245,0.8879363359403767,0.9716072599039892,0.0248817324906369,0.0319559505517003,0.0319559505517003,0.1700251720140712,0.9999041321171852,0.9999041321171852,0.0,0.0,0.0
4,4,1676573775.171982,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573777.256078,125,5.199508905410767,0,1,-1,-1,0.15,0.7777777777777778,"[1.282567024230957, 0.9826409816741943]",1.0,5.199508905410767,9,7,1.6168439673084174,0,6.199589967727661,2023_02_16_13_56_14,5,"[0, 0]","[8, 7]","[0, 0]","[13, 7]",1R,1R,1.0,5,0.3810025148735102,0.4227298332674077,0.5254432323908477,0.0067405668174757,0.0202217004524272,0.4015451946981982,0.1627086007702182,0.8867137355584083,0.8867137355584083,0.0,0.0,0.0
5,5,1676573784.054924,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573785.8725069,109,2.966161012649536,0,1,-1,-1,0.15,1.0,"[0.9820959568023682, 1.0159990787506104]",1.0,2.966161012649536,3,3,1.782372842100282,0,3.96573805809021,2023_02_16_13_56_22,6,"[0, 0]","[7, 6]","[0, 0]","[12, 6]",1R,1R,2.0,6,0.3674245887151044,0.404863587091288,0.5224046285048878,0.1262477852220145,0.150626667885576,0.4161823540422273,0.124506436468219,0.9882154223176828,0.9882154223176828,0.0,0.0,0.0
6,6,1676573790.586722,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573792.638032,123,2.5176777839660645,0,1,-1,-1,0.15,1.0,"[1.2505338191986084, 1.0168159008026123]",1.0,2.5176777839660645,1,1,2.1322199677583584,0,3.517385959625244,2023_02_16_13_56_29,7,"[0, 0]","[6, 5]","[0, 0]","[11, 5]",1R,1R,3.0,7,0.7718266134347747,0.7954102044008372,0.8254256838121895,0.0300154794113523,0.0493111447472217,0.1200619176454093,0.3062098501070663,1.0,1.0,0.0,0.0,0.0
7,7,1676573796.670936,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573798.804794,128,7.249244928359985,0,1,-1,-1,0.15,0.5333333333333333,"[1.3325648307800293, 0.9991827011108398]",0.0,7.249244928359985,15,8,2.8134573312055835,0,8.248892784118652,2023_02_16_13_56_35,8,"[0, 0]","[5, 4]","[0, 0]","[10, 4]",1NR,1NR,4.0,8,0.3645857995486037,0.3772517947226599,0.4335667578811562,0.0506639806962249,0.0586533007290912,0.5664622764766387,0.284489477786438,0.8415822291504287,0.9594699922057678,0.0,0.0,0.0
8,8,1676573807.669427,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573809.520478,111,3.0833580493927,1,0,-1,-1,0.15,0.3333333333333333,"[1.0496690273284912, 1.0163929462432861]",1.0,3.0833580493927,3,1,1.730194353552812,0,4.083431959152222,2023_02_16_13_56_46,9,"[0, 0]","[4, 3]","[0, 0]","[9, 3]",1R,1R,5.0,9,0.4114251214392721,0.4114251214392721,0.9997549302035174,0.0,0.0,0.0,0.4317123562892452,0.4406387395959777,0.9835251425236188,0.0186642560049861,0.0267791499201975,0.0267791499201975
9,9,1676573814.318711,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573816.203393,113,3.3836941719055176,1,0,-1,-1,0.15,0.5,"[1.0830531120300293, 1.0497169494628906]",1.0,3.3836941719055176,4,2,2.4578494128087622,0,4.38358998298645,2023_02_16_13_56_53,10,"[0, 0]","[3, 2]","[0, 0]","[8, 2]",1R,1R,6.0,10,0.7504692934653685,0.7504692934653685,0.9999586408040776,0.0,0.0,0.0,0.4509486598726528,0.917240247522038,0.9999586407531162,0.0,0.0,0.0
10,10,1676573821.3021371,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1676573823.269964,118,7.099074840545654,0,1,-1,-1,0.15,0.8,"[1.1657609939575195, 1.0994880199432373]",0.0,7.099074840545654,15,12,1.5631815968952778,0,8.114252090454102,2023_02_16_13_57_00,11,"[0, 1]","[2, 1]","[0, 1]","[7, 1]",1NR,1NR,7.0,11,0.5829861674340383,0.5917280459860316,0.6894428218005338,0.0285568032698445,0.0444864486312545,0.3075198610623401,0.1884360487852791,0.9889978601709858,0.9934659314308428,0.0,0.0,0.0
11,11,1676573832.1843882,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1676573834.036373,111,6.949643611907959,0,1,1,-1,0.0,0.5333333333333333,"[1.0500118732452393, 1.0009198188781738]",0.0,6.949643611907959,15,8,1.8445228115230872,0,7.948773860931396,2023_02_16_13_57_11,12,"[1, 0]","[1, 5]","[0, 0]","[6, 5]",1NRO,2NR,8.0,12,0.7293655067601322,0.7583054786101321,0.925296937798645,0.0,0.0029331052550675,0.0829091085432429,0.2737564904809563,0.274734192232674,0.9430911097068946,0.0400857718204257,0.0584665647527185,0.0584665647527185
12,12,1676573842.8839722,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573844.767905,113,5.46587872505188,0,1,1,1,0.15,0.5,"[0.9837937355041504, 1.0834569931030273]",1.0,5.46587872505188,10,5,1.778459215772712,0,6.4658918380737305,2023_02_16_13_57_21,13,"[0, 0]","[5, 4]","[0, 0]","[5, 4]",1R,1R,0.0,1,0.8157335516072042,0.8394629670372563,0.9999854831817266,0.0,0.0,0.0,0.2777737453203583,0.3715747286647205,0.99998548315329,0.0,0.0658840240156829,0.1418181533896904
13,13,1676573852.0333729,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573853.900737,112,2.999458074569702,0,1,1,1,0.15,0.6666666666666666,"[1.0662140846252441, 1.0160729885101318]",1.0,2.999458074569702,3,2,1.8500678881322792,0,4.016357183456421,2023_02_16_13_57_30,14,"[0, 0]","[4, 3]","[0, 0]","[4, 3]",1R,1R,1.0,2,0.5299669830569927,0.5299669830569927,0.8938776447561277,0.0,0.0,0.1996208969514672,0.3901147396293027,0.5375110326566638,1.0,0.0,0.0,0.0
14,14,1676573858.632879,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573861.617097,179,5.449684143066406,1,0,1,1,0.15,0.8571428571428571,"[2.1836910247802734, 0.9830379486083984]",1.0,5.449684143066406,7,6,1.2857312637274627,0,6.448633909225464,2023_02_16_13_57_37,15,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",1R,1R,2.0,3,0.98257698541329,0.9837925445705024,1.0,0.0,0.0,0.0,0.3017031630170316,0.4991889699918897,1.0,0.0,0.0,0.0
15,15,1676573867.782,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573869.7829602,120,7.099477767944336,0,1,1,1,0.15,0.6666666666666666,"[1.2001030445098877, 1.0334081649780273]",0.0,7.099477767944336,15,10,1.3401047721671628,0,8.099236965179443,2023_02_16_13_57_46,16,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1NR,1NR,3.0,4,0.3915814867780535,0.4760364055439642,0.9247031614878648,0.0,0.0,0.1560070027203628,0.2814698983580923,0.2865519937451133,1.0,0.0,0.0,0.0
16,16,1676573878.647857,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676573880.466413,109,7.132405996322632,1,0,1,-1,0.15,0.8,"[1.0168099403381348, 0.9994211196899414]",0.0,7.132405996322632,15,12,1.5351669387208724,0,8.132812976837158,2023_02_16_13_57_57,17,"[1, 0]","[1, 5]","[1, 1]","[1, 1]",2NR,2NR,4.0,5,0.8835564516602125,0.899126554736178,0.9809164937858282,0.0,0.0,0.0026262824465484,0.3305364050559676,0.3680547257206631,0.930829535691096,0.0031890572564991,0.0086292137528799,0.0613424542867771
17,17,1676573889.547283,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1676573892.5820968,182,8.282670021057129,0,1,-1,-1,0.0,0.8666666666666667,"[2.232917070388794, 1.099519968032837]",0.0,8.282670021057129,15,13,1.4094795199076209,0,9.282937049865724,2023_02_16_13_58_08,18,"[0, 0]","[2, 4]","[0, 0]","[2, 4]",1NRO,3NR,5.0,6,0.6047772846865875,0.6537824792371967,0.7174132551071737,0.0402678342818959,0.0638207184845142,0.2936512820745804,0.2400874647823771,0.9388863436861472,0.9525622119332448,0.0,0.0,0.0
18,18,1676573901.646121,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1676573904.314301,160,7.783179998397827,1,0,-1,-1,0.0,0.8,"[1.866875171661377, 1.049717903137207]",0.0,7.783179998397827,15,12,1.7397561878096774,0,8.782792806625366,2023_02_16_13_58_20,19,"[1, 0]","[1, 3]","[1, 0]","[1, 3]",2NRO,4NR,6.0,7,0.9826559184410878,0.9830456292951196,0.9999980514455012,0.0,0.0,0.0,0.2190174999633661,0.9481665078485226,0.9999980514341592,0.0,0.0,0.0
19,19,1676573913.2120802,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676573915.0640278,111,6.965756893157959,0,1,-1,1,0.0,0.6666666666666666,"[1.033437728881836, 1.0498697757720947]",0.0,6.965756893157959,15,10,2.181101119059326,0,7.966481924057007,2023_02_16_13_58_32,20,"[0, 0]","[5, 2]","[1, 0]","[1, 2]",3NRO,5NR,7.0,8,0.3112926931009353,0.377371730647095,0.4703501994067357,0.1229966746065686,0.205254355563735,0.5212252106148411,0.1044789502218103,0.7993809232456048,0.8311534398242524,0.0,0.0235857331657444,0.0235857331657444
20,20,1676573923.927946,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676573925.980309,123,7.182907104492188,0,1,-1,1,0.0,1.0,"[1.166623830795288, 1.2504339218139648]",0.0,7.182907104492188,15,15,1.1504203537816444,0,8.182610750198364,2023_02_16_13_58_42,21,"[0, 1]","[4, 1]","[1, 1]","[1, 1]",4NRO,6NR,8.0,9,0.2872831463856664,0.3096209163886087,0.3224408539555147,0.2218237682031312,0.2756286576884791,0.6802336569591642,0.0506970258333378,0.9653801470945944,0.9702361840518108,0.0,0.0271938069604111,0.0271938069604111
21,21,1676573934.8606532,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573936.828298,118,3.4007647037506104,1,0,1,1,0.15,0.5,"[1.166524887084961, 1.0163578987121582]",1.0,3.4007647037506104,4,2,2.400821982981366,0,4.400759935379028,2023_02_16_13_58_53,22,"[0, 0]","[3, 4]","[0, 0]","[3, 4]",1R,1R,9.0,10,0.8770748541886322,0.8770748541886322,0.9998792888244312,0.0,0.0,0.0,0.8463737454609324,0.8575377849723708,0.999879288743212,0.0,0.0,0.0
22,22,1676573941.8600252,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676573943.844575,119,5.417903900146484,0,1,1,1,0.15,0.8,"[1.1834838390350342, 1.050015926361084]",1.0,5.417903900146484,10,8,1.8446420767957767,0,6.416421890258789,2023_02_16_13_59_00,23,"[0, 0]","[2, 3]","[0, 0]","[2, 3]",1R,1R,10.0,11,0.7147363252062952,0.7753170732270406,0.9981260743610324,0.0,0.0,0.0879585860685823,0.4010562020407602,0.41882267141221,0.9998735959374944,0.0,0.0,0.0
