,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Med,9.0,9.0,0.0,0.0,Observer,0.9826409816741943,1.0,0.0,0.9999041321171852,0.0,0.0,3.0,Lalo,20230216
1,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0159990787506104,1.0,1.0,0.8867137355584083,0.0,0.0,4.0,Lalo,20230216
2,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0168159008026123,1.0,2.0,0.9882154223176828,0.0,0.0,5.0,Lalo,20230216
3,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9991827011108398,1.0,3.0,1.0,0.0,0.0,6.0,Lalo,20230216
4,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0497169494628906,1.0,5.0,0.9835251425236188,0.0267791499201975,0.0,8.0,Lalo,20230216
5,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0994880199432373,1.0,6.0,0.9999586407531162,0.0,0.0,9.0,Lalo,20230216
6,1R,Low,5.0,5.0,0.0,0.0,Actor,1.0160729885101318,1.0,0.0,0.99998548315329,0.1418181533896904,0.0,12.0,Lalo,20230216
7,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9830379486083984,1.0,1.0,1.0,0.0,0.0,13.0,Lalo,20230216
8,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0334081649780273,1.0,2.0,1.0,0.0,0.0,14.0,Lalo,20230216
9,1R,Low,2.0,2.0,0.0,0.0,Observer,1.050015926361084,1.0,9.0,0.999879288743212,0.0,0.0,21.0,Lalo,20230216
10,1R,Low,8.0,8.0,0.0,1.0,Actor,0.9832057952880859,-1.0,10.0,0.9998735959374944,0.0,0.0,22.0,Lalo,20230216
11,1R,Low,6.0,6.0,0.0,0.0,Actor,1.3331551551818848,1.0,0.0,0.9946899250316814,0.0,0.0,27.0,Lalo,20230216
12,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9998929500579834,1.0,1.0,1.0,0.0,0.0,28.0,Lalo,20230216
13,1R,Med,10.0,10.0,0.0,0.0,Actor-incongruent,1.3330340385437012,1.0,2.0,1.0,0.0016945049624788,0.0,29.0,Lalo,20230216
14,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0502619743347168,1.0,3.0,0.9993617151760468,0.0,0.0,30.0,Lalo,20230216
15,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9998471736907959,1.0,4.0,0.9952112608102286,0.0,0.0,31.0,Lalo,20230216
16,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0162839889526367,1.0,5.0,1.0,0.0,0.0,32.0,Lalo,20230216
17,1R,Med,9.0,9.0,0.0,0.0,Observer,0.9844768047332764,1.0,0.0,1.0,0.0,0.0,35.0,Lalo,20230216
