,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,1.0,0.0,self,4.482990264892578,-1.0,0.0,0.0,Lalo,20230406
1,1R,Low,7.0,7.0,0.0,0.0,self,0.9841423034667969,1.0,3.0,3.0,Lalo,20230406
2,1R,Low,5.0,5.0,0.0,0.0,self,0.9826183319091797,1.0,4.0,4.0,Lalo,20230406
3,1R,Low,5.0,5.0,0.0,0.0,self,0.9997148513793945,1.0,8.0,8.0,Lalo,20230406
4,1R,Med,10.0,10.0,0.0,0.0,self,1.083258867263794,1.0,9.0,9.0,Lalo,20230406
5,1R,Low,3.0,3.0,0.0,0.0,self,0.9820783138275146,1.0,10.0,10.0,Lalo,20230406
6,1R,Low,1.0,1.0,0.0,0.0,self,1.1164391040802002,1.0,11.0,11.0,Lalo,20230406
7,1R,Low,3.0,3.0,0.0,1.0,self,0.9834561347961426,-1.0,13.0,13.0,Lalo,20230406
8,1R,Low,2.0,2.0,0.0,0.0,self,0.9997940063476562,1.0,0.0,18.0,Lalo,20230406
9,1R,Low,3.0,3.0,0.0,0.0,self,1.0332627296447754,1.0,1.0,19.0,Lalo,20230406
10,1R,Low,1.0,1.0,0.0,0.0,self,1.048797845840454,1.0,2.0,20.0,Lalo,20230406
11,1R,Low,2.0,2.0,0.0,0.0,self,0.9998669624328613,1.0,3.0,21.0,Lalo,20230406
12,1R,Med,9.0,9.0,0.0,0.0,self,0.9832017421722412,1.0,4.0,22.0,Lalo,20230406
13,1R,Low,3.0,3.0,0.0,1.0,self,0.9838218688964844,-1.0,6.0,24.0,Lalo,20230406
14,1R,Low,3.0,3.0,0.0,0.0,self,0.9826350212097168,1.0,0.0,27.0,Lalo,20230406
15,1R,Low,1.0,1.0,0.0,0.0,self,1.3331263065338135,1.0,1.0,28.0,Lalo,20230406
16,1R,Low,6.0,6.0,0.0,0.0,self,0.9830920696258545,1.0,3.0,30.0,Lalo,20230406
17,1R,Low,8.0,8.0,0.0,0.0,self,1.01658296585083,1.0,5.0,32.0,Lalo,20230406
18,1R,Low,6.0,6.0,0.0,0.0,self,0.9828717708587646,1.0,6.0,33.0,Lalo,20230406
19,1R,Low,6.0,6.0,0.0,1.0,self,0.9831380844116211,-1.0,8.0,35.0,Lalo,20230406
20,1R,Low,3.0,3.0,0.0,0.0,self,0.9996170997619629,1.0,0.0,38.0,Lalo,20230406
21,1R,Low,2.0,2.0,0.0,0.0,self,0.9837172031402588,1.0,1.0,39.0,Lalo,20230406
22,1R,Med,10.0,10.0,0.0,0.0,self,0.9833037853240967,1.0,2.0,40.0,Lalo,20230406
23,1R,Low,2.0,2.0,0.0,0.0,self,0.9833128452301025,1.0,3.0,41.0,Lalo,20230406
24,1R,Low,6.0,6.0,0.0,0.0,self,1.0329768657684326,1.0,4.0,42.0,Lalo,20230406
25,1R,Med,9.0,9.0,0.0,0.0,self,1.681900978088379,1.0,5.0,43.0,Lalo,20230406
26,1R,Low,8.0,8.0,0.0,0.0,self,0.9996011257171631,1.0,6.0,44.0,Lalo,20230406
27,1R,Low,1.0,1.0,0.0,0.0,self,0.9836318492889404,1.0,7.0,45.0,Lalo,20230406
28,1R,Low,3.0,3.0,0.0,1.0,self,1.0326290130615234,-1.0,8.0,46.0,Lalo,20230406
29,1R,Med,11.0,11.0,0.0,0.0,self,1.0168838500976562,1.0,0.0,48.0,Lalo,20230406
30,1R,Low,8.0,8.0,0.0,0.0,self,0.9835481643676758,1.0,1.0,49.0,Lalo,20230406
31,1R,Low,4.0,4.0,0.0,0.0,self,0.9838416576385498,1.0,2.0,50.0,Lalo,20230406
32,1R,Low,7.0,7.0,0.0,0.0,self,0.9834818840026855,1.0,4.0,52.0,Lalo,20230406
33,1R,Low,6.0,6.0,0.0,0.0,self,1.017125129699707,1.0,5.0,53.0,Lalo,20230406
34,1R,Low,1.0,1.0,0.0,0.0,self,1.7994909286499023,1.0,6.0,54.0,Lalo,20230406
35,1R,Low,2.0,2.0,0.0,0.0,self,3.732743978500366,1.0,7.0,55.0,Lalo,20230406
36,1R,Low,1.0,1.0,0.0,0.0,self,0.9830629825592041,1.0,0.0,61.0,Lalo,20230406
37,1R,Low,5.0,5.0,0.0,0.0,self,0.9829871654510498,1.0,1.0,62.0,Lalo,20230406
38,1R,Low,2.0,2.0,0.0,0.0,self,0.999809980392456,1.0,2.0,63.0,Lalo,20230406
39,1R,Low,6.0,6.0,0.0,0.0,self,1.0833778381347656,1.0,4.0,65.0,Lalo,20230406
40,1R,Low,4.0,4.0,0.0,0.0,self,0.9825518131256104,1.0,5.0,66.0,Lalo,20230406
41,1R,Low,4.0,4.0,0.0,0.0,self,0.9998111724853516,1.0,6.0,67.0,Lalo,20230406
42,1R,Low,8.0,8.0,0.0,0.0,self,1.099801778793335,1.0,7.0,68.0,Lalo,20230406
43,1R,Low,1.0,1.0,0.0,0.0,self,1.016348123550415,1.0,8.0,69.0,Lalo,20230406
44,1R,Low,6.0,6.0,0.0,0.0,self,1.3996751308441162,1.0,9.0,70.0,Lalo,20230406
45,1R,Low,4.0,4.0,0.0,0.0,self,1.033637285232544,1.0,13.0,74.0,Lalo,20230406
46,1R,Low,1.0,1.0,0.0,0.0,self,1.0165479183197021,1.0,14.0,75.0,Lalo,20230406
47,1R,Low,4.0,4.0,0.0,0.0,self,0.9997580051422119,1.0,15.0,76.0,Lalo,20230406
48,1R,Low,5.0,5.0,0.0,0.0,self,1.0164508819580078,1.0,16.0,77.0,Lalo,20230406
49,1R,Low,1.0,1.0,0.0,0.0,self,0.9838230609893799,1.0,17.0,78.0,Lalo,20230406
50,1R,Low,6.0,6.0,0.0,0.0,self,0.9999301433563232,1.0,18.0,79.0,Lalo,20230406
51,1R,Low,2.0,2.0,0.0,0.0,self,0.9994101524353027,1.0,19.0,80.0,Lalo,20230406
52,1R,Low,2.0,2.0,0.0,0.0,self,1.0331039428710938,1.0,0.0,83.0,Lalo,20230406
53,1R,Med,11.0,11.0,0.0,0.0,self,0.9828469753265381,1.0,3.0,86.0,Lalo,20230406
54,1R,Low,5.0,5.0,0.0,0.0,self,1.0331330299377441,1.0,4.0,87.0,Lalo,20230406
55,1R,Low,6.0,6.0,0.0,0.0,self,1.0166549682617188,1.0,6.0,89.0,Lalo,20230406
56,1R,Low,3.0,3.0,0.0,0.0,self,0.9830777645111084,1.0,7.0,90.0,Lalo,20230406
57,1R,Low,1.0,1.0,0.0,0.0,self,1.0663440227508545,1.0,8.0,91.0,Lalo,20230406
