,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,7.0,7.0,0.0,0.0,Actor,1.333650827407837,1.0,0.0,1.0,0.0,0.0,2.0,Offenbach,20230110
1,1R,Low,1.0,1.0,0.0,0.0,Actor,3.166517972946167,1.0,1.0,0.9990241014609724,0.0,0.0,3.0,Offenbach,20230110
2,1R,Low,7.0,7.0,0.0,0.0,Actor-incongruent,1.9839999675750732,1.0,2.0,0.9999435498792516,0.0,0.0,4.0,Offenbach,20230110
3,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,2.4669978618621826,1.0,6.0,0.5793851717902351,0.1518987341772152,0.0,8.0,Offenbach,20230110
4,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0004148483276367,1.0,7.0,1.0,0.0130237825594563,0.0,9.0,Offenbach,20230110
5,1R,Low,6.0,6.0,0.0,1.0,Actor,0.9835278987884521,-1.0,8.0,0.999731568786749,0.0,0.0,10.0,Offenbach,20230110
6,1R,Low,5.0,5.0,0.0,0.0,Observer-incongruent,1.7666079998016357,1.0,0.0,0.2637553418799154,0.5002448361815274,0.0,12.0,Offenbach,20230110
7,1R,Med,9.0,9.0,0.0,0.0,Actor,0.9834902286529541,1.0,1.0,1.0,0.0,0.0,13.0,Offenbach,20230110
8,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0826380252838135,1.0,2.0,0.5502541650197138,0.3453976360513355,0.0,14.0,Offenbach,20230110
9,1R,Low,2.0,2.0,0.0,1.0,Actor,1.1657788753509521,-1.0,9.0,0.9647853352696816,0.0438538788758946,0.0,21.0,Offenbach,20230110
10,1R,Low,4.0,4.0,0.0,0.0,Observer,1.4833240509033203,1.0,0.0,0.8880778588807786,0.1171938361719383,0.0,24.0,Offenbach,20230110
11,1R,Low,3.0,3.0,0.0,0.0,Actor,1.2005131244659424,1.0,1.0,0.9998526149934092,0.0,0.0,25.0,Offenbach,20230110
12,1R,Low,2.0,2.0,0.0,0.0,Actor,1.3511192798614502,1.0,2.0,0.9995602396638208,0.0,0.0,26.0,Offenbach,20230110
13,1R,Low,5.0,5.0,0.0,0.0,Observer,1.216745138168335,1.0,3.0,0.9998751338510904,0.0,0.0,27.0,Offenbach,20230110
14,1R,Low,2.0,2.0,0.0,0.0,Observer,2.0334830284118652,1.0,4.0,1.0,0.1906005221932115,0.0,28.0,Offenbach,20230110
15,1R,Low,5.0,5.0,0.0,0.0,Actor,1.3171319961547852,1.0,5.0,0.999694848864956,0.0,0.0,29.0,Offenbach,20230110
16,1R,Low,6.0,6.0,0.0,0.0,Actor,1.2659668922424316,1.0,6.0,0.9996981430884092,0.0,0.0,30.0,Offenbach,20230110
17,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0497939586639404,1.0,7.0,1.0,0.0,0.0,31.0,Offenbach,20230110
18,1R,Med,11.0,11.0,1.0,0.0,Observer,1.3003160953521729,-1.0,8.0,0.7028324531925108,0.142342774843975,0.0,32.0,Offenbach,20230110
19,1R,Low,1.0,1.0,1.0,0.0,Observer-incongruent,1.216677188873291,-1.0,9.0,0.5728228710974734,0.4582582968779787,0.0,33.0,Offenbach,20230110
20,1R,Low,1.0,1.0,1.0,1.0,Observer-incongruent,1.316683053970337,1.0,10.0,0.6527777777777778,1.0,0.0,34.0,Offenbach,20230110
21,1R,Low,1.0,1.0,0.0,0.0,Actor,1.016258716583252,1.0,0.0,0.9998051771214448,0.0,0.0,36.0,Offenbach,20230110
22,1R,Low,6.0,6.0,0.0,0.0,Observer,1.265765905380249,1.0,1.0,0.4965864175350341,0.4448436938555515,0.0,37.0,Offenbach,20230110
23,1R,Med,9.0,9.0,0.0,0.0,Actor,1.066183090209961,1.0,2.0,0.9994522189643976,0.0,0.0,38.0,Offenbach,20230110
24,1R,Low,8.0,8.0,0.0,0.0,Actor,1.000359058380127,1.0,3.0,0.9999829229565308,0.0,0.0,39.0,Offenbach,20230110
25,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0328619480133057,1.0,4.0,0.78876938894708,0.4813717000539394,0.0,40.0,Offenbach,20230110
26,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.2496860027313232,1.0,0.0,1.0,0.0,0.0,48.0,Offenbach,20230110
27,1R,Low,4.0,4.0,0.0,0.0,Observer,1.033285140991211,1.0,1.0,0.8528462213737713,0.0,0.0,49.0,Offenbach,20230110
28,1R,Low,4.0,4.0,0.0,0.0,Observer,1.182354211807251,1.0,2.0,1.0,0.0,0.0,50.0,Offenbach,20230110
29,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0833520889282227,1.0,3.0,0.964592176601368,0.3090059821554383,0.0,51.0,Offenbach,20230110
30,1R,Low,6.0,6.0,0.0,0.0,Observer,1.2660949230194092,1.0,4.0,0.8914290413425959,0.2964577208524039,0.0,52.0,Offenbach,20230110
31,1R,Low,7.0,7.0,0.0,0.0,Observer,1.4668710231781006,1.0,5.0,0.7216196673897325,0.3828633405639913,0.0,53.0,Offenbach,20230110
32,1R,Low,4.0,4.0,0.0,0.0,Actor,1.1667277812957764,1.0,6.0,1.0,0.0,0.0,54.0,Offenbach,20230110
33,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0342390537261963,1.0,7.0,0.9998261172030476,0.0,0.0,55.0,Offenbach,20230110
34,1R,Low,1.0,1.0,0.0,0.0,Observer,1.099823236465454,1.0,8.0,1.0,0.0,0.0,56.0,Offenbach,20230110
35,1R,Med,10.0,10.0,0.0,0.0,Actor,1.134186029434204,1.0,9.0,1.0,0.0,0.0,57.0,Offenbach,20230110
36,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1169400215148926,1.0,10.0,0.9990009989977028,0.0,0.0,58.0,Offenbach,20230110
37,1R,Low,1.0,1.0,0.0,1.0,Actor,0.9999148845672607,-1.0,11.0,0.9996876792736747,0.0,0.0,59.0,Offenbach,20230110
38,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.0994949340820312,1.0,0.0,0.9382022471910112,0.0674157303370786,0.0,62.0,Offenbach,20230110
39,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0326669216156006,1.0,1.0,0.5417090409202912,0.3615652325010433,0.0,63.0,Offenbach,20230110
40,1R,Low,1.0,1.0,0.0,0.0,Actor,1.216003179550171,1.0,2.0,1.0,0.0,0.0,64.0,Offenbach,20230110
41,1R,Med,11.0,11.0,0.0,0.0,Observer,1.1166460514068604,1.0,4.0,0.3238930096650932,0.6032816363227692,0.0,66.0,Offenbach,20230110
42,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9833700656890869,1.0,8.0,0.9888766729578092,0.0184262734091517,0.0,70.0,Offenbach,20230110
43,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1343157291412354,1.0,9.0,1.0,0.0,0.0,71.0,Offenbach,20230110
44,1R,Low,8.0,8.0,0.0,0.0,Actor,2.5170042514801025,1.0,10.0,0.9881852088413752,0.0139077918281378,0.0,72.0,Offenbach,20230110
45,1R,High,12.0,12.0,0.0,0.0,Observer,1.082590103149414,1.0,11.0,0.3632989530671652,0.5828578855729737,0.0,73.0,Offenbach,20230110
46,1R,Low,6.0,6.0,0.0,0.0,Observer,1.182690143585205,1.0,12.0,0.3726413822584116,0.6823734527832757,0.0,74.0,Offenbach,20230110
