,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration
18,18,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707882.179422,107,2.216080904006958,1,0,-1,0,0.15,1.0,[0.9831678867340088],1.0,2.216080904006958,1,1,0,3.2159807682037354
19,19,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707887.9625,109,2.633405923843384,1,0,-1,0,0.15,1.0,[1.0334739685058594],1.0,2.633405923843384,2,2,0,3.6327929496765137
20,20,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707894.095374,107,5.549314022064209,1,0,-1,0,0.15,0.8181818181818182,[0.9831588268280029],1.0,5.549314022064209,11,9,0,6.548816680908203
21,21,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707903.2941692,107,4.566930055618286,1,0,-1,0,0.15,0.75,[0.9831540584564209],1.0,4.566930055618286,8,6,0,5.565958023071289
22,22,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707911.4602199,107,2.282531976699829,1,0,-1,0,0.15,1.0,[0.982975959777832],1.0,2.282531976699829,1,1,0,3.282109022140503
23,23,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707917.276451,107,3.5667600631713867,1,0,-1,0,0.15,1.0,[0.9827351570129395],1.0,3.5667600631713867,5,5,0,4.566627025604248
24,24,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682707924.426485,107,3.8825249671936035,1,0,-1,0,0.15,0.6666666666666666,[0.9826581478118896],1.0,3.8825249671936035,6,4,0,4.882303953170776
25,25,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682707931.925785,108,6.932401180267334,1,0,-1,0,0.0,0.8666666666666667,[0.999793291091919],0.0,6.932401180267334,15,13,0,7.93227219581604
26,26,[1.0],1.0,0,1.0,1.0,0,[1.0],1682707942.591713,109,6.966226816177368,1,0,1,0,0.15,0.7333333333333333,[1.0162088871002197],0.0,6.966226816177368,15,11,0,7.9657509326934814
27,27,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682707953.3409102,113,7.182448863983154,1,0,-1,0,0.0,0.7333333333333333,[1.0829989910125732],0.0,7.182448863983154,15,11,0,8.182467937469482
28,28,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682707964.140197,107,6.881484031677246,1,0,-1,0,0.0,0.7333333333333333,[0.9816892147064209],0.0,6.881484031677246,15,11,0,7.881741046905518
29,29,[1.0],1.0,0,1.0,1.0,0,[1.0],1682707974.7060559,107,4.566279172897339,1,0,1,0,0.15,0.5,[0.9831223487854004],1.0,4.566279172897339,8,4,0,5.566386938095093
30,30,[1.0],1.0,0,1.0,1.0,0,[1.0],1682707982.88878,107,3.233543872833252,1,0,1,0,0.15,0.5,[0.9828569889068604],1.0,3.233543872833252,4,2,0,4.232919931411743
31,31,[1.0],1.0,0,1.0,1.0,0,[1.0],1682707989.7050428,108,2.8997292518615723,1,0,1,0,0.15,0.6666666666666666,[0.999669075012207],1.0,2.8997292518615723,3,2,0,3.8998262882232666
32,32,[1.0],1.0,0,1.0,1.0,0,[1.0],1682707996.15469,108,3.699603796005249,1,0,1,0,0.15,1.0,[0.9996800422668457],1.0,3.699603796005249,5,5,0,4.699890851974487
33,33,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708003.420723,107,3.5500290393829346,1,0,1,0,0.15,0.8,[0.9830441474914551],1.0,3.5500290393829346,5,4,0,4.566675901412964
34,34,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708010.570293,107,2.5503509044647217,1,0,1,0,0.15,1.0,[0.9832098484039307],1.0,2.5503509044647217,2,2,0,3.5501208305358887
35,35,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708017.053324,131,2.9497110843658447,1,0,1,0,0.15,1.0,[1.3855490684509277],1.0,2.9497110843658447,2,2,0,3.949579954147339
36,36,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708023.136012,107,7.082736253738403,1,0,1,0,0.15,0.6666666666666666,[0.9830131530761719],0.0,7.082736253738403,15,10,0,8.082507133483887
37,37,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708033.91914,107,6.916423320770264,1,0,-1,0,0.0,0.6666666666666666,[0.9829540252685547],0.0,6.916423320770264,15,10,0,7.915744066238403
38,38,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708044.567916,108,6.8996288776397705,1,0,1,0,0.0,0.7333333333333333,[0.9996538162231445],0.0,6.8996288776397705,15,11,0,7.899423837661743
39,39,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708055.201615,109,3.9333348274230957,1,0,-1,0,0.15,0.5,[1.0163218975067139],1.0,3.9333348274230957,6,3,0,4.933520793914795
40,40,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708062.700166,107,5.599802017211914,1,0,-1,0,0.15,0.8181818181818182,[0.9829330444335938],1.0,5.599802017211914,11,9,0,6.599109172821045
41,41,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708071.965848,107,6.24997878074646,1,0,-1,0,0.15,0.8461538461538461,[0.9832561016082764],1.0,6.24997878074646,13,11,0,7.2490739822387695
42,42,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708081.915277,108,5.250275135040283,1,0,-1,0,0.15,0.5,[0.9999182224273682],1.0,5.250275135040283,10,5,0,6.249364137649536
43,43,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708090.814873,109,6.951115846633911,1,0,-1,0,0.15,0.8666666666666667,[1.0163519382476807],0.0,6.951115846633911,15,13,0,7.9494428634643555
44,44,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708101.447465,107,6.883234024047852,1,0,1,0,0.0,0.8666666666666667,[0.9831597805023193],0.0,6.883234024047852,15,13,0,7.88233494758606
45,45,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708112.0802612,109,4.916245937347412,1,0,-1,0,0.15,0.7777777777777778,[1.0166988372802734],1.0,4.916245937347412,9,7,0,5.91643500328064
46,46,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708120.6131,108,6.916131019592285,1,0,-1,0,0.15,0.8666666666666667,[0.9994339942932129],1.0,6.916131019592285,15,13,0,7.915525913238525
47,47,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708131.22914,107,2.216620922088623,1,0,-1,0,0.15,1.0,[0.9831027984619141],1.0,2.216620922088623,1,1,0,3.216007947921753
48,48,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708136.9786382,107,4.89952278137207,1,0,-1,0,0.15,0.6666666666666666,[0.9833219051361084],1.0,4.89952278137207,9,6,0,5.899662733078003
49,49,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708145.544517,109,6.9499688148498535,1,0,-1,0,0.0,0.8666666666666667,[1.0164549350738525],0.0,6.9499688148498535,15,13,0,7.949084043502808
50,50,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708156.227031,110,2.2992911338806152,1,0,1,0,0.15,1.0,[1.03249192237854],1.0,2.2992911338806152,1,1,0,3.298923969268799
51,51,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708162.011255,107,2.9156007766723633,1,0,1,0,0.15,0.6666666666666666,[0.9826889038085938],1.0,2.9156007766723633,3,2,0,3.915381908416748
52,52,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708168.60947,115,4.432010173797607,1,0,1,0,0.15,0.7142857142857143,[1.1152870655059814],1.0,4.432010173797607,7,5,0,5.4321019649505615
53,53,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708176.525577,107,2.23321533203125,1,0,1,0,0.15,1.0,[0.982996940612793],1.0,2.23321533203125,1,1,0,3.2327022552490234
54,54,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708182.2922409,107,2.899217128753662,1,0,1,0,0.15,1.0,[0.9824910163879395],1.0,2.899217128753662,3,3,0,3.8987069129943848
55,55,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708188.758592,108,6.898627758026123,1,0,1,0,0.15,0.8666666666666667,[0.9987108707427979],1.0,6.898627758026123,15,13,0,7.898377895355225
56,56,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708199.357548,107,7.0827038288116455,1,0,1,0,0.15,0.7333333333333333,[0.983076810836792],0.0,7.0827038288116455,15,11,0,8.082466125488281
57,57,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708210.189887,109,6.9493937492370605,1,0,-1,0,0.0,0.7333333333333333,[1.0164449214935303],0.0,6.9493937492370605,15,11,0,7.949359893798828
58,58,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708220.823394,107,6.932770252227783,1,0,-1,0,0.0,0.7333333333333333,[0.9837450981140137],0.0,6.932770252227783,15,11,0,7.932494163513184
59,59,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708231.4718158,107,4.916298866271973,1,0,1,0,0.15,0.8888888888888888,[0.9833078384399414],1.0,4.916298866271973,9,8,0,5.916072130203247
60,60,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708240.021683,107,6.91589093208313,1,0,1,0,0.0,0.7333333333333333,[0.9833559989929199],0.0,6.91589093208313,15,11,0,7.9160778522491455
61,61,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708250.620499,107,6.9331278800964355,1,0,1,0,0.0,0.9333333333333333,[0.98325514793396],0.0,6.9331278800964355,15,14,0,7.932620048522949
62,62,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708261.28635,108,2.9328768253326416,1,0,-1,0,0.15,0.3333333333333333,[0.9994239807128906],1.0,2.9328768253326416,3,1,0,3.9322659969329834
63,63,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708267.7523892,107,5.567908048629761,1,0,-1,0,0.15,0.8181818181818182,[0.983971118927002],1.0,5.567908048629761,11,9,0,6.566137075424194
64,64,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708276.968912,107,6.232769012451172,1,0,-1,0,0.15,0.7692307692307693,[0.9832468032836914],1.0,6.232769012451172,13,10,0,7.232820987701416
65,65,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708286.88514,107,7.082569122314453,1,0,-1,0,0.15,0.8,[0.9833030700683594],0.0,7.082569122314453,15,12,0,8.082202911376953
66,66,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708297.683724,107,5.249815225601196,1,0,-1,0,0.15,0.8,[0.9830780029296875],1.0,5.249815225601196,10,8,0,6.2493860721588135
67,67,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708306.583453,107,2.2496418952941895,1,0,-1,0,0.15,1.0,[0.9831211566925049],1.0,2.2496418952941895,1,1,0,3.2492761611938477
68,68,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708312.3662562,107,3.566627025604248,1,0,-1,0,0.15,0.8,[0.9832780361175537],1.0,3.566627025604248,5,4,0,4.566216945648193
69,69,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708319.5157351,107,3.9156389236450195,1,0,-1,0,0.15,0.6666666666666666,[0.9822168350219727],1.0,3.9156389236450195,6,4,0,4.91507887840271
70,70,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708327.0659049,109,2.583003282546997,1,0,-1,0,0.15,0.5,[1.0164992809295654],1.0,2.583003282546997,2,1,0,3.5825090408325195
71,71,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708333.1485372,108,6.916785001754761,1,0,-1,0,0.0,0.7333333333333333,[0.9997010231018066],0.0,6.916785001754761,15,11,0,7.915781021118164
72,72,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708343.797662,109,2.5834057331085205,1,0,1,0,0.15,1.0,[1.0164318084716797],1.0,2.5834057331085205,2,2,0,3.582827091217041
73,73,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708349.8969522,107,5.8994128704071045,1,0,1,0,0.15,0.6666666666666666,[0.983180046081543],1.0,5.8994128704071045,12,8,0,6.899333715438843
74,74,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708359.4630988,107,2.8829479217529297,1,0,1,0,0.15,0.6666666666666666,[0.9829728603363037],1.0,2.8829479217529297,3,2,0,3.88273286819458
75,75,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708365.9465458,109,2.632587194442749,1,0,1,0,0.15,0.5,[1.0155611038208008],1.0,2.632587194442749,2,1,0,3.632065773010254
76,76,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708372.1122618,108,3.899353265762329,1,0,1,0,0.15,0.6666666666666666,[0.9996223449707031],1.0,3.899353265762329,6,4,0,4.899292230606079
77,77,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708379.59528,107,2.2162649631500244,1,0,1,0,0.15,1.0,[0.9833848476409912],1.0,2.2162649631500244,1,1,0,3.215855836868286
78,78,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708385.378148,109,2.581977128982544,1,0,1,0,0.15,0.5,[1.0153522491455078],1.0,2.581977128982544,2,1,0,3.581794023513794
79,79,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708391.477525,108,7.116139650344849,1,0,1,0,0.15,0.7333333333333333,[0.9997289180755615],0.0,7.116139650344849,15,11,0,8.115940809249878
80,80,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708402.2934809,107,6.882652282714844,1,0,-1,0,0.0,0.8666666666666667,[0.9830772876739502],0.0,6.882652282714844,15,13,0,7.882622241973877
81,81,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708412.9595678,111,7.149523973464966,1,0,-1,0,0.0,0.6,[1.0497021675109863],0.0,7.149523973464966,15,9,0,8.148946046829224
82,82,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708423.808528,110,4.949596881866455,1,0,1,0,0.15,0.3333333333333333,[1.0329620838165283],1.0,4.949596881866455,9,3,0,5.949692249298096
83,83,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708432.374707,109,7.0661940574646,1,0,1,0,0.0,0.6666666666666666,[1.0166199207305908],0.0,7.0661940574646,15,10,0,8.065778970718384
84,84,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708443.123626,107,6.900098085403442,1,0,1,0,0.0,0.8666666666666667,[0.9831838607788086],0.0,6.900098085403442,15,13,0,7.899125099182129
85,85,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708453.740393,107,2.549833059310913,1,0,-1,0,0.15,0.5,[0.983177900314331],1.0,2.549833059310913,2,1,0,3.5494871139526367
86,86,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708459.8571808,109,3.2496721744537354,1,0,-1,0,0.15,0.75,[1.0163190364837646],1.0,3.2496721744537354,4,3,0,4.24946928024292
87,87,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708466.639559,107,4.216113090515137,1,0,-1,0,0.15,0.5714285714285714,[0.9836211204528809],1.0,4.216113090515137,7,4,0,5.216348171234131
88,88,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708474.438553,107,2.633134126663208,1,0,-1,0,0.15,0.5,[0.9829390048980713],1.0,2.633134126663208,2,1,0,3.632979154586792
89,89,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708480.654495,109,2.266303062438965,1,0,-1,0,0.15,1.0,[1.0162630081176758],1.0,2.266303062438965,1,1,0,3.2667360305786133
90,90,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708486.4208388,107,3.6329689025878906,1,0,-1,0,0.15,0.6,[0.9830248355865479],1.0,3.6329689025878906,5,3,0,4.632714033126831
91,91,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708493.636787,107,6.966449975967407,1,0,-1,0,0.15,0.8666666666666667,[0.9836070537567139],0.0,6.966449975967407,15,13,0,7.965755939483643
92,92,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708504.353008,109,5.982278823852539,1,0,-1,0,0.15,0.75,[1.015906810760498],1.0,5.982278823852539,12,9,0,6.982516050338745
93,93,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708513.985474,107,6.899394989013672,1,0,-1,0,0.15,0.9333333333333333,[0.9836306571960449],0.0,6.899394989013672,15,14,0,7.899176836013794
94,94,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708524.6014562,108,2.5661990642547607,1,0,-1,0,0.15,1.0,[0.9991600513458252],1.0,2.5661990642547607,2,2,0,3.566174030303955
95,95,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708530.6847591,107,6.883250951766968,1,0,-1,0,0.15,0.8,[0.9837021827697754],1.0,6.883250951766968,15,12,0,7.882601976394653
96,96,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708541.283805,107,2.5500543117523193,1,0,-1,0,0.15,0.5,[0.9833452701568604],1.0,2.5500543117523193,2,1,0,3.549988269805908
97,97,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708547.36681,107,4.549749851226807,1,0,-1,0,0.15,0.625,[0.9836020469665527],1.0,4.549749851226807,8,5,0,5.5498669147491455
98,98,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708555.532949,107,6.882773160934448,1,0,-1,0,0.0,0.7333333333333333,[0.9830930233001709],0.0,6.882773160934448,15,11,0,7.882642030715942
99,99,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708567.249114,174,5.098757743835449,1,0,1,0,0.15,0.6666666666666666,[2.0991299152374268],1.0,5.098757743835449,6,4,0,6.098395824432373
100,100,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708574.8982458,107,2.8997318744659424,1,0,1,0,0.15,0.3333333333333333,[0.983161211013794],1.0,2.8997318744659424,3,1,0,3.8993852138519287
101,101,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708581.3479848,107,3.566455841064453,1,0,1,0,0.15,0.8,[0.9831271171569824],1.0,3.566455841064453,5,4,0,4.565943717956543
102,102,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708588.497358,107,5.216417074203491,1,0,1,0,0.15,0.7,[0.9828343391418457],1.0,5.216417074203491,10,7,0,6.215745210647583
103,103,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708597.363602,107,3.2334518432617188,1,0,1,0,0.15,1.0,[0.9834129810333252],1.0,3.2334518432617188,4,4,0,4.233626842498779
104,104,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708604.1629188,107,6.882351875305176,1,0,1,0,0.15,0.8666666666666667,[0.9829180240631104],1.0,6.882351875305176,15,13,0,7.881875991821289
105,105,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708614.7784529,108,6.582527160644531,1,0,1,0,0.15,0.8571428571428571,[0.999413013458252],1.0,6.582527160644531,14,12,0,7.582380056381226
106,106,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708625.044609,107,6.997982978820801,1,0,1,0,0.15,0.8,[0.9829800128936768],0.0,6.997982978820801,15,12,0,8.014697790145874
107,107,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708635.777386,107,7.082759857177734,1,0,-1,0,0.0,0.5333333333333333,[0.9831080436706543],0.0,7.082759857177734,15,8,0,8.082519054412842
108,108,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708646.576428,107,7.082853078842163,1,0,-1,0,0.0,0.6666666666666666,[0.9831712245941162],0.0,7.082853078842163,15,10,0,8.08298110961914
109,109,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708657.4094012,109,3.5831170082092285,1,0,1,0,0.15,0.6,[1.0168418884277344],1.0,3.5831170082092285,5,3,0,4.599764823913574
110,110,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708664.5583518,107,6.950453996658325,1,0,1,0,0.0,0.6666666666666666,[0.9827220439910889],0.0,6.950453996658325,15,10,0,7.948857069015503
111,111,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682708675.22443,107,6.899619817733765,1,0,1,0,0.0,0.8,[0.9827268123626709],0.0,6.899619817733765,15,12,0,7.899007081985474
112,112,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708685.8242629,107,6.249273777008057,1,0,-1,0,0.15,0.5384615384615384,[0.983253002166748],1.0,6.249273777008057,13,7,0,7.249081134796143
113,113,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708695.756429,107,2.2174301147460938,1,0,-1,0,0.15,1.0,[0.9831418991088867],1.0,2.2174301147460938,1,1,0,3.216378927230835
114,114,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708701.506324,107,3.2166788578033447,1,0,-1,0,0.15,0.5,[0.9830529689788818],1.0,3.2166788578033447,4,2,0,4.2162981033325195
115,115,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708708.3054988,108,2.2665281295776367,1,0,-1,0,0.15,1.0,[0.9997150897979736],1.0,2.2665281295776367,1,1,0,3.2660071849823
116,116,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708714.105073,108,6.931274175643921,1,0,-1,0,0.15,0.7333333333333333,[0.9985129833221436],0.0,6.931274175643921,15,11,0,7.931144952774048
117,117,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708724.7376409,107,4.565249919891357,1,0,-1,0,0.15,0.5,[0.9820070266723633],1.0,4.565249919891357,8,4,0,5.565019130706787
118,118,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708732.937207,109,5.58230996131897,1,0,-1,0,0.15,0.6363636363636364,[1.0158259868621826],1.0,5.58230996131897,11,7,0,6.581897020339966
119,119,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708742.203068,110,3.600001573562622,1,0,-1,0,0.15,1.0,[1.0332508087158203],1.0,3.600001573562622,5,5,0,4.599603891372681
120,120,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708749.336681,107,5.232805013656616,1,0,-1,0,0.15,0.5,[0.9834921360015869],1.0,5.232805013656616,10,5,0,6.233224868774414
121,121,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708758.218839,107,4.216294765472412,1,0,-1,0,0.15,0.8571428571428571,[0.9832437038421631],1.0,4.216294765472412,7,6,0,5.216155767440796
122,122,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708766.0353122,107,6.882808685302734,1,0,-1,0,0.15,0.6,[0.9835667610168457],0.0,6.882808685302734,15,9,0,7.882750749588013
123,123,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682708777.833963,179,5.43245792388916,1,0,-1,0,0.15,0.5714285714285714,[2.1827590465545654],1.0,5.43245792388916,7,4,0,6.4322350025177
124,124,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708785.800211,112,6.965681076049805,1,0,-1,0,0.0,0.8666666666666667,[1.0667572021484375],0.0,6.965681076049805,15,13,0,7.964608192443848
125,125,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682708796.450947,110,7.132935047149658,1,0,-1,0,0.0,0.6666666666666666,[1.0335888862609863],0.0,7.132935047149658,15,10,0,8.133388042449951
126,126,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708808.148596,161,4.815406084060669,1,0,1,0,0.15,0.6666666666666666,[1.8822369575500488],1.0,4.815406084060669,6,4,0,5.815209865570068
127,127,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708815.798183,113,6.999854803085327,1,0,1,0,0.15,0.6,[1.083042860031128],0.0,6.999854803085327,15,9,0,8.001410722732544
128,128,[1.0],1.0,0,1.0,1.0,0,[1.0],1682708827.097704,148,5.932708263397217,1,0,1,0,0.15,0.6,[1.6678133010864258],1.0,5.932708263397217,10,6,0,6.932498931884766
