,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,self,1.2666668891906738,1.0,0.0,1.0,Lalo,20220819
1,1R,Low,1.0,1.0,1.0,0.0,self,1.0673067569732666,-1.0,1.0,2.0,Lalo,20220819
2,1R,Low,2.0,2.0,0.0,0.0,self,1.2337732315063477,1.0,3.0,4.0,Lalo,20220819
3,1R,Low,4.0,4.0,0.0,0.0,self,1.2670891284942627,1.0,4.0,5.0,Lalo,20220819
4,1R,Low,5.0,5.0,1.0,0.0,self,0.9663019180297852,-1.0,5.0,6.0,Lalo,20220819
5,1R,Low,7.0,7.0,0.0,0.0,self,0.9665260314941406,1.0,7.0,8.0,Lalo,20220819
6,1R,Low,1.0,1.0,0.0,0.0,self,1.1661570072174072,1.0,8.0,9.0,Lalo,20220819
7,1R,Low,1.0,1.0,0.0,0.0,self,0.965785026550293,1.0,9.0,10.0,Lalo,20220819
8,1R,Low,5.0,5.0,0.0,0.0,self,0.983757734298706,1.0,10.0,11.0,Lalo,20220819
9,1R,Low,2.0,2.0,0.0,0.0,self,0.9657821655273438,1.0,11.0,12.0,Lalo,20220819
10,1R,Med,9.0,9.0,0.0,0.0,self,1.6330738067626953,1.0,12.0,13.0,Lalo,20220819
11,1R,Low,2.0,2.0,0.0,1.0,self,1.2343370914459229,-1.0,13.0,14.0,Lalo,20220819
12,1R,Low,4.0,4.0,0.0,0.0,self,1.0162508487701416,1.0,0.0,16.0,Lalo,20220819
13,1R,Low,7.0,7.0,0.0,0.0,self,0.9997200965881348,1.0,1.0,17.0,Lalo,20220819
14,1R,Low,1.0,1.0,0.0,0.0,self,0.9834229946136475,1.0,2.0,18.0,Lalo,20220819
15,1R,Low,1.0,1.0,0.0,0.0,self,0.9831950664520264,1.0,3.0,19.0,Lalo,20220819
16,1R,Low,2.0,2.0,0.0,0.0,self,0.9833080768585205,1.0,4.0,20.0,Lalo,20220819
17,1R,Low,4.0,4.0,0.0,0.0,self,0.9835569858551025,1.0,6.0,22.0,Lalo,20220819
18,1R,Low,2.0,2.0,0.0,0.0,self,1.0838379859924316,1.0,7.0,23.0,Lalo,20220819
19,1R,Med,10.0,10.0,0.0,0.0,self,0.9671831130981445,1.0,12.0,28.0,Lalo,20220819
20,1R,Low,1.0,1.0,0.0,0.0,self,1.0498809814453125,1.0,13.0,29.0,Lalo,20220819
21,1R,Low,1.0,1.0,0.0,0.0,self,0.9670379161834717,1.0,14.0,30.0,Lalo,20220819
22,1R,Low,1.0,1.0,0.0,0.0,self,0.966439962387085,1.0,15.0,31.0,Lalo,20220819
23,1R,Low,3.0,3.0,0.0,0.0,self,0.9665250778198242,1.0,16.0,32.0,Lalo,20220819
24,1R,Low,4.0,4.0,0.0,0.0,self,2.550384044647217,1.0,17.0,33.0,Lalo,20220819
25,1R,Low,3.0,3.0,0.0,1.0,self,0.999946117401123,-1.0,18.0,34.0,Lalo,20220819
26,1R,Low,3.0,3.0,0.0,0.0,self,1.049232006072998,1.0,0.0,37.0,Lalo,20220819
27,1R,Low,1.0,1.0,0.0,0.0,self,0.9661438465118408,1.0,1.0,38.0,Lalo,20220819
28,1R,Low,3.0,3.0,0.0,0.0,self,0.9655697345733643,1.0,2.0,39.0,Lalo,20220819
29,1R,Low,6.0,6.0,0.0,0.0,self,1.0501070022583008,1.0,3.0,40.0,Lalo,20220819
30,1R,Low,6.0,6.0,0.0,0.0,self,0.9996390342712402,1.0,4.0,41.0,Lalo,20220819
31,1R,Low,5.0,5.0,0.0,0.0,self,1.1832897663116455,1.0,5.0,42.0,Lalo,20220819
