,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj
327,327,1692981082.115538,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981083.932835,109,2.5831873416900635,1,0,-1,-1,0.15,1.0,"[0.9823410511016846, 1.0157880783081055]",1.0,2.5831873416900635,2,2,1.8226417022264356,0,3.583022117614746,2023_08_25_12_31_21,328,"[0, 0]","[4, 7]","[0, 0]","[4, 7]",1R,1R,5.0,7
328,328,1692981088.2647538,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981090.1498392,113,6.33344841003418,1,0,-1,-1,0.15,0.9230769230769232,"[1.082787275314331, 1.049576997756958]",1.0,6.33344841003418,13,12,1.1351135070829168,0,7.334059000015259,2023_08_25_12_31_27,329,"[0, 0]","[3, 6]","[0, 0]","[3, 6]",1R,1R,6.0,8
329,329,1692981098.314293,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981100.098567,107,4.549757957458496,0,1,-1,-1,0.15,0.625,"[0.9825541973114014, 0.9825541973114014]",1.0,4.549757957458496,8,5,2.048818154533397,0,5.550354957580566,2023_08_25_12_31_37,330,"[0, 0]","[2, 5]","[0, 0]","[2, 5]",1R,1R,7.0,9
330,330,1692981106.5136828,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981109.081166,154,7.666909217834473,1,0,-1,-1,0.15,0.7333333333333333,"[1.7662279605865479, 1.0166683197021484]",0.0,7.666909217834473,15,11,2.1049052872299656,0,8.665135145187378,2023_08_25_12_31_45,331,"[1, 0]","[1, 4]","[1, 0]","[1, 4]",1NR,1NR,8.0,10
331,331,1692981117.9625049,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1692981119.8315032,112,2.6494851112365723,0,1,-1,1,0.15,0.5,"[1.0667362213134766, 0.9996891021728516]",1.0,2.6494851112365723,2,1,1.5942774035411449,0,3.6506330966949454,2023_08_25_12_31_56,332,"[0, 0]","[9, 3]","[1, 0]","[1, 3]",1R,1R,9.0,11
332,332,1692981124.179135,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1692981126.147838,118,7.265605926513672,0,1,-1,1,0.15,0.5333333333333333,"[1.1663949489593506, 0.9827868938446045]",0.0,7.265605926513672,15,8,1.976002920523633,0,8.265582084655762,2023_08_25_12_32_03,333,"[0, 0]","[8, 2]","[1, 0]","[1, 2]",1NR,1NR,10.0,12
333,333,1692981135.1944509,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692981137.414068,133,7.516327142715454,0,1,-1,1,0.0,0.8,"[1.0506412982940674, 1.4168319702148438]",0.0,7.516327142715454,15,12,1.0191342205894016,0,8.517152070999146,2023_08_25_12_32_14,334,"[0, 1]","[7, 1]","[1, 1]","[1, 1]",2NR,2NR,11.0,1
334,334,1692981146.461432,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981151.944813,329,6.582587003707886,0,1,1,1,0.15,0.6666666666666666,"[4.682111024856567, 1.0665700435638428]",1.0,6.582587003707886,3,2,1.859809505015885,0,7.582710027694702,2023_08_25_12_32_25,335,"[0, 0]","[6, 8]","[0, 0]","[6, 16]",1R,1R,0.0,2
335,335,1692981156.7937212,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981160.094174,198,4.067310810089111,1,0,1,1,0.15,0.5,"[2.499746799468994, 0.9832136631011963]",1.0,4.067310810089111,2,1,1.4360579988223772,0,5.066514730453491,2023_08_25_12_32_35,336,"[0, 0]","[5, 7]","[0, 0]","[5, 15]",1R,1R,1.0,3
336,336,1692981164.492577,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981166.3940082,114,3.017685890197754,1,0,1,1,0.15,0.6666666666666666,"[1.0339488983154297, 1.1002728939056396]",1.0,3.017685890197754,3,2,1.8931354906139963,0,4.016841888427734,2023_08_25_12_32_43,337,"[0, 0]","[4, 6]","[0, 0]","[4, 14]",1R,1R,2.0,4
337,337,1692981171.092074,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981175.793992,281,7.816855192184448,0,1,1,1,0.15,0.5555555555555556,"[1.1001200675964355, 3.9011521339416504]",1.0,7.816855192184448,9,5,1.4720139304806237,0,8.816304206848145,2023_08_25_12_32_50,338,"[0, 0]","[3, 5]","[0, 0]","[3, 13]",1R,1R,3.0,5
338,338,1692981182.691839,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981184.876009,131,3.2834911346435547,1,0,1,1,0.15,0.6666666666666666,"[1.3827440738677979, 0.9992160797119141]",1.0,3.2834911346435547,3,2,1.6227819498521177,0,4.2825541496276855,2023_08_25_12_33_01,339,"[0, 0]","[2, 4]","[0, 0]","[2, 12]",1R,1R,4.0,6
339,339,1692981189.5741272,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981191.5263638,117,6.734181880950928,0,1,1,1,0.15,0.7142857142857143,"[1.1506097316741943, 1.0166127681732178]",1.0,6.734181880950928,14,10,2.0686151978966176,0,7.733532905578613,2023_08_25_12_33_08,340,"[1, 0]","[1, 3]","[1, 0]","[1, 11]",1R,1R,5.0,7
340,340,1692981200.040842,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981202.2590091,133,6.3153510093688965,0,1,1,-1,0.15,0.8333333333333334,"[1.416248083114624, 0.9998369216918945]",1.0,6.3153510093688965,12,10,1.7886956004274186,0,7.315622091293335,2023_08_25_12_33_18,341,"[0, 0]","[2, 2]","[1, 0]","[1, 10]",1R,1R,6.0,8
341,341,1692981210.072351,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981214.808084,284,10.05004382133484,1,0,-1,1,0.0,0.8,"[3.9334099292755127, 0.9998500347137451]",0.0,10.05004382133484,15,12,1.197117175615533,0,11.050267219543455,2023_08_25_12_33_29,342,"[1, 1]","[1, 1]","[1, 0]","[1, 9]",1NRO,1NR,7.0,9
342,342,1692981224.021955,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692981226.140648,127,5.917192935943604,1,0,1,-1,0.15,0.8181818181818182,"[1.316370964050293, 0.9995419979095459]",1.0,5.917192935943604,11,9,2.088824885741124,0,6.916562080383301,2023_08_25_12_33_42,343,"[0, 1]","[8, 1]","[0, 0]","[8, 8]",1R,1R,8.0,10
343,343,1692981233.637633,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981235.58885,117,3.083892822265625,0,1,1,1,0.15,0.6666666666666666,"[1.150230884552002, 1.0503778457641602]",1.0,3.083892822265625,3,2,1.7315878665269082,0,4.084025144577026,2023_08_25_12_33_52,344,"[0, 0]","[7, 7]","[0, 0]","[7, 7]",1R,1R,9.0,11
344,344,1692981240.304171,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981242.438263,128,7.450615882873535,0,1,1,1,0.15,0.5333333333333333,"[1.3334579467773438, 1.033385992050171]",0.0,7.450615882873535,15,8,2.1666205234748164,0,8.449297904968262,2023_08_25_12_33_59,345,"[0, 0]","[6, 6]","[0, 0]","[6, 6]",1NR,1NR,10.0,12
345,345,1692981251.520206,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981254.454922,176,3.5185580253601074,0,1,1,1,0.15,1.0,"[2.1329848766326904, 0.9993722438812256]",1.0,3.5185580253601074,1,1,1.5331694086841026,0,4.517782211303711,2023_08_25_12_34_10,346,"[0, 0]","[5, 5]","[0, 0]","[5, 5]",1R,1R,11.0,13
346,346,1692981258.621124,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981260.622114,120,7.167382955551148,0,1,1,1,0.0,0.8,"[1.1999130249023438, 1.0002341270446777]",0.0,7.167382955551148,15,12,1.9524375206088789,0,8.16652798652649,2023_08_25_12_34_17,347,"[0, 0]","[4, 4]","[0, 0]","[4, 4]",1NR,1NR,12.0,1
347,347,1692981429.8924532,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981443.6100988,823,19.032566785812374,0,1,1,1,0.0,0.6666666666666666,"[12.916629791259766, 10.966365814208984]",0.0,19.032566785812374,15,10,1.4779565046043135,0,20.03248381614685,2023_08_25_12_37_08,348,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",2NR,2NR,13.0,2
348,348,1692981453.258017,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981455.093014,110,6.932902812957764,0,1,1,1,0.0,0.8,"[1.033193826675415, 1.033193826675415]",0.0,6.932902812957764,15,12,1.687040165892498,0,7.932415962219238,2023_08_25_12_37_32,349,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",3NR,3NR,14.0,3
349,349,1692981463.940403,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981465.7424698,108,7.116605997085571,1,0,1,1,0.0,0.8,"[0.9827251434326172, 1.0000810623168945]",0.0,7.116605997085571,15,12,1.2788936110676006,0,8.1163010597229,2023_08_25_12_37_42,350,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",4NR,4NR,15.0,4
350,350,1692981474.806081,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981477.22431,145,4.849709987640381,1,0,-1,-1,0.15,0.7142857142857143,"[1.6167290210723877, 1.0001018047332764]",1.0,4.849709987640381,7,5,1.667394970978814,0,5.84950590133667,2023_08_25_12_37_53,351,"[0, 0]","[6, 7]","[0, 0]","[6, 9]",1R,1R,0.0,5
351,351,1692981483.322092,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981489.106806,347,10.899841070175173,1,0,-1,-1,0.15,0.6,"[4.982971906661987, 1.0339009761810303]",1.0,10.899841070175173,15,9,1.7791282572330314,0,11.901615858078005,2023_08_25_12_38_02,352,"[0, 0]","[5, 6]","[0, 0]","[5, 8]",1R,1R,1.0,6
352,352,1692981498.154969,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981500.105544,117,4.716871023178101,1,0,-1,-1,0.15,0.75,"[0.9830319881439209, 1.1491990089416504]",1.0,4.716871023178101,8,6,1.4565235711917988,0,5.716799020767212,2023_08_25_12_38_17,353,"[0, 0]","[4, 5]","[0, 0]","[4, 7]",1R,1R,2.0,7
353,353,1692981506.520581,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981508.822145,138,7.066419124603272,1,0,-1,-1,0.15,0.7857142857142857,"[1.500213861465454, 1.0335090160369873]",1.0,7.066419124603272,14,11,1.3965553155395038,0,8.065650939941406,2023_08_25_12_38_25,354,"[0, 0]","[3, 4]","[0, 0]","[3, 6]",1R,1R,3.0,8
354,354,1692981517.320807,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981519.287752,118,4.765996932983398,1,0,-1,-1,0.15,0.75,"[1.1654272079467773, 1.0322420597076416]",1.0,4.765996932983398,8,6,1.8201320533462368,0,5.766170024871826,2023_08_25_12_38_36,355,"[0, 0]","[2, 3]","[0, 0]","[2, 5]",1R,1R,4.0,9
355,355,1692981525.735913,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981532.203559,388,11.63320279121399,0,1,-1,-1,0.15,0.7333333333333333,"[5.666104078292847, 1.1497671604156494]",0.0,11.63320279121399,15,11,2.030808895060321,0,12.632890939712524,2023_08_25_12_38_44,356,"[1, 0]","[1, 2]","[1, 0]","[1, 4]",1NR,1NR,5.0,10
356,356,1692981541.335629,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1692981548.670208,439,12.499138832092283,1,0,1,-1,0.0,0.6,"[6.532134056091309, 0.9990191459655762]",0.0,12.499138832092283,15,9,1.2214501677175629,0,13.49790382385254,2023_08_25_12_39_00,357,"[0, 1]","[2, 1]","[0, 0]","[2, 3]",1NRO,2NR,6.0,11
357,357,1692981557.850393,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981559.818586,118,7.0665669441223145,0,1,1,1,0.0,0.6666666666666666,"[1.1676130294799805, 1.0331997871398926]",0.0,7.0665669441223145,15,10,2.221182521918693,0,8.083189964294434,2023_08_25_12_39_16,358,"[1, 0]","[1, 11]","[1, 0]","[1, 2]",2NRO,3NR,7.0,12
358,358,1692981568.666682,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981582.3676102,822,19.015099048614506,1,0,-1,1,0.0,0.6666666666666666,"[12.898489952087402, 1.0159289836883545]",0.0,19.015099048614506,15,10,1.694377152577778,0,20.01439595222473,2023_08_25_12_39_27,359,"[1, 0]","[1, 10]","[1, 1]","[1, 1]",1NRG,4NR,8.0,1
359,359,1692981592.015014,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981595.298924,197,6.716320991516113,1,0,1,1,0.15,0.6,"[2.483060836791992, 1.0328631401062012]",1.0,6.716320991516113,10,6,1.2144295082898502,0,7.71724009513855,2023_08_25_12_39_50,360,"[0, 0]","[11, 9]","[0, 0]","[11, 9]",1R,1R,0.0,2
360,360,1692981602.481451,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981605.014737,152,3.3158669471740723,0,1,1,1,0.15,0.5,"[1.0329017639160156, 1.7324719429016113]",1.0,3.3158669471740723,2,1,2.471071426872644,0,4.316402912139893,2023_08_25_12_40_01,361,"[0, 0]","[10, 8]","[0, 0]","[10, 8]",1R,1R,1.0,3
361,361,1692981609.396846,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981611.414956,121,2.4510509967803955,0,1,1,1,0.15,1.0,"[1.2167150974273682, 1.0495131015777588]",1.0,2.4510509967803955,1,1,1.3533539618631714,0,3.466831922531128,2023_08_25_12_40_08,362,"[0, 0]","[9, 7]","[0, 0]","[9, 7]",1R,1R,2.0,4
362,362,1692981615.412917,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981617.6974878,137,4.734002113342285,1,0,1,1,0.15,0.7142857142857143,"[1.483382225036621, 1.0497910976409912]",1.0,4.734002113342285,7,5,1.6724121122325364,0,5.732814073562622,2023_08_25_12_40_14,363,"[0, 0]","[8, 6]","[0, 0]","[8, 6]",1R,1R,3.0,5
363,363,1692981623.796179,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981625.63074,110,5.933319807052612,1,0,1,1,0.15,0.75,"[1.0002317428588867, 1.0330729484558105]",1.0,5.933319807052612,12,9,1.6221906097600431,0,6.933733940124512,2023_08_25_12_40_22,364,"[0, 0]","[7, 5]","[0, 0]","[7, 5]",1R,1R,4.0,6
364,364,1692981633.4285288,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981635.446445,121,7.151201248168945,0,1,1,1,0.15,0.5333333333333333,"[1.2166602611541748, 1.0498943328857422]",0.0,7.151201248168945,15,8,2.021062847686328,0,8.150008201599121,2023_08_25_12_40_32,365,"[0, 0]","[6, 4]","[0, 0]","[6, 4]",1NR,1NR,5.0,7
365,365,1692981644.327749,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981647.278909,177,4.733927965164185,1,0,1,1,0.15,0.8,"[2.149714946746826, 1.0172538757324219]",1.0,4.733927965164185,5,4,1.8829796055213692,0,5.734474182128906,2023_08_25_12_40_43,366,"[0, 0]","[5, 3]","[0, 0]","[5, 3]",1R,1R,6.0,8
366,366,1692981652.710387,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981654.562284,111,2.9509429931640625,1,0,1,1,0.15,0.6666666666666666,"[1.0504870414733887, 1.0174429416656494]",1.0,2.9509429931640625,3,2,1.4793016414298277,0,3.950895071029663,2023_08_25_12_40_51,367,"[0, 0]","[4, 2]","[0, 0]","[4, 2]",1R,1R,7.0,9
367,367,1692981659.226629,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981661.2109828,119,7.299679040908813,1,0,1,1,0.15,0.6,"[1.1838228702545166, 1.0172650814056396]",0.0,7.299679040908813,15,9,1.922344413177005,0,8.299872875213623,2023_08_25_12_40_58,368,"[0, 1]","[3, 1]","[0, 1]","[3, 1]",1NR,1NR,8.0,10
368,368,1692981670.292352,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1692981672.594453,138,5.400116920471191,1,0,1,-1,0.15,0.7777777777777778,"[1.5004181861877441, 1.2500500679016113]",1.0,5.400116920471191,9,7,1.5308770207992664,0,6.401111125946045,2023_08_25_12_41_09,369,"[0, 1]","[2, 1]","[0, 0]","[2, 7]",1R,1R,9.0,11
369,369,1692981679.3753831,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981681.3100202,116,7.233563899993896,0,1,1,1,0.15,0.5333333333333333,"[1.1329708099365234, 1.0828769207000732]",0.0,7.233563899993896,15,8,2.2149255105278693,0,8.234225749969482,2023_08_25_12_41_18,370,"[1, 0]","[1, 2]","[1, 0]","[1, 6]",1NR,1NR,10.0,12
370,370,1692981690.37452,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981693.493161,186,8.233046054840088,1,0,-1,1,0.0,0.7333333333333333,"[2.3178908824920654, 1.0503039360046387]",0.0,8.233046054840088,15,11,1.4951035013392662,0,9.232626914978027,2023_08_25_12_41_29,371,"[0, 1]","[5, 1]","[0, 0]","[5, 5]",1NRO,2NR,11.0,13
371,371,1692981702.390388,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981704.275693,113,6.98286509513855,0,1,-1,-1,0.0,0.6,"[1.0831878185272217, 1.000312089920044]",0.0,6.98286509513855,15,9,1.6208444680023653,0,7.982355833053589,2023_08_25_12_41_41,372,"[0, 0]","[4, 4]","[0, 0]","[4, 4]",2NRO,3NR,12.0,14
372,372,1692981713.122783,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981715.190541,123,7.16620397567749,1,0,-1,-1,0.0,0.8,"[1.267139196395874, 1.0334270000457764]",0.0,7.16620397567749,15,12,1.7476476956335565,0,8.165681838989258,2023_08_25_12_41_52,373,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",3NRO,4NR,13.0,15
373,373,1692981724.0392058,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981726.323884,137,7.582770347595215,0,1,-1,-1,0.0,0.5333333333333333,"[1.2993721961975098, 1.4830121994018555]",0.0,7.582770347595215,15,8,1.9482572782493397,0,8.582919359207153,2023_08_25_12_42_02,374,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",4NRO,5NR,14.0,16
374,374,1692981735.371134,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981745.155765,586,14.90011477470398,1,0,-1,-1,0.0,0.7333333333333333,"[8.983107089996338, 1.0663928985595703]",0.0,14.90011477470398,15,11,1.8313979341469608,0,15.899456977844238,2023_08_25_12_42_14,375,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",5NRO,6NR,15.0,17
375,375,1692981754.403672,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981758.5047529,246,9.250157117843628,0,1,1,1,0.0,0.5333333333333333,"[1.182600975036621, 3.299907922744751]",0.0,9.250157117843628,15,8,1.9596237019544307,0,10.24952793121338,2023_08_25_12_42_33,376,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NRG,7NR,16.0,1
376,376,1692981767.502506,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981770.93728,206,8.549818992614746,0,1,1,1,0.0,0.7333333333333333,"[2.63358998298645, 1.0333170890808105]",0.0,8.549818992614746,15,11,1.678010960898949,0,9.549700021743774,2023_08_25_12_42_46,377,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRG,8NR,17.0,2
377,377,1692981779.852062,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981781.986409,128,2.6163129806518555,0,1,-1,-1,0.15,1.0,"[1.332900047302246, 1.0325839519500732]",1.0,2.6163129806518555,1,1,1.4206457949410565,0,3.616624116897583,2023_08_25_12_42_58,378,"[0, 0]","[14, 12]","[0, 0]","[13, 12]",1R,1R,0.0,3
378,378,1692981786.051601,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981788.0194418,118,2.483861923217773,1,0,-1,-1,0.15,1.0,"[1.1661851406097412, 0.9834191799163818]",1.0,2.483861923217773,1,1,1.7483892900152904,0,3.48394513130188,2023_08_25_12_43_04,379,"[0, 0]","[13, 11]","[0, 0]","[12, 11]",1R,1R,1.0,4
379,379,1692981792.068353,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981793.8690329,108,2.366429090499878,1,0,-1,-1,0.15,1.0,"[0.9988958835601807, 0.9988958835601807]",1.0,2.366429090499878,1,1,1.5313226853237378,0,3.3663690090179443,2023_08_25_12_43_11,380,"[0, 0]","[12, 10]","[0, 0]","[11, 10]",1R,1R,2.0,5
380,380,1692981797.984098,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981799.801909,109,3.583648204803467,1,0,-1,-1,0.15,0.8,"[1.0164461135864258, 1.0164461135864258]",1.0,3.583648204803467,5,4,2.158052214655532,0,4.583500146865845,2023_08_25_12_43_16,381,"[0, 0]","[11, 9]","[0, 0]","[10, 9]",1R,1R,3.0,6
381,381,1692981805.167104,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981806.951314,107,5.599718809127808,1,0,-1,-1,0.15,0.6363636363636364,"[0.9826738834381104, 0.9826738834381104]",1.0,5.599718809127808,11,7,2.462125374070796,0,6.616513967514038,2023_08_25_12_43_24,382,"[0, 0]","[10, 8]","[0, 0]","[9, 8]",1R,1R,4.0,7
382,382,1692981814.482971,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981816.350952,112,5.066577196121216,1,0,-1,-1,0.15,0.8888888888888888,"[1.0659220218658447, 1.0161590576171875]",1.0,5.066577196121216,9,8,1.4086754599909317,0,6.066318988800049,2023_08_25_12_43_33,383,"[0, 0]","[9, 7]","[0, 0]","[8, 7]",1R,1R,5.0,8
383,383,1692981823.215764,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981825.000122,107,3.5657589435577397,0,1,-1,-1,0.15,1.0,"[0.9826369285583496, 0.9826369285583496]",1.0,3.5657589435577397,5,5,1.3265857157843346,0,4.567206859588623,2023_08_25_12_43_42,384,"[0, 0]","[8, 6]","[0, 0]","[7, 6]",1R,1R,6.0,9
384,384,1692981830.381665,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981832.6997309,139,5.483109951019287,1,0,-1,-1,0.15,0.5555555555555556,"[1.516374111175537, 1.4162869453430176]",1.0,5.483109951019287,9,5,1.8754700414283567,0,6.482401132583618,2023_08_25_12_43_49,385,"[0, 0]","[7, 5]","[0, 0]","[6, 5]",1R,1R,7.0,10
385,385,1692981839.547733,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981843.982419,265,4.90020489692688,0,1,-1,-1,0.15,1.0,"[1.1830110549926758, 3.6330931186676025]",1.0,4.90020489692688,1,1,1.265692700921451,0,5.899888753890991,2023_08_25_12_43_58,386,"[0, 0]","[6, 4]","[0, 0]","[5, 4]",1R,1R,8.0,11
386,386,1692981848.113676,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981850.182005,124,4.8504509925842285,1,0,-1,-1,0.15,0.875,"[1.0165798664093018, 1.2664709091186523]",1.0,4.8504509925842285,8,7,1.520364715992479,0,5.850402116775513,2023_08_25_12_44_07,387,"[0, 0]","[5, 3]","[0, 0]","[4, 3]",1R,1R,9.0,12
387,387,1692981856.61357,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1692981858.430857,109,3.582914113998413,1,0,-1,-1,0.15,0.6,"[0.9824049472808838, 1.0160160064697266]",1.0,3.582914113998413,5,3,2.4324418555488947,0,4.582699060440064,2023_08_25_12_44_15,388,"[0, 0]","[4, 2]","[0, 0]","[3, 2]",1R,1R,10.0,13
388,388,1692981863.795822,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1692981866.614379,168,7.933518886566162,0,1,-1,-1,0.0,0.4666666666666667,"[0.9833879470825195, 2.017488718032837]",0.0,7.933518886566162,15,7,2.1272672518720666,0,8.933130025863647,2023_08_25_12_44_22,389,"[0, 1]","[3, 1]","[0, 1]","[2, 1]",1NR,1NR,11.0,1
389,389,1692981875.5121632,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981877.814534,138,4.083114862442017,0,1,1,-1,0.15,0.6,"[1.4997639656066895, 1.166712760925293]",1.0,4.083114862442017,5,3,2.129409483094169,0,5.083112955093384,2023_08_25_12_44_34,390,"[0, 0]","[2, 16]","[1, 0]","[1, 2]",1R,1R,0.0,2
390,390,1692981883.2112708,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1692981885.213525,120,7.1671462059021,1,0,-1,1,0.0,0.7333333333333333,"[1.0498974323272705, 1.2001574039459229]",0.0,7.1671462059021,15,11,2.069539082164779,0,8.165598392486572,2023_08_25_12_44_42,391,"[1, 0]","[1, 15]","[1, 1]","[1, 1]",1NRO,1NR,1.0,3
391,391,1692981894.1273978,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1692981897.0789142,177,3.466958284378052,0,1,1,1,0.15,1.0,"[2.149266242980957, 0.9998562335968018]",1.0,3.466958284378052,1,1,1.64330688132913,0,4.466794013977051,2023_08_25_12_44_53,392,"[0, 0]","[14, 14]","[0, 0]","[14, 14]",1R,1R,2.0,4
