,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,0.0,Observer,1.53318190574646,1.0,0.0,,,0.0,0.0,Lalo,20230123
1,1R,Low,4.0,4.0,0.0,0.0,Observer,1.2157831192016602,1.0,1.0,,,0.0,1.0,Lalo,20230123
2,1R,Low,1.0,1.0,1.0,0.0,Observer,1.8834388256072998,-1.0,2.0,,,0.0,2.0,Lalo,20230123
3,1R,Low,8.0,8.0,0.0,0.0,Observer,1.032740831375122,1.0,4.0,,,0.0,4.0,Lalo,20230123
4,1R,Med,9.0,9.0,0.0,0.0,Actor,1.0494329929351807,1.0,5.0,,,0.0,5.0,Lalo,20230123
5,1R,Low,5.0,5.0,0.0,0.0,Actor,1.033315896987915,1.0,6.0,,,0.0,6.0,Lalo,20230123
6,1R,Med,10.0,10.0,0.0,0.0,Observer,0.9833450317382812,1.0,7.0,,,0.0,7.0,Lalo,20230123
7,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0493338108062744,1.0,8.0,,,0.0,8.0,Lalo,20230123
8,1R,Low,8.0,8.0,0.0,0.0,Actor,1.0002422332763672,1.0,9.0,,,0.0,9.0,Lalo,20230123
9,1R,Med,10.0,10.0,0.0,1.0,Actor,1.0002198219299316,-1.0,10.0,,,0.0,10.0,Lalo,20230123
10,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,0.9833519458770752,1.0,0.0,,,0.0,12.0,Lalo,20230123
11,1R,Low,5.0,5.0,0.0,0.0,Actor,1.2496418952941895,1.0,2.0,,,0.0,14.0,Lalo,20230123
12,1R,Low,5.0,5.0,0.0,0.0,Actor,1.0170369148254395,1.0,3.0,,,0.0,15.0,Lalo,20230123
13,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.0000419616699219,1.0,5.0,,,0.0,17.0,Lalo,20230123
14,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,1.01655912399292,1.0,6.0,,,0.0,18.0,Lalo,20230123
15,1R,Low,8.0,8.0,0.0,0.0,Actor-incongruent,1.1502928733825684,1.0,7.0,,,0.0,19.0,Lalo,20230123
16,1R,Low,4.0,4.0,0.0,0.0,Actor,0.983698844909668,1.0,8.0,,,0.0,20.0,Lalo,20230123
17,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0003108978271484,1.0,9.0,,,0.0,21.0,Lalo,20230123
18,1R,Low,7.0,7.0,0.0,1.0,Observer-incongruent,0.983025074005127,-1.0,12.0,,,0.0,24.0,Lalo,20230123
19,1R,Low,4.0,4.0,0.0,0.0,Actor-incongruent,1.0161237716674805,1.0,0.0,,,0.0,26.0,Lalo,20230123
20,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9994029998779297,1.0,2.0,,,0.0,28.0,Lalo,20230123
21,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0325078964233398,1.0,3.0,,,0.0,29.0,Lalo,20230123
22,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9831669330596924,1.0,4.0,,,0.0,30.0,Lalo,20230123
23,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9830329418182373,1.0,5.0,,,0.0,31.0,Lalo,20230123
24,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0815269947052002,1.0,6.0,,,0.0,32.0,Lalo,20230123
25,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0163512229919434,1.0,7.0,,,0.0,33.0,Lalo,20230123
