Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1674499908.2685518,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499910.652586,143,3.515864133834839,1,0,-1,-1,0.15,0.6666666666666666,"[1.5813813209533691, 1.1981871128082275]",1.0,3.515864133834839,3,2,1.2256721749911832,0,4.515399932861328,2023_01_23_13_51_47,1,"[0, 0]","[12, 3]","[0, 0]","[4, 3]",1R,1R,0.0,1,0.8499577229968753,0.8499577229968753,0.9992746202801102,0.0,0.0,0.0,,,,,,
1,1,1674499915.399976,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499917.734438,140,5.100200891494751,1,0,-1,-1,0.15,0.5,"[1.5002639293670654, 1.53318190574646]",1.0,5.100200891494751,8,4,1.5046396290743835,0,6.1001410484313965,2023_01_23_13_51_54,2,"[0, 0]","[11, 2]","[0, 0]","[3, 2]",1R,1R,1.0,2,0.7418655097613883,0.8026030368763557,0.9783080260303688,0.0198843094721619,0.0249457700650759,0.0249457700650759,,,,,,
2,2,1674499924.1665978,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499926.300389,128,2.565711259841919,1,0,-1,-1,0.15,1.0,"[1.3323252201080322, 1.2157831192016602]",1.0,2.565711259841919,1,1,2.09493267682704,0,3.56640625,2023_01_23_13_52_03,3,"[0, 1]","[10, 1]","[0, 1]","[2, 1]",1R,1R,2.0,3,0.9977683325454576,0.9977683325454576,0.9977683325454576,0.0,0.0,0.0,,,,,,
3,3,1674499930.2987242,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1674499932.984597,161,7.849496841430664,0,1,1,-1,0.0,0.6666666666666666,"[1.2164039611816406, 1.8834388256072998]",0.0,7.849496841430664,15,10,1.6695350797531072,0,8.849324703216553,2023_01_23_13_52_09,4,"[0, 1]","[9, 1]","[1, 1]","[1, 1]",1NRO,1NR,3.0,4,0.7840185292414592,0.7892298784018529,0.9527118316927234,0.0467091295116772,0.0494113105578073,0.0494113105578073,,,,,,
4,4,1674499941.931467,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499945.299055,202,7.166164875030518,1,0,-1,-1,0.15,0.7272727272727273,"[1.6667780876159668, 2.5668368339538574]",1.0,7.166164875030518,11,8,1.971347098706824,0,8.165684938430786,2023_01_23_13_52_20,5,"[0, 0]","[8, 9]","[0, 0]","[8, 22]",1R,1R,4.0,5,0.8620905234535483,0.8620905234535483,0.98502068359181,0.0,0.0007897012428582,0.0007897012428582,,,,,,
5,5,1674499952.864495,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499955.1818502,139,7.132128000259399,0,1,-1,-1,0.15,0.6428571428571429,"[1.5157380104064941, 1.032740831375122]",1.0,7.132128000259399,14,9,2.4941588670464845,0,8.148383140563965,2023_01_23_13_52_31,6,"[0, 0]","[7, 8]","[0, 0]","[7, 21]",1R,1R,5.0,6,0.5750990223315886,0.6893295973703656,0.8255755195984343,0.0039461471377032,0.0878536968025503,0.2598226352245638,,,,,,
6,6,1674499963.780319,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499965.880909,126,3.866535902023315,0,1,-1,-1,0.15,1.0,"[1.2993340492248535, 1.0494329929351807]",1.0,3.866535902023315,5,5,1.278861795044224,0,4.86559796333313,2023_01_23_13_52_42,7,"[0, 0]","[6, 7]","[0, 0]","[6, 20]",1R,1R,6.0,7,0.6506250870616685,0.6534563537590649,0.6829015274119863,0.0,0.0,0.3012467766029658,,,,,,
7,7,1674499971.246434,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499974.030528,167,7.282495021820068,1,0,-1,-1,0.15,0.7692307692307693,"[1.9830658435821533, 1.033315896987915]",1.0,7.282495021820068,13,10,1.700795146330538,0,8.2829110622406,2023_01_23_13_52_50,8,"[0, 0]","[5, 6]","[0, 0]","[5, 19]",1R,1R,7.0,8,0.9114240333625816,0.915425407167588,0.9998988541621686,0.0,0.0,0.0,,,,,,
8,8,1674499982.279011,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499984.280124,120,2.4671759605407715,1,0,-1,-1,0.15,1.0,"[1.1994340419769287, 0.9833450317382812]",1.0,2.4671759605407715,1,1,1.9068668469538013,0,3.466283082962036,2023_01_23_13_53_01,9,"[0, 0]","[4, 5]","[0, 0]","[4, 18]",1R,1R,8.0,9,0.9998755519699792,0.9998755519699792,0.9998755519699792,0.0,0.0,0.0,,,,,,
9,9,1674499988.3117802,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1674499990.229418,114,5.016145706176758,0,1,-1,-1,0.15,0.8888888888888888,"[1.116168737411499, 1.0493338108062744]",1.0,5.016145706176758,9,8,1.6535691976214508,0,6.016010999679565,2023_01_23_13_53_07,10,"[0, 0]","[3, 4]","[0, 0]","[3, 17]",1R,1R,9.0,10,0.4592442511366071,0.4653761139416636,0.6719230715856753,0.013877373716707,0.1426464926228955,0.3524207464800948,,,,,,
