,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1677261852.469006,402,11.813309907913208,1,0,-1,0,0.0,0.4666666666666667,[5.914297819137573],0.0,11.813309907913208,15,7,0,12.31306290626526,,,
1,1,1,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261862.1014,133,2.9834001064300537,1,0,1,0,0.15,0.5,[1.4164352416992188],1.0,2.9834001064300537,2,1,0,3.483015298843384,1R,0.0,1.0
2,2,2,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261867.084585,135,4.36586594581604,1,0,1,0,0.15,0.5,[1.4495749473571777],1.0,4.36586594581604,6,3,0,4.865713834762573,1R,1.0,1.0
3,3,3,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261873.134335,116,4.382889032363892,1,0,1,0,0.15,0.7142857142857143,[1.1335561275482178],1.0,4.382889032363892,7,5,0,4.88316798210144,1R,2.0,1.0
4,4,4,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261879.983338,144,4.86606502532959,1,0,1,0,0.15,0.7142857142857143,[1.5997648239135742],1.0,4.86606502532959,7,5,0,5.365678071975708,1R,3.0,1.0
5,5,5,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261886.599879,127,3.28344988822937,1,0,1,0,0.15,1.0,[1.3168730735778809],1.0,3.28344988822937,3,3,0,3.7835230827331534,1R,4.0,1.0
6,6,6,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261892.332908,156,6.033098936080933,1,0,1,0,0.15,0.6,[1.80010986328125],1.0,6.033098936080933,10,6,0,6.532919883728027,1R,5.0,1.0
7,7,7,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261899.94862,125,4.899584054946899,1,0,1,0,0.15,0.625,[1.2831852436065674],1.0,4.899584054946899,8,5,0,5.399096965789795,1R,6.0,1.0
8,8,8,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261906.948501,130,7.3161070346832275,1,0,1,0,0.15,0.6666666666666666,[1.3675730228424072],0.0,7.3161070346832275,15,10,0,7.816188335418701,1NR,7.0,1.0
9,9,9,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261917.59812,203,8.533040046691895,1,0,1,0,0.15,0.6666666666666666,[2.584069013595581],0.0,8.533040046691895,15,10,0,9.032652139663696,2NR,8.0,1.0
10,10,10,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1677261927.880695,177,8.06550908088684,1,0,-1,0,0.0,0.5333333333333333,[2.149183988571167],0.0,8.06550908088684,15,8,0,8.565086841583252,,,
11,11,11,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261937.7293298,155,7.682755947113037,1,0,1,0,0.15,0.6,[1.7829949855804443],1.0,7.682755947113037,15,9,0,8.182519912719727,1R,10.0,1.0
12,12,12,[1.0],1.0,0,1.0,1.0,0,[1.0],1677261947.045576,125,4.867050886154175,1,0,1,0,0.15,0.875,[1.2830307483673096],1.0,4.867050886154175,8,7,0,5.366461992263794,1R,11.0,1.0
13,13,13,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1677261953.994732,128,7.432446002960205,1,0,1,0,0.0,0.7333333333333333,[1.3331599235534668],0.0,7.432446002960205,15,11,0,7.932322025299072,1NR,12.0,1.0
14,14,14,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1677261965.094488,221,8.782622814178467,1,0,1,0,0.0,0.6666666666666666,[2.884099006652832],0.0,8.782622814178467,15,10,0,9.28259301185608,2NR,13.0,1.0
15,15,15,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677261974.293731,115,7.1154420375823975,1,0,-1,0,0.15,0.6,[1.1163010597229004],0.0,7.1154420375823975,15,9,0,7.615602016448975,,,
16,16,16,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677261983.5778408,118,7.116153001785278,1,0,-1,0,0.15,0.6,[1.1664140224456787],1.0,7.116153001785278,15,9,0,7.615798950195312,1R,0.0,1.0
17,17,17,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677261993.092176,135,7.365585088729858,1,0,-1,0,0.15,0.6,[1.4491949081420898],0.0,7.365585088729858,15,9,0,7.865442991256714,1NR,1.0,1.0
18,18,18,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262003.774826,205,4.866235017776489,1,0,-1,0,0.15,1.0,[2.616231918334961],1.0,4.866235017776489,4,4,0,5.365955829620361,1R,2.0,1.0
19,19,19,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262009.124371,112,6.999558925628662,1,0,-1,0,0.15,0.6666666666666666,[1.0664970874786377],0.0,6.999558925628662,15,10,0,7.499274015426636,1NR,3.0,1.0
20,20,20,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262018.4075909,122,2.799593925476074,1,0,-1,0,0.15,0.5,[1.2336678504943848],1.0,2.799593925476074,2,1,0,3.299415111541748,1R,4.0,1.0
21,21,21,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262023.007372,113,6.999566078186035,1,0,-1,0,0.15,0.6666666666666666,[1.0840232372283936],0.0,6.999566078186035,15,10,0,7.499190092086792,1NR,5.0,1.0
22,22,22,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262032.106224,112,4.9833900928497314,1,0,-1,0,0.15,0.5555555555555556,[1.0677320957183838],1.0,4.9833900928497314,9,5,0,5.483108043670654,1R,6.0,1.0
23,23,23,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1677262039.15553,114,6.365734815597534,1,0,-1,0,0.15,0.6923076923076923,[1.0994608402252197],1.0,6.365734815597534,13,9,0,6.865477800369263,1R,7.0,1.0
