,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,0.9824352264404297,1.0,0.0,,,0.0,4.0,Lalo,20230228
1,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9835729598999023,1.0,2.0,,,0.0,6.0,Lalo,20230228
2,1R,High,12.0,12.0,0.0,0.0,Actor-incongruent,0.984548807144165,1.0,3.0,,,0.0,7.0,Lalo,20230228
3,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9830210208892822,1.0,0.0,,,0.0,13.0,Lalo,20230228
4,1R,Low,8.0,8.0,0.0,0.0,Actor,1.033329963684082,1.0,1.0,,,0.0,14.0,Lalo,20230228
5,1R,Low,1.0,1.0,0.0,0.0,Actor,1.016951084136963,1.0,2.0,,,0.0,15.0,Lalo,20230228
6,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9829378128051758,1.0,3.0,,,0.0,16.0,Lalo,20230228
7,1R,Low,6.0,6.0,0.0,0.0,Actor,1.000662088394165,1.0,4.0,,,0.0,17.0,Lalo,20230228
8,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9834859371185303,1.0,5.0,,,0.0,18.0,Lalo,20230228
9,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9995720386505127,1.0,6.0,,,0.0,19.0,Lalo,20230228
10,1R,High,12.0,12.0,0.0,0.0,Actor,1.0004007816314697,1.0,7.0,,,0.0,20.0,Lalo,20230228
11,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9826319217681885,1.0,8.0,,,0.0,21.0,Lalo,20230228
12,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9822330474853516,1.0,9.0,,,0.0,22.0,Lalo,20230228
13,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9829139709472656,1.0,0.0,,,0.0,25.0,Lalo,20230228
14,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0329468250274658,1.0,1.0,,,0.0,26.0,Lalo,20230228
15,1R,Low,6.0,6.0,0.0,0.0,Actor-incongruent,0.9840807914733887,1.0,3.0,,,0.0,28.0,Lalo,20230228
16,1R,High,13.0,13.0,0.0,0.0,Actor-incongruent,0.9832768440246582,1.0,4.0,,,0.0,29.0,Lalo,20230228
17,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9827358722686768,1.0,9.0,,,0.0,34.0,Lalo,20230228
18,1R,Low,2.0,2.0,0.0,0.0,Actor,0.983381986618042,1.0,10.0,,,0.0,35.0,Lalo,20230228
19,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0333986282348633,1.0,0.0,,,0.0,38.0,Lalo,20230228
20,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9835319519042969,1.0,1.0,,,0.0,39.0,Lalo,20230228
21,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0340549945831299,1.0,2.0,,,0.0,40.0,Lalo,20230228
22,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0165441036224365,1.0,3.0,,,0.0,41.0,Lalo,20230228
23,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9830350875854492,1.0,4.0,,,0.0,42.0,Lalo,20230228
24,1R,Med,10.0,10.0,0.0,0.0,Actor,0.999431848526001,1.0,5.0,,,0.0,43.0,Lalo,20230228
25,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,0.983773946762085,1.0,7.0,,,0.0,45.0,Lalo,20230228
26,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0494170188903809,1.0,8.0,,,0.0,46.0,Lalo,20230228
27,1R,Med,11.0,11.0,0.0,0.0,Actor,1.0001630783081055,1.0,0.0,,,0.0,49.0,Lalo,20230228
28,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9834349155426025,1.0,1.0,,,0.0,50.0,Lalo,20230228
29,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9826550483703613,1.0,2.0,,,0.0,51.0,Lalo,20230228
30,1R,Low,1.0,1.0,0.0,0.0,Actor,0.983248233795166,1.0,3.0,,,0.0,52.0,Lalo,20230228
31,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0835609436035156,1.0,4.0,,,0.0,53.0,Lalo,20230228
32,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9829800128936768,1.0,5.0,,,0.0,54.0,Lalo,20230228
33,1R,Med,9.0,9.0,0.0,0.0,Observer,0.9834680557250977,1.0,6.0,,,0.0,55.0,Lalo,20230228
34,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9827959537506104,1.0,8.0,,,0.0,57.0,Lalo,20230228
35,1R,Low,5.0,5.0,0.0,1.0,Observer,0.9833190441131592,-1.0,9.0,,,0.0,58.0,Lalo,20230228
36,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9834511280059814,1.0,0.0,,,0.0,60.0,Lalo,20230228
37,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9833331108093262,1.0,1.0,,,0.0,61.0,Lalo,20230228
38,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0004639625549316,1.0,2.0,,,0.0,62.0,Lalo,20230228
39,1R,Low,5.0,5.0,0.0,0.0,Actor,0.983367919921875,1.0,3.0,,,0.0,63.0,Lalo,20230228
40,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9845550060272217,1.0,4.0,,,0.0,64.0,Lalo,20230228
41,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0504786968231201,1.0,5.0,,,0.0,65.0,Lalo,20230228
42,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0162889957427979,1.0,7.0,,,0.0,67.0,Lalo,20230228
43,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9839859008789062,1.0,8.0,,,0.0,68.0,Lalo,20230228
44,1R,Low,1.0,1.0,0.0,0.0,Observer,1.333859920501709,1.0,9.0,,,0.0,69.0,Lalo,20230228
45,1R,Med,10.0,10.0,0.0,0.0,Observer,1.083970069885254,1.0,10.0,,,0.0,70.0,Lalo,20230228
