Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1678213157.794124,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678213160.3606951,154,7.681997060775757,0,1,-1,-1,0.0,0.5333333333333333,"[1.7649247646331787, 1.648892879486084]",0.0,7.681997060775757,15,8,2.5362122898397224,0,8.682057857513428,2023_03_07_13_19_16,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,0.6806968558548294,0.7370156051654637,0.7806675077453326,0.0315696795443694,0.0442365262751349,0.2225467533312955,,,,,,
1,1,1678213169.241589,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678213173.043069,228,9.099719762802124,0,1,1,1,0.15,0.5333333333333333,"[2.9999520778656006, 1.1000807285308838]",0.0,9.099719762802124,15,8,2.2297661860495728,0,10.099655866622925,2023_03_07_13_19_28,2,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRO,2NR,1.0,2,0.5787652243382856,0.5977688939280666,0.8837647134970504,0.0,0.0095959123671172,0.042523062646441,,,,,,
2,2,1678213182.190892,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678213184.358638,130,7.283735036849976,0,1,-1,-1,0.0,0.8,"[1.3665471076965332, 1.0333309173583984]",0.0,7.283735036849976,15,12,1.599606565670029,0,8.283207893371582,2023_03_07_13_19_41,3,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",3NRO,3NR,2.0,3,0.6059191481751588,0.6959302885150056,0.7237908795725773,0.008182830939986,0.0138328808747383,0.2789955691919059,,,,,,
3,3,1678213193.206594,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678213195.091775,113,7.183413982391357,0,1,-1,-1,0.0,0.6666666666666666,"[1.0830459594726562, 1.0500900745391846]",0.0,7.183413982391357,15,10,1.8835521860891324,0,8.184538841247559,2023_03_07_13_19_52,4,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",4NRO,4NR,3.0,4,0.3847316651845037,0.4289428834330897,0.4750354301177857,0.0099710407113832,0.1749635445582339,0.4989283012563832,,,,,,
4,4,1678213204.13877,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678213206.440615,138,3.0678062438964844,0,1,1,1,0.15,1.0,"[1.5004920959472656, 0.9837281703948975]",1.0,3.0678062438964844,2,2,1.8963699417673463,0,4.067707300186157,2023_03_07_13_20_03,5,"[0, 0]","[3, 4]","[0, 0]","[3, 6]",1R,1R,0.0,5,0.8472584856396866,0.9830287206266318,0.9830287206266318,0.0143603133159268,0.0287206266318537,0.0287206266318537,,,,,,
5,5,1678213210.788667,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678213212.8566358,124,5.499289989471436,1,0,1,1,0.15,0.7,"[1.267021894454956, 1.0339858531951904]",1.0,5.499289989471436,10,7,1.567917195755908,0,6.499057054519653,2023_03_07_13_20_09,6,"[0, 0]","[2, 3]","[0, 0]","[2, 5]",1R,1R,1.0,6,0.994071996924693,0.994071996924693,0.9999006219433074,0.0,0.0,0.0,,,,,,
6,6,1678213219.988114,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1678213222.472417,149,4.366949081420898,1,0,1,1,0.15,0.4,"[1.6839311122894287, 1.0500259399414062]",1.0,4.366949081420898,5,2,1.6992014551116958,0,5.366814136505127,2023_03_07_13_20_18,7,"[1, 0]","[1, 2]","[1, 0]","[1, 4]",1R,1R,2.0,7,0.7578332448220924,0.9139670738183748,1.0,0.0,0.0,0.0,,,,,,
7,7,1678213227.987606,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1678213229.872746,113,6.999326944351196,1,0,-1,1,0.0,0.6666666666666666,"[1.0827000141143799, 0.9828479290008545]",0.0,6.999326944351196,15,10,1.8012582754675792,0,7.999351024627685,2023_03_07_13_20_26,8,"[0, 1]","[2, 1]","[0, 0]","[2, 3]",1NRO,1NR,3.0,8,0.8485425589697804,0.8654978191053732,0.9837948639594514,0.015980819897915,0.0179297003732705,0.0179297003732705,,,,,,
8,8,1678213238.736747,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1678213240.637586,114,7.199126958847046,1,0,-1,-1,0.0,0.6,"[1.0666618347167969, 1.1001191139221191]",0.0,7.199126958847046,15,9,1.7186401722216471,0,8.199149131774902,2023_03_07_13_20_37,9,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",2NRO,2NR,4.0,9,0.8245237401886966,0.8305435347782558,0.933820635705382,0.001316830066466,0.0026336601329321,0.0596335901528215,,,,,,
9,9,1678213249.686988,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1678213251.7547112,124,7.165129899978638,0,1,-1,1,0.0,0.8,"[1.2658040523529053, 0.9985198974609375]",0.0,7.165129899978638,15,12,2.208105857464157,0,8.165068864822388,2023_03_07_13_20_48,10,"[1, 1]","[1, 1]","[0, 1]","[7, 1]",3NRO,3NR,5.0,10,0.0944234820838785,0.0967694071045959,0.1677336389812997,0.1253114948566586,0.1270709386221967,0.636332161869616,,,,,,
