,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1625602915.6945262, 0.0]","[0.0, 1.0]",0.0,1.0,3.866320848464966,1625602930.5433211,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
1,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1625602931.7771978, 0.0]","[0.0, 1.0]",0.0,1.0,3.8832921981811523,1625602936.5095098,1,-1,0,1,0.7333333333333333,0.0,15,11,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602937.3932228, 0.0]","[1.0, 1.0]",1.0,1.0,3.866596221923828,1625602941.976116,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602944.060274, 0.0]","[1.0, 1.0]",1.0,1.0,2.783339023590088,1625602947.6259892,1,-1,0,-1,0.9,1.0,10,9,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602947.643545, 0.0]","[1.0, 1.0]",1.0,1.0,3.799945116043091,1625602952.1258829,1,-1,0,-1,0.5333333333333333,1.0,15,8,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602953.177179, 0.0]","[1.0, 1.0]",1.0,1.0,3.866680860519409,1625602957.709122,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602958.776695, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666019439697266,1625602963.325654,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602964.36061, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666319847106934,1625602968.975551,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602969.9605517, 0.0]","[1.0, 1.0]",1.0,1.0,3.8665711879730225,1625602975.258713,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625602976.060529, 0.0]","[1.0, 1.0]",1.0,1.0,3.865833044052124,1625602980.441943,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
