,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1625689201.627811, 0.0]","[0.0, 1.0]",0.0,1.0,3.8667819499969482,1625689209.510371,1,-1,0,1,0.7333333333333333,0.0,15,11,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689212.9785726, 0.0]","[1.0, 1.0]",1.0,1.0,1.6000251770019531,1625689215.243531,1,-1,0,-1,0.75,1.0,4,3,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689213.778206, 0.0]","[1.0, 1.0]",1.0,1.0,3.88309383392334,1625689218.2103481,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689221.677608, 0.0]","[1.0, 1.0]",1.0,1.0,1.5667529106140137,1625689224.010022,1,-1,0,-1,1.0,1.0,4,4,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689222.5778291, 0.0]","[1.0, 1.0]",1.0,1.0,3.766602039337158,1625689226.9766479,1,-1,0,-1,0.5333333333333333,1.0,15,8,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689228.744838, 0.0]","[1.0, 1.0]",1.0,1.0,3.183295965194702,1625689232.676485,1,-1,0,-1,0.5833333333333334,1.0,12,7,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689233.1604397, 0.0]","[1.0, 1.0]",1.0,1.0,3.866692066192627,1625689237.759697,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689238.7612522, 0.0]","[1.0, 1.0]",1.0,1.0,3.866726875305176,1625689243.409573,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689246.227724, 0.0]","[1.0, 1.0]",1.0,1.0,1.9999489784240723,1625689248.776146,1,-1,0,-1,0.5,1.0,6,3,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625689249.2280252, 0.0]","[1.0, 1.0]",1.0,1.0,2.583220958709717,1625689252.259464,1,-1,0,-1,0.6666666666666666,1.0,9,6,0,"[0, 0]"
