,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_07_01,CK
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_07_01,CK
2,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,3.0,2021_07_01,CK
3,1R,Low,6.0,6.0,0.0,0.0,self,1.0,6.0,6.0,2021_07_01,CK
4,1R,Low,3.0,3.0,0.0,0.0,self,1.0,12.0,12.0,2021_07_01,CK
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,13.0,13.0,2021_07_01,CK
6,1R,Low,2.0,2.0,0.0,0.0,self,1.0,35.0,35.0,2021_07_01,CK
7,1R,Low,4.0,4.0,0.0,0.0,self,1.0,37.0,37.0,2021_07_01,CK
8,1R,Low,5.0,5.0,0.0,0.0,self,1.0,39.0,39.0,2021_07_01,CK
9,1R,Low,4.0,4.0,0.0,0.0,self,1.0,40.0,40.0,2021_07_01,CK
10,1R,Low,4.0,4.0,0.0,0.0,self,1.0,41.0,41.0,2021_07_01,CK
11,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,44.0,2021_07_01,CK
12,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,47.0,2021_07_01,CK
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,48.0,2021_07_01,CK
14,1R,Low,6.0,6.0,0.0,0.0,self,1.0,6.0,50.0,2021_07_01,CK
15,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,51.0,2021_07_01,CK
16,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,56.0,2021_07_01,CK
17,1R,Med,10.0,10.0,0.0,0.0,self,1.0,4.0,60.0,2021_07_01,CK
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,62.0,2021_07_01,CK
19,1R,Low,1.0,1.0,0.0,1.0,self,0.0,8.0,64.0,2021_07_01,CK
20,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,67.0,2021_07_01,CK
21,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,69.0,2021_07_01,CK
22,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,71.0,2021_07_01,CK
23,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,72.0,2021_07_01,CK
24,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,73.0,2021_07_01,CK
25,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,74.0,2021_07_01,CK
26,1R,Med,9.0,9.0,0.0,1.0,self,0.0,10.0,77.0,2021_07_01,CK
27,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,82.0,2021_07_01,CK
28,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,83.0,2021_07_01,CK
29,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,84.0,2021_07_01,CK
30,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,94.0,2021_07_01,CK
31,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,96.0,2021_07_01,CK
32,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,97.0,2021_07_01,CK
33,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,98.0,2021_07_01,CK
34,1R,Low,6.0,6.0,0.0,1.0,self,0.0,6.0,100.0,2021_07_01,CK
35,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,104.0,2021_07_01,CK
36,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,105.0,2021_07_01,CK
37,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,106.0,2021_07_01,CK
38,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,107.0,2021_07_01,CK
39,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,109.0,2021_07_01,CK
40,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,110.0,2021_07_01,CK
41,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,116.0,2021_07_01,CK
42,1R,Med,9.0,9.0,0.0,0.0,self,1.0,1.0,117.0,2021_07_01,CK
43,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,119.0,2021_07_01,CK
44,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,120.0,2021_07_01,CK
45,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,121.0,2021_07_01,CK
46,1R,Low,5.0,5.0,0.0,0.0,self,1.0,6.0,122.0,2021_07_01,CK
47,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,123.0,2021_07_01,CK
48,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,126.0,2021_07_01,CK
49,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,133.0,2021_07_01,CK
50,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,134.0,2021_07_01,CK
51,1R,Low,5.0,5.0,0.0,1.0,self,0.0,4.0,137.0,2021_07_01,CK
52,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,141.0,2021_07_01,CK
53,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,144.0,2021_07_01,CK
54,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,149.0,2021_07_01,CK
55,1R,Med,9.0,9.0,0.0,1.0,self,0.0,15.0,156.0,2021_07_01,CK
56,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,161.0,2021_07_01,CK
57,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,162.0,2021_07_01,CK
58,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,164.0,2021_07_01,CK
59,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,167.0,2021_07_01,CK
60,1R,Low,2.0,2.0,0.0,1.0,self,0.0,7.0,168.0,2021_07_01,CK
61,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,172.0,2021_07_01,CK
62,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,173.0,2021_07_01,CK
63,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,177.0,2021_07_01,CK
64,1R,Low,4.0,4.0,0.0,0.0,self,1.0,9.0,181.0,2021_07_01,CK
65,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,184.0,2021_07_01,CK
66,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,187.0,2021_07_01,CK
67,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,188.0,2021_07_01,CK
68,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,189.0,2021_07_01,CK
69,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,190.0,2021_07_01,CK
70,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,191.0,2021_07_01,CK
71,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,198.0,2021_07_01,CK
72,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,199.0,2021_07_01,CK
73,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,201.0,2021_07_01,CK
74,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,202.0,2021_07_01,CK
75,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,203.0,2021_07_01,CK
76,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,204.0,2021_07_01,CK
77,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,206.0,2021_07_01,CK
78,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,213.0,2021_07_01,CK
79,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,214.0,2021_07_01,CK
80,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,217.0,2021_07_01,CK
81,1R,Low,1.0,1.0,0.0,1.0,self,0.0,6.0,219.0,2021_07_01,CK
82,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,223.0,2021_07_01,CK
83,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,224.0,2021_07_01,CK
84,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,225.0,2021_07_01,CK
85,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,226.0,2021_07_01,CK
86,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,227.0,2021_07_01,CK
87,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,231.0,2021_07_01,CK
88,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,242.0,2021_07_01,CK
89,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,243.0,2021_07_01,CK
90,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,245.0,2021_07_01,CK
91,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,246.0,2021_07_01,CK
92,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,247.0,2021_07_01,CK
93,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,248.0,2021_07_01,CK
94,1R,Low,5.0,5.0,0.0,1.0,self,0.0,10.0,252.0,2021_07_01,CK
95,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,258.0,2021_07_01,CK
96,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,259.0,2021_07_01,CK
97,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,262.0,2021_07_01,CK
98,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,263.0,2021_07_01,CK
99,1R,Low,8.0,8.0,0.0,1.0,self,0.0,6.0,264.0,2021_07_01,CK
100,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,275.0,2021_07_01,CK
101,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,278.0,2021_07_01,CK
102,1R,Low,3.0,3.0,0.0,1.0,self,0.0,4.0,279.0,2021_07_01,CK
103,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,287.0,2021_07_01,CK
104,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,290.0,2021_07_01,CK
105,1R,Low,2.0,2.0,0.0,1.0,self,0.0,5.0,292.0,2021_07_01,CK
106,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,296.0,2021_07_01,CK
107,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,297.0,2021_07_01,CK
108,1R,Low,8.0,8.0,0.0,0.0,self,1.0,6.0,302.0,2021_07_01,CK
109,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,303.0,2021_07_01,CK
110,1R,Low,4.0,4.0,1.0,0.0,self,0.0,9.0,305.0,2021_07_01,CK
111,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,314.0,2021_07_01,CK
112,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,315.0,2021_07_01,CK
113,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,316.0,2021_07_01,CK
114,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,317.0,2021_07_01,CK
115,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,321.0,2021_07_01,CK
116,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,323.0,2021_07_01,CK
117,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,324.0,2021_07_01,CK
118,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,325.0,2021_07_01,CK
119,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,326.0,2021_07_01,CK
120,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,328.0,2021_07_01,CK
121,1R,Med,9.0,9.0,0.0,0.0,self,1.0,8.0,329.0,2021_07_01,CK
122,1R,Low,6.0,6.0,0.0,1.0,self,0.0,11.0,332.0,2021_07_01,CK
123,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,336.0,2021_07_01,CK
124,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,338.0,2021_07_01,CK
125,1R,High,12.0,12.0,0.0,0.0,self,1.0,3.0,339.0,2021_07_01,CK
126,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,341.0,2021_07_01,CK
127,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,342.0,2021_07_01,CK
128,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,344.0,2021_07_01,CK
129,1R,Low,7.0,7.0,0.0,0.0,self,1.0,10.0,346.0,2021_07_01,CK
130,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,350.0,2021_07_01,CK
131,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,351.0,2021_07_01,CK
132,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,352.0,2021_07_01,CK
133,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,354.0,2021_07_01,CK
134,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,356.0,2021_07_01,CK
135,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,357.0,2021_07_01,CK
136,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,359.0,2021_07_01,CK
137,1R,Low,2.0,2.0,0.0,0.0,self,1.0,10.0,360.0,2021_07_01,CK
138,1R,Low,2.0,2.0,0.0,0.0,self,1.0,13.0,363.0,2021_07_01,CK
139,1R,Low,1.0,1.0,0.0,1.0,self,0.0,15.0,365.0,2021_07_01,CK
140,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,370.0,2021_07_01,CK
141,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,371.0,2021_07_01,CK
142,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,372.0,2021_07_01,CK
143,1R,Med,11.0,11.0,0.0,1.0,self,0.0,11.0,381.0,2021_07_01,CK
144,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,388.0,2021_07_01,CK
145,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,389.0,2021_07_01,CK
146,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,390.0,2021_07_01,CK
147,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,392.0,2021_07_01,CK
148,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,395.0,2021_07_01,CK
149,1R,Low,6.0,6.0,0.0,0.0,self,1.0,8.0,396.0,2021_07_01,CK
150,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,401.0,2021_07_01,CK
151,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,402.0,2021_07_01,CK
152,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,403.0,2021_07_01,CK
153,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,404.0,2021_07_01,CK
154,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,406.0,2021_07_01,CK
155,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,407.0,2021_07_01,CK
156,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,416.0,2021_07_01,CK
157,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,418.0,2021_07_01,CK
158,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,420.0,2021_07_01,CK
159,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,421.0,2021_07_01,CK
160,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,423.0,2021_07_01,CK
161,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,424.0,2021_07_01,CK
162,1R,Low,5.0,5.0,0.0,0.0,self,1.0,9.0,425.0,2021_07_01,CK
163,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,426.0,2021_07_01,CK
164,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,430.0,2021_07_01,CK
165,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,431.0,2021_07_01,CK
166,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,432.0,2021_07_01,CK
167,1R,Low,6.0,6.0,0.0,0.0,self,1.0,6.0,436.0,2021_07_01,CK
168,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,441.0,2021_07_01,CK
169,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,442.0,2021_07_01,CK
170,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,443.0,2021_07_01,CK
171,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,444.0,2021_07_01,CK
172,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,445.0,2021_07_01,CK
173,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,447.0,2021_07_01,CK
174,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,448.0,2021_07_01,CK
175,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,449.0,2021_07_01,CK
176,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,453.0,2021_07_01,CK
