,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.3409090909090909,C,0.3409090909090909,,2021_07_06
1,-10,0.5111111111111111,C,0.5111111111111111,,2021_07_06
2,-9,0.6444444444444445,C,0.6444444444444445,,2021_07_06
3,-8,0.7777777777777778,C,0.7777777777777778,,2021_07_06
4,-7,0.8444444444444444,C,0.8444444444444444,,2021_07_06
5,-6,0.8888888888888888,C,0.8888888888888888,,2021_07_06
6,-5,0.9333333333333333,C,0.9333333333333333,,2021_07_06
7,-4,0.9111111111111111,C,0.9111111111111111,,2021_07_06
8,-3,0.9555555555555556,C,0.9555555555555556,,2021_07_06
9,-2,0.9333333333333333,C,0.9333333333333333,,2021_07_06
10,-1,0.9111111111111111,C,0.9111111111111111,,2021_07_06
11,0,0.044444444444444446,C,0.044444444444444446,,2021_07_06
12,1,0.2222222222222222,C,0.2222222222222222,,2021_07_06
13,2,0.4,C,0.4,,2021_07_06
14,3,0.7333333333333333,C,0.7333333333333333,,2021_07_06
15,4,0.8444444444444444,C,0.8444444444444444,,2021_07_06
16,5,0.8409090909090909,C,0.8409090909090909,,2021_07_06
17,6,0.8863636363636364,C,0.8863636363636364,,2021_07_06
18,7,0.8863636363636364,C,0.8863636363636364,,2021_07_06
19,8,0.9772727272727273,C,0.9772727272727273,,2021_07_06
20,9,0.9545454545454546,C,0.9545454545454546,,2021_07_06
21,10,0.9772727272727273,C,0.9772727272727273,,2021_07_06
