,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.5333333333333333,C,0.5333333333333333,,2021_06_30
1,-10,0.6444444444444445,C,0.6444444444444445,,2021_06_30
2,-9,0.7777777777777778,C,0.7777777777777778,,2021_06_30
3,-8,0.8222222222222222,C,0.8222222222222222,,2021_06_30
4,-7,0.8444444444444444,C,0.8444444444444444,,2021_06_30
5,-6,0.8444444444444444,C,0.8444444444444444,,2021_06_30
6,-5,0.8666666666666667,C,0.8666666666666667,,2021_06_30
7,-4,0.8888888888888888,C,0.8888888888888888,,2021_06_30
8,-3,0.9111111111111111,C,0.9111111111111111,,2021_06_30
9,-2,0.9111111111111111,C,0.9111111111111111,,2021_06_30
10,-1,0.8222222222222222,C,0.8222222222222222,,2021_06_30
11,0,0.1111111111111111,C,0.1111111111111111,,2021_06_30
12,1,0.24444444444444444,C,0.24444444444444444,,2021_06_30
13,2,0.5333333333333333,C,0.5333333333333333,,2021_06_30
14,3,0.7954545454545454,C,0.7954545454545454,,2021_06_30
15,4,0.8863636363636364,C,0.8863636363636364,,2021_06_30
16,5,0.8863636363636364,C,0.8863636363636364,,2021_06_30
17,6,0.9545454545454546,C,0.9545454545454546,,2021_06_30
18,7,0.9090909090909091,C,0.9090909090909091,,2021_06_30
19,8,0.8863636363636364,C,0.8863636363636364,,2021_06_30
20,9,0.8181818181818182,C,0.8181818181818182,,2021_06_30
21,10,0.8181818181818182,C,0.8181818181818182,,2021_06_30
