,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,1.0,2021_06_30,CK
1,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,3.0,2021_06_30,CK
2,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,6.0,2021_06_30,CK
3,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,16.0,2021_06_30,CK
4,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,17.0,2021_06_30,CK
5,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,18.0,2021_06_30,CK
6,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,24.0,2021_06_30,CK
7,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,26.0,2021_06_30,CK
8,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,27.0,2021_06_30,CK
9,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,29.0,2021_06_30,CK
10,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,30.0,2021_06_30,CK
11,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,32.0,2021_06_30,CK
12,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,34.0,2021_06_30,CK
13,1R,Low,2.0,2.0,0.0,1.0,self,0.0,11.0,35.0,2021_06_30,CK
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,40.0,2021_06_30,CK
15,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,41.0,2021_06_30,CK
16,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,44.0,2021_06_30,CK
17,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,45.0,2021_06_30,CK
18,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,47.0,2021_06_30,CK
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,48.0,2021_06_30,CK
20,1R,Low,6.0,6.0,0.0,1.0,self,0.0,9.0,49.0,2021_06_30,CK
21,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,53.0,2021_06_30,CK
22,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,54.0,2021_06_30,CK
23,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,56.0,2021_06_30,CK
24,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,57.0,2021_06_30,CK
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,58.0,2021_06_30,CK
26,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,59.0,2021_06_30,CK
27,1R,Low,7.0,7.0,0.0,1.0,self,0.0,7.0,60.0,2021_06_30,CK
