,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.6410256410256411,KL,0.6666666666666666,0.625,2021_10_18
1,-10,0.717948717948718,KL,0.625,0.8666666666666667,2021_10_18
2,-9,0.9487179487179487,KL,0.9523809523809523,0.9444444444444444,2021_10_18
3,-8,0.9230769230769231,KL,0.85,1.0,2021_10_18
4,-7,1.0,KL,1.0,1.0,2021_10_18
5,-6,0.9487179487179487,KL,0.95,0.9473684210526315,2021_10_18
6,-5,0.9743589743589743,KL,0.9411764705882353,1.0,2021_10_18
7,-4,0.9230769230769231,KL,0.9130434782608695,0.9375,2021_10_18
8,-3,0.9230769230769231,KL,0.9230769230769231,0.9230769230769231,2021_10_18
9,-2,0.8974358974358975,KL,0.8571428571428571,0.9444444444444444,2021_10_18
10,-1,0.9230769230769231,KL,0.9545454545454546,0.8823529411764706,2021_10_18
11,0,0.1282051282051282,KL,0.17647058823529413,0.09090909090909091,2021_10_18
12,1,0.3333333333333333,KL,0.391304347826087,0.25,2021_10_18
13,2,0.7948717948717948,KL,0.6842105263157895,0.9,2021_10_18
14,3,0.8461538461538461,KL,0.8095238095238095,0.8888888888888888,2021_10_18
15,4,1.0,KL,1.0,1.0,2021_10_18
16,5,0.9230769230769231,KL,0.9523809523809523,0.8888888888888888,2021_10_18
17,6,0.9743589743589743,KL,1.0,0.9444444444444444,2021_10_18
18,7,0.9230769230769231,KL,0.85,1.0,2021_10_18
19,8,0.9487179487179487,KL,0.9545454545454546,0.9411764705882353,2021_10_18
20,9,0.9487179487179487,KL,0.9375,0.9565217391304348,2021_10_18
21,10,0.9743589743589743,KL,1.0,0.9411764705882353,2021_10_18
