,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.9166059494018555, 2.5334651470184326]","[1.0, 1.0]","[1.4665989875793457, 5.849774122238159]","[1.0, 1.0]",1.0,1.0,5.849595785140991,1630625569.775982,0,-1,1,-1,0.5333333333333333,0.0,15,8,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[1.7480700016021729, 1.615016222000122]","[1.0, 1.0]","[2.0649819374084473, 2.5646920204162598]","[0.0, 0.0]",0.0,0.0,5.583038806915283,1630625579.592412,1,1,0,1,0.6666666666666666,0.0,15,10,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3979780673980713, 1.3979518413543701]","[1.0, 1.0]","[0.6988909244537354, 2.0488529205322266]","[1.0, 1.0]",1.0,1.0,3.699660062789917,1630625588.159067,1,-1,0,-1,1.0,1.0,6,6,0,3,"[0, 0]","[0, 0]","[0, 0]","[12, 5]","[12, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 5]","[0, 5]","[10, 0]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4148828983306885, 2.81496000289917]","[4.0, 2.0]","[0.8158712387084961, 4.449090957641602]","[1.0, 1.0]",1.0,1.0,3.932934284210205,1630625597.142196,1,-1,0,-1,1.0,1.0,7,7,0,4,"[0, 0]","[0, 0]","[0, 0]","[11, 4]","[11, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 4]","[0, 4]","[9, 0]",1R,1R,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.10003471374511719, 1.0665168762207031]","[4.0, 3.0]","[0.49991512298583984, 2.0666770935058594]","[1.0, 1.0]",1.0,1.0,5.582727909088135,1630625604.3589382,1,-1,0,-1,0.8,0.0,15,12,0,5,"[0, 0]","[0, 0]","[0, 0]","[10, 3]","[10, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 3]","[0, 3]","[8, 0]",1NR,1NR,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.39963197708129883, 1.6330468654632568]","[3.0, 2.0]","[1.083021879196167, 2.799690008163452]","[1.0, 1.0]",1.0,1.0,4.099561929702759,1630625613.692018,1,-1,0,-1,1.0,1.0,8,8,0,6,"[0, 0]","[0, 0]","[0, 0]","[9, 2]","[9, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 2]","[0, 2]","[7, 0]",1R,1R,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.16516876220703125, 0.8984880447387695]","[2.0, 3.0]","[0.9981489181518555, 1.8648698329925537]","[1.0, 1.0]",1.0,1.0,5.5827929973602295,1630625620.84195,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,7,"[0, 1]","[0, 1]","[0, 0]","[8, 1]","[8, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[6, 1]","[0, 1]","[6, 0]",1NR,1NR,4.0,7
7,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.19833779335021973, 0.7981090545654297]","[1.0, 1.0]","[0.8482990264892578, 2.0981640815734863]","[1.0, 0.0]",1.0,0.0,5.116150856018066,1630625629.6751502,1,1,0,-1,0.6923076923076923,1.0,13,9,0,8,"[0, 1]","[0, 0]","[0, 1]","[7, 1]","[7, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[5, 4]","[0, 4]","[5, 0]",1R,1R,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.39912891387939453, 1.848919153213501]","[1.0, 2.0]","[0.7491500377655029, 3.082327127456665]","[1.0, 1.0]",1.0,1.0,5.49950385093689,1630625638.7417212,0,-1,1,-1,0.6,1.0,15,9,0,9,"[0, 0]","[0, 0]","[0, 0]","[6, 3]","[6, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 3]","[0, 3]","[4, 0]",1R,1R,6.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.7488319873809814, 1.215611219406128]","[1.0, 2.0]","[2.215414047241211, 2.3154501914978027]","[1.0, 1.0]",1.0,1.0,3.716361999511719,1630625647.574902,1,-1,0,-1,1.0,1.0,6,6,0,10,"[0, 0]","[0, 0]","[0, 0]","[5, 2]","[5, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 2]","[3, 0]",1R,1R,7.0,10
