,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.9811720848083496, 4.1481993198394775]","[1.0, 1.0]","[1.4814732074737549, 4.7815961837768555]","[1.0, 0.0]",1.0,0.0,3.299466133117676,1634167996.675704,1,1,0,-1,1.0,1.0,4,4,0,1,"[0, 0]","[0, 0]","[0, 0]","[14, 2]","[14, 0]","[0, 2]","[0, 1]","[0, 1]","[0, 0]","[2, 1]","[0, 1]","[2, 0]",1R,1R,0.0,1
1,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.26557421684265137, 1.0156102180480957]","[4.0, 1.0]","[0.6154201030731201, 2.015407085418701]","[1.0, 0.0]",1.0,0.0,5.849565982818604,1634168003.008801,0,-1,1,1,0.9333333333333332,0.0,15,14,0,2,"[0, 1]","[0, 0]","[0, 1]","[13, 1]","[13, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11543130874633789, 0.49836111068725586]","[4.0, 1.0]","[0.39760613441467285, 0.881878137588501]","[1.0, 1.0]",1.0,1.0,2.8993380069732666,1634168010.975389,1,-1,0,-1,1.0,1.0,2,2,0,3,"[0, 0]","[0, 0]","[0, 0]","[12, 13]","[12, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 13]","[12, 13]","[0, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11568808555603027, 0.5492010116577148]","[4.0, 3.0]","[0.7825241088867188, 1.0488629341125488]","[1.0, 1.0]",1.0,1.0,3.699608087539673,1634168015.725072,1,-1,0,-1,1.0,1.0,6,6,0,4,"[0, 0]","[0, 0]","[0, 0]","[11, 12]","[11, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[11, 12]","[0, 0]",1R,1R,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.16552186012268066, 0.6989090442657471]","[4.0, 3.0]","[0.5645508766174316, 1.037316083908081]","[1.0, 1.0]",1.0,1.0,4.894292116165161,1634168021.296858,1,-1,0,-1,1.0,1.0,12,12,0,5,"[0, 0]","[0, 0]","[0, 0]","[10, 11]","[10, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[10, 11]","[0, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.16503596305847168, 0.26506495475769043]","[3.0, 3.0]","[0.36519384384155273, 0.8483200073242188]","[1.0, 1.0]",1.0,1.0,3.2995529174804688,1634168028.208189,1,-1,0,-1,1.0,1.0,4,4,0,6,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 10]","[0, 0]",1R,1R,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.36618900299072266, 0.548490047454834]","[3.0, 3.0]","[0.41561198234558105, 1.8160250186920166]","[1.0, 1.0]",1.0,1.0,5.849410772323608,1634168034.274734,0,-1,1,-1,0.6,0.0,15,9,0,7,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]",1NR,1NR,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.1002192497253418, 0.5667550563812256]","[2.0, 1.0]","[0.3499011993408203, 1.0166473388671875]","[1.0, 1.0]",1.0,1.0,3.882819652557373,1634168042.0745962,1,-1,0,-1,0.7142857142857143,1.0,7,5,0,8,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]",1R,1R,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0989832878112793, 0.5648941993713379]","[2.0, 2.0]","[0.4475700855255127, 1.2149460315704346]","[1.0, 1.0]",1.0,1.0,2.699514150619507,1634168048.357812,0,-1,1,-1,1.0,1.0,1,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 7]","[0, 0]",1R,1R,8.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.18178510665893555, 0.3317372798919678]","[2.0, 2.0]","[0.49759817123413086, 0.8816382884979248]","[1.0, 1.0]",1.0,1.0,5.582828044891357,1634168053.124313,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,10,"[0, 0]","[0, 0]","[0, 0]","[5, 6]","[5, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[5, 6]","[0, 0]",1NR,1NR,9.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.36519598960876465]","[2.0, 2.0]","[0.4319601058959961, 0.6650600433349609]","[1.0, 1.0]",1.0,1.0,4.882704973220825,1634168060.507621,0,-1,1,-1,0.5833333333333334,1.0,12,7,0,11,"[0, 0]","[0, 0]","[0, 0]","[4, 5]","[4, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[4, 5]","[0, 0]",1R,1R,10.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11519789695739746, 0.3307809829711914]","[2.0, 2.0]","[0.7148590087890625, 0.5646131038665771]","[1.0, 1.0]",1.0,1.0,5.582738876342773,1634168067.157387,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,12,"[0, 0]","[0, 0]","[0, 0]","[3, 4]","[3, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[3, 4]","[0, 0]",1NR,1NR,11.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.31675219535827637, 0.7999141216278076]","[1.0, 2.0]","[1.0333490371704102, 1.366523265838623]","[1.0, 1.0]",1.0,1.0,4.132883787155151,1634168074.8904672,0,-1,1,-1,1.0,1.0,8,8,0,13,"[0, 0]","[0, 0]","[0, 0]","[2, 3]","[2, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 3]","[2, 3]","[0, 0]",1R,1R,12.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.0, 0.39856576919555664]","[1.0, 2.0]","[0.5809950828552246, 0.6317539215087891]","[0.0, 0.0]",0.0,0.0,5.84861421585083,1634168080.757066,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,14,"[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]",1NR,1NR,13.0,1
14,"[1.0, -1.0]",1.0,-1.0,1.0,"[0.3975207805633545, 0.1983940601348877]","[1.0, 2.0]","[0.5649399757385254, 0.5318131446838379]","[1.0, 0.0]",1.0,0.0,5.849368095397949,1634168088.290241,0,1,1,-1,0.6666666666666666,0.0,15,10,0,15,"[0, 1]","[0, 1]","[0, 0]","[9, 1]","[0, 1]","[9, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NR,2NR,14.0,2
15,"[1.0, 1.0]",1.0,1.0,1.0,"[0.13329410552978516, 0.2995309829711914]","[1.0, 1.0]","[0.2995309829711914, 0.38242006301879883]","[1.0, 1.0]",1.0,1.0,3.2999541759490967,1634168095.706366,0,1,1,1,0.75,1.0,4,3,0,16,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]",1R,1R,0.0,3
16,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.4826490879058838]","[4.0, 4.0]","[0.6327459812164307, 1.2992730140686035]","[1.0, 1.0]",1.0,1.0,3.699599981307984,1634168101.206547,0,1,1,1,0.8333333333333334,1.0,6,5,0,17,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]",1R,1R,1.0,4
