,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,4.0,4.0,0.0,2.0,0.0,Observer,0.4145660400390625,1.0,0.0,4.0,KL,2021_09_04
1,1R,Med,9.0,9.0,0.0,1.0,0.0,Actor,0.6652200222015381,1.0,2.0,6.0,KL,2021_09_04
2,1R,Low,2.0,2.0,0.0,3.0,0.0,Observer,0.9499998092651367,1.0,3.0,7.0,KL,2021_09_04
3,1R,High,12.0,12.0,0.0,2.0,0.0,Observer,0.28171300888061523,1.0,4.0,8.0,KL,2021_09_04
4,1R,Low,6.0,6.0,0.0,2.0,0.0,Observer,0.8649358749389648,1.0,5.0,9.0,KL,2021_09_04
5,1R,Low,3.0,3.0,0.0,2.0,1.0,Observer,0.61661696434021,0.0,6.0,10.0,KL,2021_09_04
6,1R,Low,1.0,1.0,0.0,3.0,0.0,Actor-incongruent,0.5001261234283447,1.0,0.0,12.0,KL,2021_09_04
7,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.4488389492034912,1.0,1.0,13.0,KL,2021_09_04
8,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.24948620796203613,1.0,2.0,14.0,KL,2021_09_04
9,1R,Low,5.0,5.0,0.0,3.0,0.0,Observer,0.23151731491088867,1.0,4.0,16.0,KL,2021_09_04
10,1R,Low,4.0,4.0,0.0,2.0,0.0,Observer,0.1491849422454834,1.0,5.0,17.0,KL,2021_09_04
11,1R,Low,3.0,3.0,0.0,2.0,0.0,Observer,1.215670108795166,1.0,6.0,18.0,KL,2021_09_04
12,1R,Low,7.0,7.0,0.0,2.0,0.0,Actor,0.3157362937927246,1.0,7.0,19.0,KL,2021_09_04
13,1R,Low,2.0,2.0,0.0,1.0,0.0,Observer,0.9159128665924072,1.0,11.0,23.0,KL,2021_09_04
14,1R,Low,2.0,2.0,0.0,3.0,0.0,Observer-incongruent,1.0320909023284912,1.0,0.0,25.0,KL,2021_09_04
15,1R,Low,3.0,3.0,0.0,1.0,0.0,Observer,0.48280811309814453,1.0,6.0,31.0,KL,2021_09_04
16,1R,Low,4.0,4.0,0.0,3.0,0.0,Actor,0.3319528102874756,1.0,7.0,32.0,KL,2021_09_04
17,1R,High,12.0,12.0,0.0,3.0,0.0,Observer,1.3986780643463135,1.0,9.0,34.0,KL,2021_09_04
18,1R,Low,7.0,7.0,0.0,4.0,1.0,Actor,0.7149507999420166,0.0,10.0,35.0,KL,2021_09_04
19,1R,Med,9.0,9.0,0.0,3.0,0.0,Actor,0.4151949882507324,1.0,0.0,39.0,KL,2021_09_04
