,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.7997069358825684, 6.016256093978882]","[1.0, 1.0]","[1.4331011772155762, 7.499512195587158]","[1.0, 0.0]",1.0,0.0,5.849588871002197,1633044656.5190752,0,-1,1,1,0.6,0.0,15,9,0,1,"[0, 0]","[0, 0]","[0, 0]","[19, 2]","[19, 0]","[0, 2]","[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 0]","[1, 2]",1NRO,1NR,0.0,1
1,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.6821691989898682, 1.7822351455688477]","[1.0, 1.0]","[0.8656811714172363, 2.7487621307373047]","[1.0, 0.0]",1.0,0.0,5.849879026412964,1633044666.368897,0,-1,1,1,0.6666666666666666,0.0,15,10,0,2,"[0, 1]","[0, 0]","[0, 1]","[18, 1]","[18, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11625814437866211, 0.8492200374603271]","[1.0, 1.0]","[0.6492862701416016, 1.5159008502960205]","[1.0, 1.0]",1.0,1.0,3.699097156524658,1633044674.7353878,0,-1,1,-1,1.0,1.0,6,6,0,3,"[0, 0]","[0, 0]","[0, 0]","[17, 19]","[17, 19]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[17, 19]","[17, 19]","[0, 0]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11640501022338867, 0.6824791431427002]","[4.0, 4.0]","[0.5658769607543945, 1.682631015777588]","[1.0, 1.0]",1.0,1.0,5.849361896514893,1633044680.968771,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,4,"[0, 0]","[0, 0]","[0, 0]","[16, 18]","[16, 18]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[16, 18]","[16, 18]","[0, 0]",1NR,1NR,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.749290943145752]","[4.0, 2.0]","[0.4487149715423584, 1.3985950946807861]","[1.0, 1.0]",1.0,1.0,4.483507871627808,1633044689.2844532,0,-1,1,-1,0.7,1.0,10,7,0,5,"[0, 0]","[0, 0]","[0, 0]","[15, 17]","[15, 17]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[15, 17]","[15, 17]","[0, 0]",1R,1R,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0659630298614502, 0.2659139633178711]","[3.0, 3.0]","[0.3826940059661865, 0.7983951568603516]","[1.0, 1.0]",1.0,1.0,4.100493669509888,1633044695.7840672,1,-1,0,-1,0.625,1.0,8,5,0,6,"[0, 0]","[0, 0]","[0, 0]","[14, 16]","[14, 16]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[14, 16]","[14, 16]","[0, 0]",1R,1R,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.015880107879638672, 0.5319850444793701]","[3.0, 3.0]","[0.23131704330444336, 0.9481780529022217]","[1.0, 1.0]",1.0,1.0,2.6993839740753174,1633044702.034965,0,-1,1,-1,1.0,1.0,1,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[13, 15]","[13, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 15]","[13, 15]","[0, 0]",1R,1R,4.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.14851903915405273, 2.015454053878784]","[3.0, 3.0]","[0.6321239471435547, 2.815423011779785]","[1.0, 1.0]",1.0,1.0,5.84948205947876,1633044708.501358,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,8,"[0, 0]","[0, 0]","[0, 0]","[12, 14]","[12, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 14]","[12, 14]","[0, 0]",1NR,1NR,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4331068992614746, 1.633056879043579]","[2.0, 1.0]","[1.1498329639434814, 2.216284990310669]","[1.0, 1.0]",1.0,1.0,3.2830018997192383,1633044717.484359,0,-1,1,-1,1.0,1.0,4,4,0,9,"[0, 0]","[0, 0]","[0, 0]","[11, 13]","[11, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 13]","[11, 13]","[0, 0]",1R,1R,6.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.23243498802185059]","[2.0, 2.0]","[0.3325049877166748, 0.9492628574371338]","[1.0, 1.0]",1.0,1.0,5.499340057373047,1633044722.8178618,0,-1,1,-1,0.5333333333333333,1.0,15,8,0,10,"[0, 0]","[0, 0]","[0, 0]","[10, 12]","[10, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 12]","[10, 12]","[0, 0]",1R,1R,7.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.01645207405090332, 0.3479468822479248]","[2.0, 1.0]","[0.36554384231567383, 0.8655929565429688]","[1.0, 1.0]",1.0,1.0,2.9158968925476074,1633044730.334466,1,-1,0,-1,1.0,1.0,2,2,0,11,"[0, 0]","[0, 0]","[0, 0]","[9, 11]","[9, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 11]","[9, 11]","[0, 0]",1R,1R,8.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.24996590614318848, 0.7333898544311523]","[2.0, 2.0]","[1.150040864944458, 1.6165688037872314]","[1.0, 1.0]",1.0,1.0,3.7162561416625977,1633044735.650684,0,-1,1,-1,0.5,1.0,6,3,0,12,"[0, 0]","[0, 0]","[0, 0]","[8, 10]","[8, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 10]","[8, 10]","[0, 0]",1R,1R,9.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.23339605331420898, 1.2332348823547363]","[2.0, 2.0]","[0.4666600227355957, 1.9834010601043701]","[1.0, 1.0]",1.0,1.0,5.582803964614868,1633044742.100692,1,-1,0,-1,0.8,0.0,15,12,0,13,"[0, 0]","[0, 0]","[0, 0]","[7, 9]","[7, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 9]","[7, 9]","[0, 0]",1NR,1NR,10.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.04935193061828613, 1.4320368766784668]","[2.0, 1.0]","[0.6155309677124023, 2.015403985977173]","[1.0, 1.0]",1.0,1.0,4.115814924240112,1633044750.733709,1,-1,0,-1,1.0,1.0,8,8,0,14,"[0, 0]","[0, 0]","[0, 0]","[6, 8]","[6, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 8]","[6, 8]","[0, 0]",1R,1R,11.0,14
14,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.016636133193969727, 0.4653282165527344]","[2.0, 2.0]","[0.33208608627319336, 0.9652621746063232]","[1.0, 1.0]",1.0,1.0,4.4995739459991455,1633044756.76687,1,-1,0,-1,0.6,1.0,10,6,0,15,"[0, 0]","[0, 0]","[0, 0]","[5, 7]","[5, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 7]","[5, 7]","[0, 0]",1R,1R,12.0,15
15,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.26419496536254883, 0.09825396537780762]","[2.0, 2.0]","[2.1644129753112793, 0.664384126663208]","[1.0, 1.0]",1.0,1.0,3.9152519702911377,1633044764.550123,0,-1,1,-1,0.4285714285714285,1.0,7,3,0,16,"[0, 0]","[0, 0]","[0, 0]","[4, 6]","[4, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 6]","[4, 6]","[0, 0]",1R,1R,13.0,16
16,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.0, 0.39925193786621094]","[2.0, 2.0]","[0.4995598793029785, 1.2159929275512695]","[1.0, 1.0]",1.0,1.0,3.299344062805176,1633044770.700125,1,-1,0,-1,0.75,1.0,4,3,0,17,"[0, 0]","[0, 0]","[0, 0]","[3, 5]","[3, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 5]","[3, 5]","[0, 0]",1R,1R,14.0,17
17,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3152141571044922, 0.6652371883392334]","[2.0, 2.0]","[2.366061210632324, 1.2492330074310303]","[1.0, 1.0]",1.0,1.0,5.849291086196899,1633044777.433314,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,18,"[0, 0]","[0, 0]","[0, 0]","[2, 4]","[2, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 4]","[2, 4]","[0, 0]",1NR,1NR,15.0,18
18,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.016283035278320312, 4.049845933914185]","[1.0, 2.0]","[0.9333281517028809, 5.366518020629883]","[1.0, 1.0]",1.0,1.0,5.849436044692993,1633044789.516263,0,-1,1,-1,0.6,0.0,15,9,0,19,"[1, 0]","[1, 0]","[0, 0]","[1, 3]","[1, 3]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 3]","[1, 3]","[0, 0]",2NR,2NR,16.0,19
19,"[1.0, -1.0]",1.0,-1.0,-1.0,"[0.5483081340789795, 0.7483770847320557]","[1.0, 1.0]","[0.6646771430969238, 1.1151630878448486]","[0.0, 1.0]",0.0,1.0,4.4993510246276855,1633044797.882849,0,1,1,-1,0.9,1.0,10,9,0,20,"[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 2]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 2]","[3, 2]","[0, 0]",1R,1R,17.0,20
20,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.2154989242553711, 0.24887800216674805]","[1.0, 2.0]","[0.5987699031829834, 1.3819937705993652]","[0.0, 0.0]",0.0,0.0,5.849569082260132,1633044804.749118,0,-1,1,-1,0.8,0.0,15,12,0,21,"[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]",1NR,1NR,18.0,1
21,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.20009493827819824, 0.5163369178771973]","[1.0, 1.0]","[0.6998600959777832, 1.015653133392334]","[0.0, 1.0]",0.0,1.0,5.583483934402466,1633044812.448357,1,1,0,-1,0.6666666666666666,0.0,15,10,0,22,"[1, 0]","[1, 0]","[0, 0]","[1, 9]","[1, 0]","[0, 9]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NR,2NR,19.0,2
22,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4818539619445801, 0.6478571891784668]","[1.0, 1.0]","[0.8484711647033691, 1.0817790031433105]","[1.0, 1.0]",1.0,1.0,3.299722194671631,1633044820.1154718,0,1,1,1,0.75,1.0,4,3,0,23,"[0, 0]","[0, 0]","[0, 0]","[9, 8]","[0, 0]","[9, 8]","[0, 0]","[0, 0]","[0, 0]","[9, 8]","[0, 0]","[9, 8]",1R,1R,0.0,3
23,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.0163729190826416]","[4.0, 3.0]","[1.2980670928955078, 0.7813780307769775]","[1.0, 1.0]",1.0,1.0,5.582806825637817,1633044825.915424,1,1,0,1,0.8,0.0,15,12,0,24,"[0, 0]","[0, 0]","[0, 0]","[8, 7]","[0, 0]","[8, 7]","[0, 0]","[0, 0]","[0, 0]","[8, 7]","[0, 0]","[8, 7]",1NR,1NR,1.0,4
24,"[1.0, 1.0]",1.0,1.0,1.0,"[0.23156976699829102, 0.8313736915588379]","[3.0, 2.0]","[1.0981738567352295, 1.4647397994995117]","[1.0, 1.0]",1.0,1.0,5.84960412979126,1633044834.181886,0,1,1,1,0.8666666666666667,0.0,15,13,0,25,"[0, 0]","[0, 0]","[0, 0]","[7, 6]","[0, 0]","[7, 6]","[0, 0]","[0, 0]","[0, 0]","[7, 6]","[0, 0]","[7, 6]",2NR,2NR,2.0,5
