,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,1.0,"[1.0968799591064453, 2.7815098762512207]","[1.0, 1.0]","[1.5816609859466553, 3.4645180702209473]","[0.0, 1.0]",0.0,1.0,3.699790954589844,1634600642.91105,0,-1,1,1,0.6666666666666666,1.0,6,4,0,1,"[0, 0]","[0, 0]","[0, 0]","[2, 15]","[2, 0]","[0, 15]","[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 2]","[1, 0]",1R,1R,0.0,1
1,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.24855518341064453, 0.6820061206817627]","[1.0, 4.0]","[0.4152390956878662, 1.4310071468353271]","[0.0, 1.0]",0.0,1.0,5.5838000774383545,1634600648.976757,1,1,0,-1,0.6666666666666666,0.0,15,10,0,2,"[1, 0]","[1, 0]","[0, 0]","[1, 14]","[1, 0]","[0, 14]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,1.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[0.24880409240722656, 0.5143210887908936]","[4.0, 3.0]","[0.41527605056762695, 0.7484920024871826]","[1.0, 1.0]",1.0,1.0,3.299670934677124,1634600656.377568,1,1,0,1,0.75,1.0,4,3,0,3,"[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 0]","[12, 13]","[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 0]","[12, 13]",1R,1R,2.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.36640095710754395]","[3.0, 4.0]","[0.3497459888458252, 0.7160201072692871]","[1.0, 1.0]",1.0,1.0,5.49945592880249,1634600661.4275231,0,1,1,1,0.6666666666666666,1.0,15,10,0,4,"[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 0]","[11, 12]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 0]","[11, 12]",1R,1R,3.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.18322324752807617, 0.7003321647644043]","[3.0, 4.0]","[0.4000871181488037, 1.1165430545806885]","[1.0, 1.0]",1.0,1.0,3.4995651245117188,1634600668.894027,1,1,0,1,0.6,1.0,5,3,0,5,"[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 0]","[10, 11]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 0]","[10, 11]",1R,1R,4.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.19867396354675293, 0.46503400802612305]","[3.0, 4.0]","[0.19867396354675293, 0.9818120002746582]","[1.0, 1.0]",1.0,1.0,5.582801342010498,1634600674.360628,1,1,0,1,0.6666666666666666,0.0,15,10,0,6,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]",1NR,1NR,5.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.18185186386108398, 0.681934118270874]","[2.0, 2.0]","[0.29770803451538086, 1.6482770442962646]","[1.0, 1.0]",1.0,1.0,3.0996758937835693,1634600682.626997,1,1,0,1,0.6666666666666666,1.0,3,2,0,7,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]",1R,1R,6.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.5480630397796631]","[2.0, 3.0]","[0.5989758968353271, 0.9660599231719971]","[1.0, 1.0]",1.0,1.0,5.582691192626953,1634600687.5271869,1,1,0,1,0.6666666666666666,0.0,15,10,0,8,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]",1NR,1NR,7.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3321969509124756, 0.5985078811645508]","[2.0, 2.0]","[0.3321969509124756, 1.09847092628479]","[1.0, 1.0]",1.0,1.0,5.849812984466553,1634600695.243542,0,1,1,1,0.8,0.0,15,12,0,9,"[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 0]","[6, 7]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 0]","[6, 7]",2NR,2NR,8.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.0, 0.4648311138153076]","[1.0, 1.0]","[0.5317280292510986, 0.8147990703582764]","[1.0, 1.0]",1.0,1.0,5.099442005157471,1634600703.060138,0,1,1,1,0.6923076923076923,1.0,13,9,0,10,"[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 0]","[5, 6]","[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 0]","[5, 6]",1R,1R,9.0,10
