,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.3835797309875488, 3.8667337894439697]","[1.0, 1.0]","[2.083683729171753, 5.000206708908081]","[1.0, 1.0]",1.0,1.0,2.9162309169769287,1629156968.299188,0,-1,1,-1,0.5,1.0,2,1,0,1,"[0, 0]","[0, 0]","[0, 0]","[11, 9]","[11, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 9]","[0, 9]","[10, 0]",1R,1R,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.34868907928466797, 1.8643288612365723]","[4.0, 2.0]","[0.7812478542327881, 3.148721218109131]","[1.0, 1.0]",1.0,1.0,3.6820528507232666,1629156975.5493262,0,-1,1,-1,0.6666666666666666,1.0,6,4,0,2,"[0, 0]","[0, 0]","[0, 0]","[10, 8]","[10, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 8]","[0, 8]","[9, 0]",1R,1R,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.08210992813110352, 1.1473889350891113]","[4.0, 3.0]","[0.6650087833404541, 2.048444986343384]","[1.0, 1.0]",1.0,1.0,2.882589817047119,1629156982.549087,0,-1,1,-1,0.5,1.0,2,1,0,3,"[0, 0]","[0, 0]","[0, 0]","[9, 7]","[9, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 7]","[0, 7]","[8, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.18182897567749023, 0.831549882888794]","[4.0, 4.0]","[0.7488467693328857, 1.7650959491729736]","[1.0, 1.0]",1.0,1.0,3.7155158519744873,1629156988.365442,0,-1,1,-1,0.6666666666666666,1.0,6,4,0,4,"[0, 0]","[0, 0]","[0, 0]","[8, 6]","[8, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 6]","[0, 6]","[7, 0]",1R,1R,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.14882516860961914, 0.9153211116790771]","[4.0, 4.0]","[0.6319410800933838, 2.2153379917144775]","[1.0, 1.0]",1.0,1.0,5.299515008926392,1629156995.415422,1,-1,0,-1,0.5714285714285714,1.0,14,8,0,5,"[0, 0]","[0, 0]","[0, 0]","[7, 5]","[7, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 5]","[0, 5]","[6, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.08203601837158203, 0.8992221355438232]","[3.0, 2.0]","[0.8659458160400391, 2.2156600952148438]","[1.0, 1.0]",1.0,1.0,5.849813938140869,1629157004.014938,0,-1,1,-1,0.6666666666666666,0.0,15,10,0,6,"[0, 0]","[0, 0]","[0, 0]","[6, 4]","[6, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 4]","[0, 4]","[5, 0]",1NR,1NR,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.39829301834106445, 2.3980040550231934]","[2.0, 1.0]","[1.2148759365081787, 2.9305999279022217]","[1.0, 1.0]",1.0,1.0,4.717074155807495,1629157013.830792,0,-1,1,-1,0.7272727272727273,1.0,11,8,0,7,"[0, 0]","[0, 0]","[0, 0]","[5, 3]","[5, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 3]","[0, 3]","[4, 0]",1R,1R,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.26692700386047363, 0.9996819496154785]","[2.0, 1.0]","[0.9822149276733398, 1.7325730323791504]","[1.0, 1.0]",1.0,1.0,3.165956974029541,1629157021.230849,1,-1,0,-1,1.0,1.0,3,3,0,8,"[0, 0]","[0, 0]","[0, 0]","[4, 2]","[4, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 2]","[3, 0]",1R,1R,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.14837002754211426, 0.3988828659057617]","[2.0, 2.0]","[0.6323239803314209, 1.4655652046203613]","[1.0, 1.0]",1.0,1.0,5.582294702529907,1629157027.0479512,1,-1,0,-1,0.6,0.0,15,9,0,9,"[0, 1]","[0, 1]","[0, 0]","[3, 1]","[3, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[2, 1]","[0, 1]","[2, 0]",1NR,1NR,8.0,9
9,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.5991630554199219, 0.5158061981201172]","[1.0, 1.0]","[1.0160303115844727, 1.5491840839385986]","[1.0, 0.0]",1.0,0.0,5.849662065505981,1629157035.214459,0,-1,1,1,0.5333333333333333,0.0,15,8,0,10,"[0, 1]","[0, 0]","[0, 1]","[2, 1]","[2, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,2NR,9.0,10
