,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.8169291019439697, 15.3993501663208]","[1.0, 1.0]","[2.550110101699829, 19.716524124145508]","[0.0, 0.0]",0.0,0.0,5.848677158355713,1629046804.920553,0,-1,1,-1,0.6,0.0,15,9,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5150649547576904, 2.281864881515503]","[1.0, 1.0]","[1.1652867794036865, 3.748547077178955]","[1.0, 1.0]",1.0,1.0,5.581925868988037,1629046816.087129,1,1,0,1,0.6,0.0,15,9,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.8494579792022705, 1.4993972778320312]","[1.0, 1.0]","[1.682577133178711, 2.332534074783325]","[0.0, 0.0]",0.0,0.0,5.582973003387451,1629046825.253418,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,3,"[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]",3NRO,3NR,2.0,3
3,"[1.0, -1.0]",1.0,-1.0,1.0,"[0.8324220180511475, 1.2991538047790527]","[1.0, 1.0]","[1.249263048171997, 2.449134111404419]","[1.0, 0.0]",1.0,0.0,5.849541664123535,1629046834.4699972,0,1,1,-1,0.7333333333333333,0.0,15,11,0,4,"[0, 1]","[0, 1]","[0, 0]","[9, 1]","[0, 1]","[9, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",4NRO,4NR,3.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[1.1152589321136475, 1.4818840026855469]","[1.0, 1.0]","[1.3827440738677979, 3.3825910091400146]","[1.0, 1.0]",1.0,1.0,5.583056926727295,1629046845.003136,1,1,0,1,0.4666666666666667,0.0,15,7,0,5,"[0, 1]","[0, 0]","[0, 1]","[8, 1]","[0, 0]","[8, 1]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[2, 0]","[0, 1]",5NRO,5NR,4.0,5
5,"[1.0, -1.0]",1.0,-1.0,1.0,"[1.731022834777832, 1.581845998764038]","[1.0, 1.0]","[2.3983187675476074, 2.315023899078369]","[1.0, 0.0]",1.0,0.0,5.849644184112549,1629046854.119496,0,1,1,-1,0.6666666666666666,0.0,15,10,0,6,"[0, 1]","[0, 1]","[0, 0]","[7, 1]","[0, 1]","[7, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",6NRO,6NR,5.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[1.2326490879058838, 1.682521104812622]","[1.0, 2.0]","[1.865894079208374, 2.6483781337738037]","[1.0, 1.0]",1.0,1.0,2.700408935546875,1629046863.45199,1,1,0,1,1.0,1.0,1,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[6, 5]","[0, 0]","[6, 5]","[0, 0]","[0, 0]","[0, 0]","[14, 5]","[14, 0]","[0, 5]",1R,1R,0.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.36632871627807617, 0.832446813583374]","[4.0, 2.0]","[1.1996028423309326, 2.0160257816314697]","[1.0, 1.0]",1.0,1.0,4.099672079086304,1629046869.419314,1,1,0,1,0.75,1.0,8,6,0,8,"[0, 0]","[0, 0]","[0, 0]","[5, 4]","[0, 0]","[5, 4]","[0, 0]","[0, 0]","[0, 0]","[13, 4]","[13, 0]","[0, 4]",1R,1R,1.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.28220510482788086, 2.53194522857666]","[3.0, 2.0]","[0.9817061424255371, 3.281636953353882]","[1.0, 1.0]",1.0,1.0,2.899651050567627,1629046877.785739,1,1,0,1,0.5,1.0,2,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[4, 3]","[0, 0]","[4, 3]","[0, 0]","[0, 0]","[0, 0]","[12, 3]","[12, 0]","[0, 3]",1R,1R,2.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3653452396392822, 1.0152158737182617]","[3.0, 3.0]","[1.1820340156555176, 1.948545217514038]","[1.0, 1.0]",1.0,1.0,5.482781887054443,1629046883.5358982,1,1,0,1,0.7333333333333333,1.0,15,11,0,10,"[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 0]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[11, 2]","[11, 0]","[0, 2]",1R,1R,3.0,10
10,"[1.0, 1.0]",1.0,1.0,1.0,"[0.21478891372680664, 0.681190013885498]","[2.0, 3.0]","[0.5813050270080566, 1.664552927017212]","[1.0, 1.0]",1.0,1.0,5.84879207611084,1629046891.852263,0,1,1,1,0.5333333333333333,0.0,15,8,0,11,"[0, 1]","[0, 0]","[0, 1]","[2, 1]","[0, 0]","[2, 1]","[0, 1]","[0, 0]","[0, 1]","[10, 1]","[10, 0]","[0, 1]",1NR,1NR,4.0,11
11,"[1.0, -1.0]",1.0,-1.0,-1.0,"[1.9318320751190186, 2.1316661834716797]","[1.0, 2.0]","[2.3152072429656982, 2.8984341621398926]","[0.0, 1.0]",0.0,1.0,3.699688911437988,1629046901.685354,0,1,1,-1,0.3333333333333333,1.0,6,2,0,12,"[1, 0]","[0, 0]","[1, 0]","[1, 10]","[0, 10]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 10]","[0, 0]",1R,1R,0.0,1
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.23141098022460938, 0.7652277946472168]","[4.0, 3.0]","[0.9652459621429443, 1.5311698913574219]","[1.0, 1.0]",1.0,1.0,5.5834290981292725,1629046907.918033,1,-1,0,-1,1.0,0.0,15,15,0,13,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]",1NR,1NR,1.0,2
13,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.3660578727722168, 1.5826458930969238]","[2.0, 3.0]","[2.1993279457092285, 2.1825499534606934]","[1.0, 1.0]",1.0,1.0,5.548816204071045,1629046916.685118,0,-1,1,-1,0.4666666666666667,1.0,15,7,0,14,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]",1R,1R,2.0,3
14,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5159509181976318, 0.6493699550628662]","[2.0, 3.0]","[0.8659629821777344, 1.5493152141571045]","[1.0, 1.0]",1.0,1.0,3.299619674682617,1629046924.6017122,0,-1,1,-1,0.5,1.0,4,2,0,15,"[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 7]","[6, 7]","[0, 0]",1R,1R,3.0,4
