,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,1.0,0.0,Actor,0.28246307373046875,1.0,0.0,1.0,LD,2021_09_14
1,1R,Low,4.0,4.0,0.0,3.0,0.0,Actor,0.017446041107177734,1.0,2.0,3.0,LD,2021_09_14
2,1R,Med,9.0,9.0,0.0,3.0,0.0,Actor,0.0,1.0,4.0,5.0,LD,2021_09_14
3,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.015902996063232422,1.0,0.0,11.0,LD,2021_09_14
4,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.0,1.0,1.0,12.0,LD,2021_09_14
5,1R,Low,4.0,4.0,0.0,3.0,0.0,Observer,0.08319592475891113,1.0,2.0,13.0,LD,2021_09_14
6,1R,High,12.0,12.0,0.0,3.0,0.0,Observer,0.016485214233398438,1.0,3.0,14.0,LD,2021_09_14
7,1R,Low,2.0,2.0,0.0,2.0,0.0,Actor,0.1316211223602295,1.0,4.0,15.0,LD,2021_09_14
8,1R,Low,1.0,1.0,0.0,2.0,0.0,Observer-incongruent,0.14893698692321777,1.0,8.0,19.0,LD,2021_09_14
9,1R,Low,3.0,3.0,0.0,3.0,0.0,Actor,0.1482868194580078,1.0,9.0,20.0,LD,2021_09_14
10,1R,Low,3.0,3.0,0.0,3.0,1.0,Actor,0.01733684539794922,0.0,10.0,21.0,LD,2021_09_14
11,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.09987521171569824,1.0,0.0,27.0,LD,2021_09_14
12,1R,Med,10.0,10.0,0.0,3.0,0.0,Actor,0.15009307861328125,1.0,1.0,28.0,LD,2021_09_14
13,1R,Med,10.0,10.0,0.0,3.0,0.0,Observer,0.2490239143371582,1.0,3.0,30.0,LD,2021_09_14
14,1R,Low,5.0,5.0,0.0,2.0,0.0,Observer,0.09959292411804199,1.0,5.0,32.0,LD,2021_09_14
15,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.017132997512817383,1.0,0.0,35.0,LD,2021_09_14
16,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.3492560386657715,1.0,1.0,36.0,LD,2021_09_14
17,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.0,1.0,2.0,37.0,LD,2021_09_14
18,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.0979149341583252,1.0,3.0,38.0,LD,2021_09_14
19,1R,Low,1.0,1.0,0.0,2.0,0.0,Actor,0.2484900951385498,1.0,6.0,41.0,LD,2021_09_14
20,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.21510982513427734,1.0,11.0,46.0,LD,2021_09_14
21,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer-incongruent,0.09905719757080078,1.0,0.0,49.0,LD,2021_09_14
22,1R,Low,4.0,4.0,0.0,3.0,0.0,Actor,0.13192296028137207,1.0,2.0,51.0,LD,2021_09_14
23,1R,Low,7.0,7.0,0.0,2.0,0.0,Observer,0.18151593208312988,1.0,5.0,54.0,LD,2021_09_14
24,1R,Low,7.0,7.0,0.0,2.0,0.0,Observer,0.06623697280883789,1.0,6.0,55.0,LD,2021_09_14
25,1R,Low,2.0,2.0,0.0,2.0,0.0,Observer,0.0,1.0,7.0,56.0,LD,2021_09_14
26,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor-incongruent,0.18213605880737305,1.0,0.0,60.0,LD,2021_09_14
27,1R,Low,5.0,5.0,0.0,3.0,0.0,Actor,0.0,1.0,1.0,61.0,LD,2021_09_14
28,1R,High,13.0,13.0,0.0,3.0,0.0,Actor,0.0,1.0,2.0,62.0,LD,2021_09_14
29,1R,Low,4.0,4.0,0.0,3.0,0.0,Actor,0.2494339942932129,1.0,3.0,63.0,LD,2021_09_14
30,1R,Low,4.0,4.0,0.0,2.0,0.0,Observer,0.0,1.0,4.0,64.0,LD,2021_09_14
31,1R,Low,1.0,1.0,0.0,2.0,0.0,Actor,0.06562209129333496,1.0,5.0,65.0,LD,2021_09_14
32,1R,Low,2.0,2.0,0.0,2.0,0.0,Observer,0.24959683418273926,1.0,6.0,66.0,LD,2021_09_14
33,1R,Low,5.0,5.0,0.0,2.0,0.0,Observer,0.8500769138336182,1.0,7.0,67.0,LD,2021_09_14
34,1R,Low,2.0,2.0,0.0,2.0,0.0,Actor,0.0,1.0,9.0,69.0,LD,2021_09_14
35,1R,Low,8.0,8.0,0.0,2.0,0.0,Observer,0.08382916450500488,1.0,10.0,70.0,LD,2021_09_14
36,1R,Med,9.0,9.0,0.0,2.0,0.0,Actor,0.4156980514526367,1.0,11.0,71.0,LD,2021_09_14
37,1R,Low,5.0,5.0,0.0,2.0,0.0,Observer,0.1325669288635254,1.0,12.0,72.0,LD,2021_09_14
38,1R,Low,2.0,2.0,0.0,2.0,1.0,Observer,0.1161501407623291,0.0,13.0,73.0,LD,2021_09_14
39,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor-incongruent,0.017261028289794922,1.0,0.0,76.0,LD,2021_09_14
40,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.01649928092956543,1.0,1.0,77.0,LD,2021_09_14
41,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.09832024574279785,1.0,2.0,78.0,LD,2021_09_14
