,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088374.106655,161,7.848000049591064,1,0,-1,0,0.15,0.6,[1.8817830085754395],1.0,7.848000049591064,15,9,0,8.347519874572754,1R,0.0,1.0
1,1,1,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088383.38996,118,3.76669192314148,1,0,-1,0,0.15,0.6,[1.166672945022583],1.0,3.76669192314148,5,3,0,4.267000913619995,1R,1.0,1.0
2,2,2,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668088389.338905,130,7.266443729400635,1,0,1,0,0.0,0.6666666666666666,[1.366243839263916],0.0,7.266443729400635,15,10,0,7.764951705932617,,,
3,3,3,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668088398.439033,112,7.06569766998291,1,0,1,0,0.0,0.7333333333333333,[1.0665137767791748],0.0,7.06569766998291,15,11,0,7.565081834793091,,,
4,4,4,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088410.004852,255,9.350396156311035,1,0,-1,0,0.15,0.5333333333333333,[3.4499189853668213],0.0,9.350396156311035,15,8,0,9.849103212356567,,,
5,5,5,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668088419.3701088,123,7.199678182601929,1,0,1,0,0.0,0.6,[1.2494573593139648],0.0,7.199678182601929,15,9,0,7.698718309402466,,,
6,6,6,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088430.8691862,254,9.532788038253784,1,0,-1,0,0.15,0.4666666666666667,[3.432729959487915],0.0,9.532788038253784,15,7,0,10.03259301185608,,,
7,7,7,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668088440.468659,124,7.366605758666992,1,0,1,0,0.0,0.6,[1.2663989067077637],0.0,7.366605758666992,15,9,0,7.866948843002319,,,
8,8,8,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088450.584338,160,3.44966197013855,1,0,-1,0,0.15,0.5,[1.882176160812378],1.0,3.44966197013855,2,1,0,3.948681116104126,1R,8.0,1.0
9,9,9,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088455.1848152,111,5.282255172729492,1,0,-1,0,0.15,0.8,[1.0493249893188477],1.0,5.282255172729492,10,8,0,5.782045841217041,1R,9.0,1.0
10,10,10,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668088462.484038,109,3.0619089603424072,1,0,-1,0,0.15,1.0,[1.0157840251922607],1.0,3.0619089603424072,3,3,0,3.561484098434448,1R,10.0,1.0
11,11,11,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668088468.42959,164,7.832984685897827,1,0,-1,0,0.0,0.6666666666666666,[1.9323468208312988],0.0,7.832984685897827,15,10,0,8.331998825073242,1NR,11.0,1.0
12,12,12,[1.0],1.0,0,1.0,1.0,0,[1.0],1668088477.67853,119,4.8501598834991455,1,0,1,0,0.15,0.625,[1.2000796794891357],1.0,4.8501598834991455,8,5,0,5.349352836608887,1R,0.0,1.0
13,13,13,[1.0],1.0,0,1.0,1.0,0,[1.0],1668088484.678876,127,4.583014249801636,1,0,1,0,0.15,0.5714285714285714,[1.3160481452941895],1.0,4.583014249801636,7,4,0,5.08270001411438,1R,1.0,1.0
