,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Med,9.0,9.0,1.0,0.0,self,0.983309268951416,-1.0,0.0,0.0,Offenbach,20221116
1,1R,Low,4.0,4.0,0.0,0.0,self,1.1163787841796875,1.0,3.0,3.0,Offenbach,20221116
2,1R,Low,4.0,4.0,0.0,0.0,self,1.116075038909912,1.0,4.0,4.0,Offenbach,20221116
3,1R,Low,8.0,8.0,0.0,0.0,self,1.0158569812774658,1.0,5.0,5.0,Offenbach,20221116
4,1R,Low,4.0,4.0,1.0,0.0,self,0.9671070575714111,-1.0,6.0,6.0,Offenbach,20221116
5,1R,Low,5.0,5.0,0.0,1.0,self,1.3165619373321533,-1.0,12.0,12.0,Offenbach,20221116
6,1R,Low,1.0,1.0,0.0,0.0,self,1.1162238121032715,1.0,0.0,14.0,Offenbach,20221116
7,1R,Low,2.0,2.0,0.0,0.0,self,0.9663670063018799,1.0,1.0,15.0,Offenbach,20221116
8,1R,Low,2.0,2.0,0.0,0.0,self,2.1170430183410645,1.0,2.0,16.0,Offenbach,20221116
9,1R,Low,7.0,7.0,0.0,0.0,self,435.23610377311707,1.0,0.0,24.0,Offenbach,20221116
10,1R,Low,2.0,2.0,0.0,0.0,self,7.949283838272095,1.0,1.0,25.0,Offenbach,20221116
11,1R,Low,5.0,5.0,0.0,0.0,self,1.5664262771606445,1.0,2.0,26.0,Offenbach,20221116
12,1R,Low,6.0,6.0,0.0,0.0,self,1.249419927597046,1.0,3.0,27.0,Offenbach,20221116
13,1R,Low,5.0,5.0,0.0,0.0,self,1.0826821327209473,1.0,4.0,28.0,Offenbach,20221116
14,1R,Low,3.0,3.0,0.0,0.0,self,2.266091823577881,1.0,11.0,35.0,Offenbach,20221116
15,1R,Low,4.0,4.0,0.0,0.0,self,1.1494050025939941,1.0,12.0,36.0,Offenbach,20221116
16,1R,Low,1.0,1.0,0.0,1.0,self,1.2497949600219727,-1.0,13.0,37.0,Offenbach,20221116
17,1R,Low,5.0,5.0,0.0,0.0,self,1.3498611450195312,1.0,0.0,40.0,Offenbach,20221116
18,1R,Low,4.0,4.0,0.0,0.0,self,1.5346612930297852,1.0,1.0,41.0,Offenbach,20221116
19,1R,Low,5.0,5.0,0.0,0.0,self,1.085526704788208,1.0,2.0,42.0,Offenbach,20221116
20,1R,Low,8.0,8.0,0.0,0.0,self,1.0499069690704346,1.0,3.0,43.0,Offenbach,20221116
21,1R,Low,1.0,1.0,1.0,0.0,self,1.250028133392334,-1.0,4.0,44.0,Offenbach,20221116
22,1R,Low,6.0,6.0,1.0,0.0,self,0.9652860164642334,-1.0,7.0,47.0,Offenbach,20221116
23,1R,Low,1.0,1.0,0.0,0.0,self,0.9659090042114258,1.0,10.0,50.0,Offenbach,20221116
24,1R,Low,1.0,1.0,1.0,1.0,self,1.2336788177490234,1.0,11.0,51.0,Offenbach,20221116
25,1R,Low,4.0,4.0,0.0,0.0,self,1.2353410720825195,1.0,0.0,52.0,Offenbach,20221116
26,1R,Low,1.0,1.0,0.0,0.0,self,1.266258955001831,1.0,1.0,53.0,Offenbach,20221116
27,1R,Low,6.0,6.0,0.0,0.0,self,1.000422716140747,1.0,2.0,54.0,Offenbach,20221116
28,1R,Low,1.0,1.0,0.0,0.0,self,1.2336931228637695,1.0,7.0,59.0,Offenbach,20221116
29,1R,Low,1.0,1.0,0.0,0.0,self,1.0828888416290283,1.0,8.0,60.0,Offenbach,20221116
30,1R,Low,5.0,5.0,0.0,0.0,self,1.0996789932250977,1.0,9.0,61.0,Offenbach,20221116
31,1R,Low,1.0,1.0,0.0,0.0,self,1.0843968391418457,1.0,10.0,62.0,Offenbach,20221116
32,1R,Low,6.0,6.0,0.0,0.0,self,0.9834091663360596,1.0,0.0,65.0,Offenbach,20221116
33,1R,Low,1.0,1.0,0.0,0.0,self,0.9662342071533203,1.0,1.0,66.0,Offenbach,20221116
34,1R,Low,2.0,2.0,0.0,0.0,self,1.0007381439208984,1.0,2.0,67.0,Offenbach,20221116
35,1R,Low,2.0,2.0,0.0,0.0,self,1.0329999923706055,1.0,3.0,68.0,Offenbach,20221116
36,1R,Low,8.0,8.0,0.0,0.0,self,1.000229835510254,1.0,5.0,70.0,Offenbach,20221116
37,1R,Low,7.0,7.0,0.0,0.0,self,1.0000879764556885,1.0,0.0,76.0,Offenbach,20221116
38,1R,Low,8.0,8.0,0.0,0.0,self,1.2163810729980469,1.0,2.0,78.0,Offenbach,20221116
