,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,9.0,2021_05_08,MS
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,10.0,2021_05_08,MS
2,1R,Low,4.0,4.0,0.0,1.0,self,0.0,2.0,11.0,2021_05_08,MS
3,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,16.0,2021_05_08,MS
4,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,21.0,2021_05_08,MS
5,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,22.0,2021_05_08,MS
6,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,23.0,2021_05_08,MS
7,1R,Low,2.0,2.0,0.0,1.0,self,0.0,9.0,25.0,2021_05_08,MS
8,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,31.0,2021_05_08,MS
9,1R,High,12.0,12.0,0.0,0.0,self,1.0,1.0,32.0,2021_05_08,MS
10,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,33.0,2021_05_08,MS
11,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,34.0,2021_05_08,MS
12,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,35.0,2021_05_08,MS
13,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,40.0,2021_05_08,MS
14,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,41.0,2021_05_08,MS
15,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,43.0,2021_05_08,MS
16,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,44.0,2021_05_08,MS
17,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,45.0,2021_05_08,MS
18,1R,Low,3.0,3.0,0.0,1.0,self,0.0,8.0,48.0,2021_05_08,MS
19,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,54.0,2021_05_08,MS
20,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,56.0,2021_05_08,MS
21,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,57.0,2021_05_08,MS
