,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425492.7604828, 0.0]","[0.0, 0.0]",0.0,0.0,3.8672170639038086,1620425497.076998,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425497.826973, 0.0]","[0.0, 0.0]",0.0,0.0,3.8667380809783936,1620425503.893816,1,1,0,1,0.6,0.0,15,9,0,"[0, 0]"
2,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425504.911382, 0.0]","[0.0, 0.0]",0.0,0.0,3.866624116897583,1620425509.2938979,1,1,0,1,0.6,0.0,15,9,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425510.495194, 0.0]","[1.0, 1.0]",1.0,1.0,3.8667550086975098,1620425515.2603111,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425516.8780823, 0.0]","[1.0, 1.0]",1.0,1.0,3.066579818725586,1620425520.860403,1,-1,0,-1,0.45454545454545453,1.0,11,5,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425524.028606, 0.0]","[1.0, 1.0]",1.0,1.0,0.9831752777099609,1620425525.910312,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425523.727025, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666679859161377,1620425529.193374,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425530.276242, 0.0]","[1.0, 1.0]",1.0,1.0,3.866611957550049,1620425535.110199,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425535.844652, 0.0]","[1.0, 1.0]",1.0,1.0,3.8663392066955566,1620425540.7268548,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
9,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425541.9107888, 0.0]","[0.0, 0.0]",0.0,0.0,3.866403102874756,1620425546.859999,1,1,0,1,0.6,0.0,15,9,0,"[0, 0]"
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425550.660739, 0.0]","[1.0, 1.0]",1.0,1.0,1.199908971786499,1620425552.793222,1,-1,0,-1,1.0,1.0,2,2,0,"[0, 0]"
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425551.0596151, 0.0]","[1.0, 1.0]",1.0,1.0,3.8841660022735596,1620425555.842227,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
12,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620425556.660058, 0.0]","[0.0, 0.0]",0.0,0.0,3.8665640354156494,1620425561.343049,1,-1,0,-1,0.26666666666666666,0.0,15,4,0,"[0, 0]"
13,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620425562.226876, 0.0]","[0.0, 0.0]",0.0,0.0,3.866637945175171,1620425567.026342,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
14,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620425567.7921438, 0.0]","[0.0, 0.0]",0.0,0.0,3.867622137069702,1620425572.6918669,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
15,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425576.15985, 0.0]","[1.0, 1.0]",1.0,1.0,1.566781997680664,1620425578.8427489,1,1,0,1,0.5,1.0,4,2,0,"[0, 0]"
16,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425580.3437684, 0.0]","[1.0, 1.0]",1.0,1.0,0.9665298461914062,1620425582.1260061,1,1,0,1,1.0,1.0,1,1,0,"[0, 0]"
17,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425582.2432013, 0.0]","[1.0, 1.0]",1.0,1.0,1.6333348751068115,1620425584.625945,1,1,0,1,0.75,1.0,4,3,0,"[0, 0]"
18,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425584.9593391, 0.0]","[1.0, 1.0]",1.0,1.0,1.9833099842071533,1620425587.6759691,1,1,0,1,0.5,1.0,6,3,0,"[0, 0]"
19,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425589.1099079, 0.0]","[1.0, 1.0]",1.0,1.0,1.4006621837615967,1620425591.158648,1,1,0,1,0.6666666666666666,1.0,3,2,0,"[0, 0]"
20,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425589.7109678, 0.0]","[1.0, 1.0]",1.0,1.0,3.866415023803711,1620425594.142608,1,1,0,1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
21,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425595.292997, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666281700134277,1620425600.025792,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
22,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620425600.8760312, 0.0]","[0.0, 0.0]",0.0,0.0,3.866658926010132,1620425605.3756711,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
23,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620425606.4432406, 0.0]","[0.0, 0.0]",0.0,0.0,3.866483211517334,1620425610.958994,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
24,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425614.7258801, 0.0]","[1.0, 1.0]",1.0,1.0,1.1669678688049316,1620425616.558453,1,1,0,1,0.5,1.0,2,1,0,"[0, 0]"
25,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425614.575804, 0.0]","[1.0, 1.0]",1.0,1.0,3.8832008838653564,1620425619.1921742,1,1,0,1,0.3333333333333333,0.0,15,5,0,"[0, 0]"
26,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425622.1761029, 0.0]","[1.0, 1.0]",1.0,1.0,1.8499181270599365,1620425624.658684,1,1,0,1,0.6,1.0,5,3,0,"[0, 0]"
27,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425626.027222, 0.0]","[1.0, 1.0]",1.0,1.0,1.566188097000122,1620425628.125401,1,1,0,1,0.5,1.0,4,2,0,"[0, 0]"
28,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425628.126113, 0.0]","[1.0, 1.0]",1.0,1.0,2.5498969554901123,1620425631.325187,1,1,0,1,0.5555555555555556,1.0,9,5,0,"[0, 0]"
29,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425632.793373, 0.0]","[1.0, 1.0]",1.0,1.0,1.9666640758514404,1620425635.425099,1,1,0,1,0.3333333333333333,1.0,6,2,0,"[0, 0]"
30,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620425637.34321, 0.0]","[1.0, 1.0]",1.0,1.0,0.9833600521087646,1620425638.891667,1,1,0,1,1.0,1.0,1,1,0,"[0, 0]"
31,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425637.025908, 0.0]","[0.0, 0.0]",0.0,0.0,3.8665809631347656,1620425641.4251158,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
32,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620425642.607991, 0.0]","[0.0, 0.0]",0.0,0.0,3.8675589561462402,1620425647.290561,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
33,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425650.0587728, 0.0]","[1.0, 1.0]",1.0,1.0,1.9999041557312012,1620425652.8416588,1,-1,0,-1,0.6666666666666666,1.0,6,4,0,"[0, 0]"
34,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620425651.759335, 0.0]","[1.0, 1.0]",1.0,1.0,3.866487979888916,1620425656.34165,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
