,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,2.0,2021_05_10,MS
1,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,3.0,2021_05_10,MS
2,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,5.0,2021_05_10,MS
3,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,13.0,2021_05_10,MS
4,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,14.0,2021_05_10,MS
5,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,15.0,2021_05_10,MS
6,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,16.0,2021_05_10,MS
7,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,17.0,2021_05_10,MS
8,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,19.0,2021_05_10,MS
9,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,20.0,2021_05_10,MS
10,1R,Low,6.0,6.0,0.0,0.0,self,1.0,8.0,21.0,2021_05_10,MS
11,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,25.0,2021_05_10,MS
12,1R,High,13.0,13.0,0.0,0.0,self,1.0,1.0,26.0,2021_05_10,MS
13,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,27.0,2021_05_10,MS
14,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,29.0,2021_05_10,MS
15,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,30.0,2021_05_10,MS
16,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,31.0,2021_05_10,MS
17,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,33.0,2021_05_10,MS
18,1R,Low,8.0,8.0,0.0,0.0,self,1.0,9.0,34.0,2021_05_10,MS
19,1R,Low,7.0,7.0,0.0,0.0,self,1.0,10.0,35.0,2021_05_10,MS
20,1R,High,13.0,13.0,0.0,1.0,self,0.0,11.0,36.0,2021_05_10,MS
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,40.0,2021_05_10,MS
22,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,42.0,2021_05_10,MS
23,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,43.0,2021_05_10,MS
24,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,44.0,2021_05_10,MS
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,46.0,2021_05_10,MS
26,1R,High,12.0,12.0,0.0,0.0,self,1.0,9.0,49.0,2021_05_10,MS
27,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,53.0,2021_05_10,MS
28,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,55.0,2021_05_10,MS
29,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,56.0,2021_05_10,MS
30,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,57.0,2021_05_10,MS
31,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,58.0,2021_05_10,MS
32,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,60.0,2021_05_10,MS
33,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,61.0,2021_05_10,MS
34,1R,Low,7.0,7.0,0.0,0.0,self,1.0,9.0,62.0,2021_05_10,MS
35,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,63.0,2021_05_10,MS
36,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,66.0,2021_05_10,MS
37,1R,High,13.0,13.0,0.0,0.0,self,1.0,2.0,68.0,2021_05_10,MS
38,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,69.0,2021_05_10,MS
39,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,70.0,2021_05_10,MS
40,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,73.0,2021_05_10,MS
41,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,78.0,2021_05_10,MS
42,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,79.0,2021_05_10,MS
43,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,80.0,2021_05_10,MS
44,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,81.0,2021_05_10,MS
45,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,91.0,2021_05_10,MS
46,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,92.0,2021_05_10,MS
47,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,93.0,2021_05_10,MS
48,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,94.0,2021_05_10,MS
49,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,95.0,2021_05_10,MS
50,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,96.0,2021_05_10,MS
51,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,97.0,2021_05_10,MS
52,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,99.0,2021_05_10,MS
53,1R,Low,4.0,4.0,0.0,0.0,self,1.0,9.0,100.0,2021_05_10,MS
54,1R,Low,3.0,3.0,0.0,0.0,self,1.0,11.0,102.0,2021_05_10,MS
55,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,107.0,2021_05_10,MS
56,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,116.0,2021_05_10,MS
57,1R,Low,2.0,2.0,0.0,1.0,self,0.0,11.0,118.0,2021_05_10,MS
58,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,123.0,2021_05_10,MS
59,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,125.0,2021_05_10,MS
60,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,127.0,2021_05_10,MS
61,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,133.0,2021_05_10,MS
62,1R,Low,2.0,2.0,0.0,0.0,self,1.0,11.0,134.0,2021_05_10,MS
63,1R,Low,2.0,2.0,0.0,0.0,self,1.0,12.0,135.0,2021_05_10,MS
64,1R,Low,3.0,3.0,1.0,1.0,self,1.0,13.0,136.0,2021_05_10,MS
65,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,137.0,2021_05_10,MS
66,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,139.0,2021_05_10,MS
67,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,140.0,2021_05_10,MS
68,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,141.0,2021_05_10,MS
69,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,142.0,2021_05_10,MS
70,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,143.0,2021_05_10,MS
71,1R,Low,4.0,4.0,0.0,1.0,self,0.0,10.0,147.0,2021_05_10,MS
72,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,153.0,2021_05_10,MS
73,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,155.0,2021_05_10,MS
74,1R,Med,11.0,11.0,0.0,0.0,self,1.0,4.0,157.0,2021_05_10,MS
75,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,158.0,2021_05_10,MS
76,1R,Med,10.0,10.0,0.0,0.0,self,1.0,6.0,159.0,2021_05_10,MS
77,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,162.0,2021_05_10,MS
78,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,163.0,2021_05_10,MS
79,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,165.0,2021_05_10,MS
80,1R,Med,10.0,10.0,0.0,0.0,self,1.0,5.0,167.0,2021_05_10,MS
81,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,169.0,2021_05_10,MS
82,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,170.0,2021_05_10,MS
83,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,174.0,2021_05_10,MS
84,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,175.0,2021_05_10,MS
85,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,177.0,2021_05_10,MS
86,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,178.0,2021_05_10,MS
87,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,180.0,2021_05_10,MS
88,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,181.0,2021_05_10,MS
89,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,182.0,2021_05_10,MS
90,1R,Low,4.0,4.0,0.0,1.0,self,0.0,9.0,183.0,2021_05_10,MS
91,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,187.0,2021_05_10,MS
92,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,194.0,2021_05_10,MS
93,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,198.0,2021_05_10,MS
94,1R,High,13.0,13.0,0.0,0.0,self,1.0,1.0,199.0,2021_05_10,MS
95,1R,Med,9.0,9.0,0.0,0.0,self,1.0,6.0,204.0,2021_05_10,MS
96,1R,Low,2.0,2.0,0.0,1.0,self,0.0,8.0,206.0,2021_05_10,MS
97,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,211.0,2021_05_10,MS
98,1R,Low,5.0,5.0,1.0,0.0,self,0.0,4.0,215.0,2021_05_10,MS
99,1R,Low,8.0,8.0,0.0,1.0,self,0.0,6.0,217.0,2021_05_10,MS
100,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,223.0,2021_05_10,MS
101,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,225.0,2021_05_10,MS
102,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,226.0,2021_05_10,MS
103,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,227.0,2021_05_10,MS
104,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,231.0,2021_05_10,MS
105,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,232.0,2021_05_10,MS
106,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,234.0,2021_05_10,MS
107,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,235.0,2021_05_10,MS
108,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,237.0,2021_05_10,MS
109,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,238.0,2021_05_10,MS
110,1R,Low,2.0,2.0,0.0,1.0,self,0.0,8.0,239.0,2021_05_10,MS
111,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,243.0,2021_05_10,MS
112,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,244.0,2021_05_10,MS
113,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,245.0,2021_05_10,MS
114,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,246.0,2021_05_10,MS
115,1R,Med,9.0,9.0,0.0,0.0,self,1.0,4.0,247.0,2021_05_10,MS
116,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,248.0,2021_05_10,MS
117,1R,Med,9.0,9.0,0.0,0.0,self,1.0,6.0,249.0,2021_05_10,MS
118,1R,Low,2.0,2.0,0.0,1.0,self,0.0,7.0,250.0,2021_05_10,MS
119,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,253.0,2021_05_10,MS
120,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,255.0,2021_05_10,MS
121,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,256.0,2021_05_10,MS
122,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,257.0,2021_05_10,MS
123,1R,Med,9.0,9.0,0.0,0.0,self,1.0,6.0,259.0,2021_05_10,MS
124,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,260.0,2021_05_10,MS
125,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,261.0,2021_05_10,MS
126,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,263.0,2021_05_10,MS
127,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,264.0,2021_05_10,MS
128,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,265.0,2021_05_10,MS
129,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,266.0,2021_05_10,MS
130,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,268.0,2021_05_10,MS
131,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,269.0,2021_05_10,MS
132,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,271.0,2021_05_10,MS
133,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,272.0,2021_05_10,MS
134,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,273.0,2021_05_10,MS
135,1R,Low,1.0,1.0,0.0,0.0,self,1.0,11.0,274.0,2021_05_10,MS
136,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,277.0,2021_05_10,MS
137,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,278.0,2021_05_10,MS
138,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,280.0,2021_05_10,MS
139,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,281.0,2021_05_10,MS
140,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,284.0,2021_05_10,MS
141,1R,Low,5.0,5.0,0.0,0.0,self,1.0,9.0,286.0,2021_05_10,MS
142,1R,Low,5.0,5.0,0.0,0.0,self,1.0,10.0,287.0,2021_05_10,MS
143,1R,Low,1.0,1.0,1.0,1.0,self,1.0,11.0,288.0,2021_05_10,MS
144,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,293.0,2021_05_10,MS
145,1R,Med,10.0,10.0,0.0,0.0,self,1.0,2.0,295.0,2021_05_10,MS
146,1R,Low,8.0,8.0,0.0,0.0,self,1.0,3.0,296.0,2021_05_10,MS
147,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,297.0,2021_05_10,MS
