Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1671207482.216005,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671207485.083982,172,8.048178911209106,0,1,1,-1,0.15,0.9333333333333332,"[2.0657968521118164, 1.4160757064819336]",1.0,8.048178911209106,15,14,1.524040478751353,0,9.047968864440918,2022_12_16_11_18_01,1,"[0, 0]","[3, 2]","[1, 0]","[1, 2]",1R,1R,0.0,1,,,,,,,,,,,,
1,1,1671207494.064448,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671207496.1667871,126,7.19990086555481,0,1,1,-1,0.15,0.5333333333333333,"[1.2999427318572998, 1.1500258445739746]",0.0,7.19990086555481,15,8,1.9708215608352664,0,8.199164867401123,2022_12_16_11_18_13,2,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",1NR,1NR,1.0,2,,,,,,,,,,,,
2,2,1671207505.030607,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671207507.0646029,122,7.348937034606934,0,1,-1,-1,0.0,0.7333333333333333,"[1.233139991760254, 0.9834170341491699]",0.0,7.348937034606934,15,11,1.6118572276300978,0,8.348705053329468,2022_12_16_11_18_23,3,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,2NR,2.0,3,,,,,,,,,,,,
3,3,1671207516.145757,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671207521.180363,302,7.150978088378906,1,0,1,1,0.15,0.6666666666666666,"[2.4502909183502197, 4.233827114105225]",1.0,7.150978088378906,6,4,1.5572087323542692,0,8.15066909790039,2022_12_16_11_18_35,4,"[0, 0]","[3, 3]","[0, 0]","[3, 3]",1R,1R,3.0,4,,,,,,,,,,,,
4,4,1671207527.0620842,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671207530.19628,188,4.899951696395874,0,1,1,1,0.15,0.6,"[2.333584785461426, 1.0008158683776855]",1.0,4.899951696395874,5,3,1.4845208167209458,0,5.90008282661438,2022_12_16_11_18_46,5,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1R,1R,4.0,5,,,,,,,,,,,,
5,5,1671207535.627699,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671207537.4958029,111,7.166614055633545,1,0,1,1,0.15,0.3333333333333333,"[1.0511019229888916, 0.9840660095214844]",0.0,7.166614055633545,15,5,1.7755092303551308,0,8.166106224060059,2022_12_16_11_18_54,6,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NR,1NR,5.0,6,,,,,,,,,,,,
6,6,1671207546.5441768,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671207548.545121,120,7.300519227981567,1,0,-1,-1,0.0,0.6666666666666666,"[1.1996080875396729, 0.9828932285308838]",0.0,7.300519227981567,15,10,2.063421810785075,0,8.298591136932373,2022_12_16_11_19_05,7,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,2NR,6.0,7,,,,,,,,,,,,
7,7,1671207557.609935,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671207561.89512,256,9.400068998336792,0,1,1,1,0.15,0.9333333333333332,"[3.485081911087036, 2.167243719100952]",0.0,9.400068998336792,15,14,1.3300209710773765,0,10.399874925613403,2022_12_16_11_19_16,8,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1NRG,3NR,7.0,8,,,,,,,,,,,,
8,8,1671207570.875938,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671207574.793946,235,9.217374086380005,0,1,1,-1,0.15,0.7333333333333333,"[3.116331100463867, 1.016658067703247]",0.0,9.217374086380005,15,11,1.428733534463732,0,10.21637797355652,2022_12_16_11_19_29,9,"[1, 1]","[1, 1]","[0, 1]","[2, 1]",2NRG,4NR,8.0,9,,,,,,,,,,,,
9,9,1671207583.941406,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671207586.327402,143,7.548959970474243,0,1,-1,1,0.0,0.8,"[1.5839741230010986, 0.9832179546356201]",0.0,7.548959970474243,15,12,1.3415760926092242,0,8.54880404472351,2022_12_16_11_19_42,10,"[0, 1]","[5, 1]","[1, 1]","[1, 1]",1NRO,5NR,9.0,10,,,,,,,,,,,,
