,Outcome,Performance,Effort,Difficulty,1back-Performance,1back-Effort,1back-Difficulty,Switches,Condition,1back-Condition,Corrects,Confidence,Prev_confidence,Pos_in_block,Player,Session
0,1R,1.0,0.07012499999999999,0.7520514731,10.0,0.528275,0.7061207778,0.0,Observer,Actor-incongruent,1.0,2.0,2.0,0.0,KL,session1
1,1R,6.0,0.21972500000000006,0.5528393310000002,1.0,0.07012499999999999,0.7520514731,0.0,Observer,Observer,1.0,2.0,2.0,1.0,KL,session1
2,1R,1.0,0.032725000000000004,1.0120815791999997,6.0,0.21972500000000006,0.5528393310000002,0.0,Observer,Observer,1.0,3.0,2.0,2.0,KL,session1
3,1R,11.0,0.32257500000000006,0.8225497124999999,1.0,0.032725000000000004,1.0120815791999997,0.0,Observer,Observer,1.0,3.0,3.0,3.0,KL,session1
4,1R,2.0,0.26647499999999996,1.3288454393999998,8.0,0.5563250000000004,1.8816833790999996,0.0,Actor-incongruent,Actor,1.0,3.0,2.0,0.0,KL,session1
5,1R,7.0,0.743325,1.6552531094,15.0,0.5049,0.5892683619,0.0,Actor,Observer,1.0,3.0,3.0,2.0,KL,session1
6,1R,2.0,0.042074999999999974,1.0097809877,7.0,0.743325,1.6552531094,0.0,Actor,Actor,1.0,4.0,3.0,3.0,KL,session1
7,1R,3.0,0.13090000000000007,1.0184100091,2.0,0.042074999999999974,1.0097809877,0.0,Observer,Actor,1.0,3.0,4.0,4.0,KL,session1
8,1R,1.0,0.01402500000000001,0.9584211171,10.0,0.5656749999999999,1.266446009,0.0,Observer,Actor,1.0,2.0,2.0,6.0,KL,session1
9,1R,8.0,0.565675,1.5674167565,1.0,0.01402500000000001,0.9584211171,0.0,Actor,Observer,1.0,2.0,2.0,7.0,KL,session1
10,1R,7.0,0.4067249999999999,1.0337906516,10.0,0.668525,1.3412367669999998,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,1.0,0.0,KL,session1
11,1R,2.0,0.2057,0.6413052186000001,7.0,0.4067249999999999,1.0337906516,0.0,Actor,Observer-incongruent,1.0,2.0,2.0,1.0,KL,session1
12,1R,7.0,0.5423000000000001,0.9928309729,2.0,0.2057,0.6413052186000001,0.0,Actor,Actor,1.0,3.0,2.0,2.0,KL,session1
13,1R,1.0,0.10285000000000011,0.6479325766999999,11.0,0.5843749999999999,0.8964950816,0.0,Observer-incongruent,Actor,1.0,2.0,1.0,4.0,KL,session1
14,1R,3.0,0.08882500000000004,1.2553714977000003,1.0,0.10285000000000011,0.6479325766999999,0.0,Actor,Observer-incongruent,1.0,3.0,2.0,5.0,KL,session1
15,1R,3.0,0.24777499999999986,0.8972552816999999,3.0,0.08882500000000004,1.2553714977000003,0.0,Actor,Actor,1.0,4.0,3.0,6.0,KL,session1
16,1R,3.0,0.28517499999999996,1.2021424624,12.0,0.5376249999999999,0.7378116787999998,0.0,Observer-incongruent,Actor,1.0,2.0,2.0,8.0,KL,session1
17,1R,2.0,0.17765000000000009,1.4562759738,8.0,0.96305,1.2259324460000003,0.0,Observer-incongruent,Actor,1.0,2.0,2.0,12.0,KL,session1
18,1R,3.0,0.11687499999999973,0.8002492644999998,9.0,0.4674999999999997,1.2423944174,0.0,Actor-incongruent,Observer,1.0,3.0,2.0,14.0,KL,session1
19,1R,1.0,0.0,1.2487485331000001,3.0,0.11687499999999973,0.8002492644999998,0.0,Observer,Actor-incongruent,1.0,3.0,3.0,15.0,KL,session1
20,1R,4.0,0.12622499999999992,0.8057672105000001,1.0,0.0,1.2487485331000001,0.0,Observer,Observer,0.0,4.0,3.0,16.0,KL,session1
21,1R,4.0,0.21505000000000002,1.0381970194,9.0,0.49554999999999993,1.2537337792999999,0.0,Observer,Actor,1.0,2.0,2.0,0.0,KL,session1
22,1R,14.0,0.32725,0.47417825840000016,4.0,0.21505000000000002,1.0381970194,0.0,Observer,Observer,1.0,3.0,2.0,1.0,KL,session1
23,1R,11.0,0.2945249999999999,0.8016833474,14.0,0.32725,0.47417825840000016,0.0,Observer,Observer,1.0,3.0,3.0,2.0,KL,session1
24,1R,3.0,0.051425,1.5292737897,11.0,0.2945249999999999,0.8016833474,0.0,Observer,Observer,1.0,2.0,3.0,3.0,KL,session1
25,1R,4.0,0.4114,1.1364265121000001,7.0,0.5235999999999998,2.2634336522,0.0,Observer-incongruent,Actor,1.0,2.0,1.0,6.0,KL,session1
26,1R,3.0,0.24777500000000002,1.1892986871000004,4.0,0.4114,1.1364265121000001,0.0,Actor,Observer-incongruent,1.0,2.0,2.0,7.0,KL,session1
27,1R,1.0,0.10752500000000001,0.7840641144999998,3.0,0.24777500000000002,1.1892986871000004,0.0,Observer,Actor,1.0,2.0,2.0,8.0,KL,session1
28,1R,5.0,0.2103750000000001,1.9327878207,1.0,0.10752500000000001,0.7840641144999998,0.0,Actor,Observer,1.0,3.0,2.0,9.0,KL,session1
29,1R,5.0,0.25244999999999995,1.1400263513,5.0,0.2103750000000001,1.9327878207,0.0,Observer,Actor,0.0,3.0,3.0,10.0,KL,session1
30,1R,8.0,0.5516500000000002,1.1768230741000003,11.0,0.7292999999999996,1.0344504534,0.0,Actor,Observer,1.0,2.0,1.0,0.0,KL,session1
31,1R,7.0,0.3366000000000001,0.7828299905999997,10.0,0.71995,0.8763372750000001,0.0,Observer,Actor,1.0,2.0,2.0,2.0,KL,session1
32,1R,9.0,0.378675,1.1913890521000001,11.0,0.839762852,1.3727919082,0.0,Observer-incongruent,Actor-incongruent,1.0,1.0,2.0,5.0,KL,session1
33,1R,6.0,0.201025,1.0507795789,9.0,0.378675,1.1913890521000001,0.0,Observer,Observer-incongruent,0.0,2.0,1.0,6.0,KL,session1
34,1R,4.0,0.4301,1.2943313056,11.0,0.6357999999999999,1.3535148183999999,0.0,Actor,Actor-incongruent,1.0,2.0,2.0,0.0,KL,session1
35,1R,1.0,0.0,0.9121514231000001,9.0,0.6825500000000001,1.3306534296,0.0,Observer,Actor,1.0,3.0,2.0,2.0,KL,session1
36,1R,4.0,0.39270000000000005,1.313357983,13.0,0.6685249999999998,0.7012409453999999,0.0,Actor,Actor,1.0,3.0,2.0,4.0,KL,session1
37,1R,2.0,0.05609999999999998,0.9554141715,6.0,0.8508500000000001,1.2466209697,0.0,Observer-incongruent,Actor-incongruent,1.0,1.0,2.0,7.0,KL,session1
38,1R,4.0,0.032725000000000004,0.8133056117000003,10.0,0.28049999999999997,1.1248068644,0.0,Observer,Observer,1.0,2.0,1.0,0.0,KL,session1
39,1R,6.0,0.08415000000000006,0.7156945259999999,12.0,0.3926999999999998,1.0447559078000004,0.0,Observer,Observer,1.0,1.0,1.0,3.0,KL,session1
40,1R,8.0,0.38802499999999984,1.8438391172000004,6.0,0.08415000000000006,0.7156945259999999,0.0,Actor,Observer,1.0,3.0,1.0,4.0,KL,session1
41,1R,5.0,0.25712500000000005,1.6377255298,10.0,0.6311249999999999,0.6877611729,1.0,Observer-incongruent,Actor,0.0,2.0,2.0,6.0,KL,session1
42,1R,6.0,0.17764999999999997,1.1639518270999996,7.0,0.29452500000000004,1.6090771283000003,0.0,Observer-incongruent,Actor-incongruent,1.0,1.0,1.0,9.0,KL,session1
43,1R,9.0,0.406725,1.1999901633000003,6.0,0.17764999999999997,1.1639518270999996,0.0,Actor,Observer-incongruent,0.0,2.0,1.0,10.0,KL,session1
44,1R,9.0,0.23374999999999996,1.2763950775999997,10.0,0.37867499999999965,1.1170522509,0.0,Observer,Observer,1.0,2.0,1.0,0.0,KL,session1
45,1R,3.0,0.14492499999999997,1.5545134046000002,7.0,0.4114000000000001,1.2888485561999998,0.0,Observer-incongruent,Observer,1.0,1.0,1.0,3.0,KL,session1
46,1R,6.0,0.07947499999999996,1.3497485055,3.0,0.14492499999999997,1.5545134046000002,0.0,Observer,Observer-incongruent,1.0,2.0,1.0,4.0,KL,session1
47,1R,3.0,0.12155000000000005,0.8350804712000002,6.0,0.07947499999999996,1.3497485055,0.0,Observer,Observer,1.0,1.0,2.0,5.0,KL,session1
48,1R,4.0,0.31322500000000003,1.0676795715000003,3.0,0.12155000000000005,0.8350804712000002,0.0,Observer,Observer,1.0,2.0,1.0,6.0,KL,session1
49,1R,7.0,0.17765000000000014,1.1728759225999998,4.0,0.31322500000000003,1.0676795715000003,0.0,Observer,Observer,1.0,2.0,2.0,7.0,KL,session1
50,1R,8.0,0.3693250000000001,1.2503775954,7.0,0.17765000000000014,1.1728759225999998,0.0,Actor,Observer,1.0,2.0,2.0,8.0,KL,session1
51,1R,4.0,0.341275,1.3047381021,8.0,0.3693250000000001,1.2503775954,0.0,Actor,Actor,0.0,1.0,2.0,9.0,KL,session1
52,1R,3.0,0.10284999999999977,1.1987029445,11.0,0.8321500000000001,0.9520621403,0.0,Observer,Actor,1.0,1.0,1.0,0.0,KL,session1
53,1R,1.0,0.08414999999999995,1.3644894645000005,3.0,0.10284999999999977,1.1987029445,0.0,Actor,Observer,1.0,2.0,1.0,1.0,KL,session1
54,1R,5.0,0.28049999999999975,2.2466342446000005,1.0,0.08414999999999995,1.3644894645000005,0.0,Actor,Actor,1.0,3.0,2.0,2.0,KL,session1
55,1R,3.0,0.14492500000000008,0.7236582200000001,9.0,0.3506250000000002,1.4542309301,0.0,Actor-incongruent,Actor,1.0,2.0,1.0,8.0,KL,session1
56,1R,7.0,0.6311249999999999,1.1618046861,3.0,0.14492500000000008,0.7236582200000001,0.0,Observer,Actor-incongruent,1.0,2.0,2.0,9.0,KL,session1
57,1R,3.0,0.12155000000000016,1.3059326666,7.0,0.6311249999999999,1.1618046861,0.0,Observer,Observer,1.0,3.0,2.0,10.0,KL,session1
58,1R,2.0,0.09349999999999992,0.9909840208,3.0,0.12155000000000016,1.3059326666,0.0,Observer,Observer,0.0,4.0,3.0,11.0,KL,session1
59,1R,2.0,0.1262250000000001,1.0772164559000001,11.0,0.7059249999999996,1.0731428153000002,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,2.0,0.0,KL,session1
60,1R,1.0,0.0,0.9932869482000002,2.0,0.1262250000000001,1.0772164559000001,0.0,Observer,Observer-incongruent,1.0,2.0,2.0,1.0,KL,session1
61,1R,12.0,0.45347499999999996,0.6522728151000001,15.0,0.7994250000000002,0.6689377252000002,0.0,Observer,Actor-incongruent,1.0,2.0,2.0,4.0,KL,session1
62,1R,3.0,0.21505000000000005,0.6080663340999999,12.0,0.6591750000000001,0.7926362085000002,0.0,Observer-incongruent,Actor-incongruent,1.0,1.0,1.0,7.0,KL,session1
63,1R,1.0,0.07947500000000007,1.3471894625000003,11.0,0.462825,0.8557786854,0.0,Actor,Observer,1.0,2.0,1.0,0.0,KL,session1
64,1R,9.0,0.47217500000000034,1.2898412096999996,7.0,0.6451500000000003,1.3725510387000002,0.0,Observer,Actor,1.0,2.0,1.0,2.0,KL,session1
65,1R,5.0,0.2664749999999998,1.1142678897000002,11.0,0.27115,1.0851001856,0.0,Observer,Observer,1.0,2.0,1.0,4.0,KL,session1
66,1R,7.0,0.14959999999999996,1.1795282792,5.0,0.2664749999999998,1.1142678897000002,0.0,Actor,Observer,1.0,3.0,2.0,5.0,KL,session1
67,1R,13.0,0.7386500000000001,0.7571961457000003,12.0,0.6264500000000001,1.3077168361999996,0.0,Actor-incongruent,Actor,0.0,2.0,1.0,15.0,KL,session1
68,1R,6.0,0.4067249999999999,1.396231418,7.0,0.640475,0.7237856499000002,0.0,Observer,Observer-incongruent,1.0,2.0,1.0,0.0,KL,session1
69,1R,1.0,0.02805000000000002,1.9842132916000004,6.0,0.4067249999999999,1.396231418,0.0,Actor,Observer,1.0,3.0,2.0,1.0,KL,session1
70,1R,1.0,0.285175,0.8521010652000001,9.0,0.8087749999999999,1.2521174764000003,0.0,Actor,Actor,1.0,2.0,1.0,3.0,KL,session1
71,1R,11.0,0.4674999999999999,1.0676921982,1.0,0.285175,0.8521010652000001,0.0,Observer,Actor,1.0,3.0,2.0,4.0,KL,session1
72,1R,2.0,0.22439999999999993,1.0432444277000001,11.0,0.4674999999999999,1.0676921982,1.0,Observer,Observer,0.0,1.0,3.0,5.0,KL,session1
73,1R,8.0,0.14960000000000007,0.5091469730999998,9.0,0.836825,0.9489324667000001,0.0,Observer-incongruent,Actor,1.0,2.0,1.0,0.0,KL,session1
74,1R,1.0,0.0,1.0777346993,8.0,0.14960000000000007,0.5091469730999998,0.0,Observer,Observer-incongruent,1.0,3.0,2.0,1.0,KL,session1
75,1R,10.0,0.26647500000000013,1.1396684431000004,9.0,0.500225,1.0892286912,0.0,Actor-incongruent,Observer-incongruent,1.0,2.0,1.0,9.0,KL,session1
76,1R,2.0,0.0,1.4060809202,11.0,0.30854999999999955,1.0665975525000002,0.0,Observer-incongruent,Observer,1.0,1.0,1.0,11.0,KL,session1
77,1R,7.0,0.32257500000000017,1.0376359422,2.0,0.0,1.4060809202,0.0,Observer,Observer-incongruent,1.0,1.0,1.0,12.0,KL,session1
78,1R,4.0,0.35997500000000016,1.2318460415999999,7.0,0.32257500000000017,1.0376359422,0.0,Actor,Observer,0.0,3.0,1.0,13.0,KL,session1
79,1R,6.0,0.2057,0.5347435988999999,11.0,0.31789999999999985,0.92347528,0.0,Observer,Observer-incongruent,1.0,1.0,1.0,0.0,KL,session1
80,1R,6.0,0.29452500000000004,1.3144424464,6.0,0.2057,0.5347435988999999,0.0,Observer,Observer,1.0,2.0,1.0,1.0,KL,session1
81,1R,5.0,0.1683,0.6954697874,6.0,0.29452500000000004,1.3144424464,0.0,Actor,Observer,1.0,3.0,2.0,2.0,KL,session1
82,1R,3.0,0.21505000000000002,0.7637703786000001,12.0,0.5826378537,0.5296196674,0.0,Actor,Actor,1.0,3.0,2.0,4.0,KL,session1
83,1R,4.0,0.15894999999999998,0.9515454952999999,3.0,0.21505000000000002,0.7637703786000001,0.0,Observer,Actor,1.0,4.0,3.0,5.0,KL,session1
84,1R,4.0,0.57035,1.3161400676,7.0,0.8677954802999999,1.4201118640000001,0.0,Actor,Observer,1.0,1.0,1.0,7.0,KL,session1
85,1R,1.0,0.10285000000000002,1.1510454034,4.0,0.57035,1.3161400676,0.0,Actor,Actor,0.0,1.0,1.0,8.0,KL,session1
86,1R,10.0,0.38802499999999984,1.2969966781000002,11.0,0.9069500000000001,0.9038751025999999,0.0,Actor,Actor,1.0,3.0,2.0,0.0,KL,session1
87,1R,1.0,0.10285000000000011,1.1684110238,10.0,0.38802499999999984,1.2969966781000002,0.0,Actor,Actor,1.0,4.0,3.0,1.0,KL,session1
88,1R,10.0,0.3599749999999998,1.6806227450999995,1.0,0.10285000000000011,1.1684110238,0.0,Actor,Actor,1.0,2.0,4.0,2.0,KL,session1
89,1R,6.0,0.5563250000000001,1.0683245149,10.0,0.3599749999999998,1.6806227450999995,0.0,Actor,Actor,1.0,1.0,2.0,3.0,KL,session1
90,1R,1.0,0.15427499999999994,0.9456116367000003,6.0,0.5563250000000001,1.0683245149,0.0,Observer,Actor,1.0,2.0,1.0,4.0,KL,session1
91,1R,8.0,0.3459500000000001,0.7802794647999998,10.0,0.462825,1.1913038278,0.0,Observer,Actor-incongruent,1.0,2.0,1.0,8.0,KL,session1
92,1R,5.0,0.04674999999999996,0.8424422942000005,8.0,0.3459500000000001,0.7802794647999998,0.0,Actor,Observer,0.0,3.0,2.0,9.0,KL,session1
93,1R,6.0,0.3599749999999999,0.7704671447000002,8.0,0.7246250000000002,1.0687338044999999,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,1.0,0.0,KL,session1
94,1R,4.0,0.219725,0.7875045032,6.0,0.3599749999999999,0.7704671447000002,0.0,Observer,Observer-incongruent,1.0,3.0,2.0,1.0,KL,session1
95,1R,5.0,0.1496,2.0536383466,11.0,0.7106000000000003,1.1491863341,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,1.0,4.0,KL,session1
96,1R,8.0,0.3926999999999999,0.9705364818,5.0,0.1496,2.0536383466,0.0,Observer,Observer-incongruent,1.0,2.0,2.0,5.0,KL,session1
97,1R,3.0,0.1215500000000001,0.7645646764000001,8.0,0.3926999999999999,0.9705364818,0.0,Observer,Observer,1.0,2.0,2.0,6.0,KL,session1
98,1R,10.0,0.313225,0.5882943382000001,3.0,0.1215500000000001,0.7645646764000001,0.0,Observer,Observer,0.0,2.0,2.0,7.0,KL,session1
99,1R,6.0,0.3366000000000001,1.2043757505,11.0,0.42542499999999994,1.4764410081999997,0.0,Actor,Actor,1.0,3.0,1.0,0.0,KL,session1
100,1R,1.0,0.00935000000000008,1.3826818424000002,6.0,0.3366000000000001,1.2043757505,0.0,Observer,Actor,1.0,4.0,3.0,1.0,KL,session1
101,1R,9.0,0.5376250000000002,1.014453773,1.0,0.00935000000000008,1.3826818424000002,0.0,Actor,Observer,1.0,4.0,4.0,2.0,KL,session1
102,1R,2.0,0.14492499999999975,0.9197211616,9.0,0.5376250000000002,1.014453773,0.0,Observer,Actor,1.0,3.0,4.0,3.0,KL,session1
103,1R,7.0,0.28517499999999996,1.0606398709,2.0,0.14492499999999975,0.9197211616,0.0,Actor,Observer,1.0,2.0,3.0,4.0,KL,session1
104,1R,1.0,0.01869999999999994,1.7733921853999994,7.0,0.28517499999999996,1.0606398709,0.0,Observer,Actor,1.0,1.0,2.0,5.0,KL,session1
105,1R,3.0,0.04675000000000007,1.6863155135000003,8.0,0.5329500000000004,1.5720427461999997,1.0,Observer-incongruent,Actor,0.0,1.0,1.0,7.0,KL,session1
106,1R,1.0,0.01402500000000001,1.4101060576,12.0,0.7152750000000002,0.7993090187000002,0.0,Actor-incongruent,Actor-incongruent,1.0,3.0,2.0,0.0,KL,session1
107,1R,5.0,0.187,0.8392358118,1.0,0.01402500000000001,1.4101060576,0.0,Observer,Actor-incongruent,1.0,3.0,3.0,1.0,KL,session1
108,1R,2.0,0.018699999999999994,1.0631927812000002,11.0,0.29919999999999997,1.130100944,0.0,Actor,Observer,1.0,2.0,1.0,3.0,KL,session1
109,1R,7.0,0.17765000000000003,0.7288362449000001,2.0,0.018699999999999994,1.0631927812000002,0.0,Actor,Actor,1.0,3.0,2.0,4.0,KL,session1
110,1R,3.0,0.294525,1.1745480857000001,8.0,0.5469749999999999,1.219033082,0.0,Observer,Actor,1.0,1.0,1.0,6.0,KL,session1
111,1R,2.0,0.0748,0.4587599406,3.0,0.294525,1.1745480857000001,0.0,Observer,Observer,1.0,2.0,1.0,7.0,KL,session1
112,1R,5.0,0.26647500000000013,1.2859555142,2.0,0.0748,0.4587599406,0.0,Actor,Observer,1.0,1.0,2.0,8.0,KL,session1
113,1R,1.0,0.042074999999999974,1.708492129,5.0,0.26647500000000013,1.2859555142,0.0,Observer,Actor,1.0,1.0,1.0,9.0,KL,session1
114,1R,3.0,0.046750000000000014,1.7048091984000004,1.0,0.042074999999999974,1.708492129,0.0,Observer,Observer,1.0,2.0,1.0,10.0,KL,session1
115,1R,6.0,0.42075000000000007,1.2171998645,3.0,0.046750000000000014,1.7048091984000004,0.0,Observer,Observer,0.0,1.0,2.0,11.0,KL,session1
116,1R,8.0,0.21037499999999998,0.9198179376,14.0,0.341275,0.4551525042,0.0,Observer,Observer,1.0,2.0,2.0,0.0,KL,session1
117,1R,2.0,0.05610000000000004,1.0892932943,8.0,0.21037499999999998,0.9198179376,0.0,Observer,Observer,1.0,2.0,2.0,1.0,KL,session1
118,1R,2.0,0.08882499999999993,1.2860974734,2.0,0.05610000000000004,1.0892932943,0.0,Observer,Observer,1.0,3.0,2.0,2.0,KL,session1
119,1R,4.0,0.10285000000000011,1.5216084916000003,2.0,0.08882499999999993,1.2860974734,0.0,Observer,Observer,1.0,2.0,3.0,3.0,KL,session1
120,1R,1.0,0.09817500000000001,1.4289633197000002,4.0,0.10285000000000011,1.5216084916000003,0.0,Actor,Observer,1.0,1.0,2.0,4.0,KL,session1
121,1R,5.0,0.08414999999999995,1.3371920273,1.0,0.09817500000000001,1.4289633197000002,0.0,Actor,Actor,1.0,1.0,1.0,5.0,KL,session1
122,1R,2.0,0.06077499999999997,1.5921517963,8.0,0.5095749999999999,1.5009022452000003,0.0,Observer,Actor,1.0,2.0,1.0,0.0,KL,session1
123,1R,1.0,0.02804999999999999,1.2562590665,2.0,0.06077499999999997,1.5921517963,0.0,Observer,Observer,1.0,3.0,2.0,1.0,KL,session1
124,1R,1.0,0.032725000000000004,1.4467997395999999,5.0,0.19635000000000002,1.8981953350000003,0.0,Observer,Actor,1.0,2.0,1.0,3.0,KL,session1
125,1R,6.0,0.15427500000000005,0.6215981701000001,1.0,0.032725000000000004,1.4467997395999999,0.0,Actor,Observer,1.0,3.0,2.0,4.0,KL,session1
126,1R,6.0,0.8350880275000001,1.0604195222000001,6.0,0.15427500000000005,0.6215981701000001,1.0,Observer,Actor,0.0,2.0,3.0,5.0,KL,session1
127,1R,1.0,0.15895,1.4054237481999998,6.0,0.8350880275000001,1.0604195222000001,1.0,Observer-incongruent,Observer,0.0,1.0,2.0,6.0,KL,session1
128,1R,6.0,0.15427499999999994,0.6953999657000001,7.0,0.6217749999999999,1.8109773867999994,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,1.0,8.0,KL,session1
129,1R,3.0,0.042075000000000085,1.5369681438000002,9.0,0.6919000000000002,1.1037949717000002,0.0,Observer,Actor,1.0,2.0,1.0,0.0,KL,session1
130,1R,4.0,0.2617999999999998,1.1458099112000002,3.0,0.042075000000000085,1.5369681438000002,0.0,Actor,Observer,1.0,3.0,2.0,1.0,KL,session1
131,1R,5.0,0.4488,1.3700507481,4.0,0.2617999999999998,1.1458099112000002,0.0,Observer,Actor,1.0,4.0,3.0,2.0,KL,session1
132,1R,9.0,0.2991999999999999,0.9488138772000002,9.0,0.5750250000000005,1.2317295938000004,0.0,Observer-incongruent,Actor,1.0,1.0,1.0,4.0,KL,session1
133,1R,1.0,0.1683,1.1505828093000003,9.0,0.2991999999999999,0.9488138772000002,0.0,Actor,Observer-incongruent,1.0,3.0,1.0,5.0,KL,session1
134,1R,6.0,0.25712499999999994,0.9533541483,10.0,0.4721749999999998,1.7171096528000005,1.0,Observer-incongruent,Actor,0.0,1.0,1.0,7.0,KL,session1
135,1R,7.0,0.16829999999999978,1.0427081699000005,10.0,0.5797,1.4142496173000003,0.0,Actor,Actor-incongruent,0.0,2.0,1.0,10.0,KL,session1
136,1R,3.0,0.15894999999999998,1.6229400035,11.0,0.8678128537,1.0870108172,0.0,Observer,Actor,1.0,3.0,1.0,0.0,KL,session1
137,1R,6.0,0.68255,1.0515345895,6.0,0.6574204802999999,1.2953872823,0.0,Actor,Observer,1.0,1.0,2.0,2.0,KL,session1
138,1R,4.0,0.19634999999999997,1.0812641999,6.0,0.68255,1.0515345895,0.0,Observer,Actor,1.0,3.0,1.0,3.0,KL,session1
139,1R,2.0,0.16830000000000003,1.2035992492,11.0,0.6264500000000002,0.7851437908999999,0.0,Observer-incongruent,Observer,1.0,1.0,2.0,6.0,KL,session1
140,1R,6.0,0.144925,1.1151592261,2.0,0.16830000000000003,1.2035992492,0.0,Observer,Observer-incongruent,1.0,1.0,1.0,7.0,KL,session1
141,1R,9.0,0.3085500000000001,1.0184220108,6.0,0.144925,1.1151592261,0.0,Observer,Observer,1.0,1.0,1.0,8.0,KL,session1
142,1R,9.0,0.49555000000000005,0.7554275973000001,9.0,0.3085500000000001,1.0184220108,1.0,Actor,Observer,1.0,2.0,1.0,9.0,KL,session1
143,1R,1.0,0.18700000000000006,1.0837714033999997,9.0,0.49555000000000005,0.7554275973000001,0.0,Actor-incongruent,Actor,1.0,2.0,2.0,0.0,KL,session1
144,1R,7.0,0.331925,1.8275463456,14.0,0.7480000000000001,0.7185345937000001,0.0,Observer,Actor-incongruent,1.0,2.0,1.0,5.0,KL,session1
145,1R,7.0,0.36932500000000024,1.4722621571000003,7.0,0.331925,1.8275463456,0.0,Observer,Observer,1.0,3.0,2.0,6.0,KL,session1
146,1R,2.0,0.05610000000000004,1.2407085318,8.0,0.8601999999999999,2.3623053547000006,0.0,Observer,Actor-incongruent,1.0,2.0,1.0,0.0,KL,session1
147,1R,11.0,0.38802499999999995,0.8601014653,10.0,0.39737499999999987,1.5659733100000002,0.0,Observer-incongruent,Actor,1.0,1.0,1.0,5.0,KL,session1
148,1R,2.0,0.24309999999999998,1.1174982143,11.0,0.38802499999999995,0.8601014653,0.0,Actor,Observer-incongruent,1.0,3.0,1.0,6.0,KL,session1
149,1R,1.0,0.09817499999999996,0.6554035945000002,2.0,0.24309999999999998,1.1174982143,0.0,Observer,Actor,1.0,2.0,3.0,7.0,KL,session1
150,1R,7.0,0.17765000000000006,1.3993197528999999,1.0,0.09817499999999996,0.6554035945000002,0.0,Actor,Observer,1.0,1.0,2.0,8.0,KL,session1
151,1R,5.0,0.22907500000000008,1.6085525879000004,7.0,0.17765000000000006,1.3993197528999999,0.0,Observer,Actor,0.0,1.0,1.0,9.0,KL,session1
152,1R,2.0,0.07947499999999996,1.2672748119000001,9.0,0.49554999999999993,1.2735271358999998,0.0,Observer-incongruent,Observer,1.0,2.0,3.0,0.0,KL,session1
153,1R,1.0,0.03272499999999978,1.6325201473000002,2.0,0.07947499999999996,1.2672748119000001,0.0,Observer,Observer-incongruent,1.0,1.0,2.0,1.0,KL,session1
154,1R,5.0,0.22440000000000015,0.8539735914000002,1.0,0.03272499999999978,1.6325201473000002,0.0,Actor,Observer,1.0,3.0,1.0,2.0,KL,session1
155,1R,1.0,0.04675000000000007,1.4849484551999996,7.0,0.4955499999999999,1.665667947,0.0,Observer-incongruent,Actor-incongruent,1.0,2.0,1.0,5.0,KL,session1
156,1R,2.0,0.5750250000000001,0.9973925321999999,1.0,0.04675000000000007,1.4849484551999996,0.0,Actor,Observer-incongruent,1.0,1.0,2.0,6.0,KL,session1
157,1R,9.0,0.1682999999999999,0.8584344131000002,2.0,0.5750250000000001,0.9973925321999999,0.0,Actor,Actor,1.0,3.0,1.0,7.0,KL,session1
158,1R,1.0,0.0,1.0118977007999999,11.0,0.5049,0.811940242,0.0,Observer-incongruent,Actor,1.0,3.0,1.0,0.0,KL,session1
159,1R,1.0,0.03739999999999999,0.5531581886000001,1.0,0.0,1.0118977007999999,0.0,Actor,Observer-incongruent,1.0,2.0,3.0,1.0,KL,session1
160,1R,7.0,0.17297500000000002,0.7742968741,1.0,0.03739999999999999,0.5531581886000001,0.0,Actor,Actor,1.0,4.0,2.0,2.0,KL,session1
161,1R,4.0,0.25712499999999994,0.8927336139000002,13.0,0.39269999999999994,0.5941344014999999,0.0,Actor-incongruent,Observer,1.0,2.0,1.0,8.0,KL,session1
162,1R,9.0,0.49087499999999973,1.2511001542,11.0,0.294525,0.7895980700999999,0.0,Observer-incongruent,Actor-incongruent,1.0,3.0,2.0,0.0,KL,session1
163,1R,7.0,0.556325,1.4203118059000006,9.0,0.49087499999999973,1.2511001542,0.0,Actor,Observer-incongruent,1.0,4.0,3.0,1.0,KL,session1
164,1R,9.0,0.28984999999999994,0.5761485028,14.0,0.36465000000000003,0.6225113798,0.0,Observer,Observer,1.0,1.0,2.0,3.0,KL,session1
165,1R,3.0,0.08414999999999995,1.3683306425000001,9.0,0.28984999999999994,0.5761485028,0.0,Observer,Observer,1.0,3.0,1.0,4.0,KL,session1
166,1R,10.0,0.44879999999999987,0.8808936835,12.0,0.4984880275,0.9464943568,0.0,Actor,Actor,1.0,3.0,2.0,8.0,KL,session1
167,1R,3.0,0.4955499999999998,1.1096182692000003,10.0,0.44879999999999987,0.8808936835,0.0,Actor,Actor,1.0,4.0,3.0,9.0,KL,session1
168,1R,6.0,0.28049999999999997,0.7408036103,3.0,0.4955499999999998,1.1096182692000003,0.0,Observer,Actor,1.0,4.0,4.0,10.0,KL,session1
169,1R,1.0,0.0981749999999999,0.9286761278999999,9.0,0.38334999999999997,1.5468158652000004,0.0,Actor,Observer-incongruent,1.0,3.0,2.0,14.0,KL,session1
