,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,8.0,8.0,0.0,0.0,Observer-incongruent,2.6321849822998047,1.0,0.0,0.9999343465123064,0.0,0.0,1.0,Offenbach,20230207
1,1R,Low,5.0,5.0,1.0,0.0,Observer,1.216353178024292,-1.0,1.0,0.9998691647786152,0.0,0.0,2.0,Offenbach,20230207
2,1R,Low,1.0,1.0,1.0,0.0,Observer-incongruent,1.300868272781372,-1.0,2.0,0.532435473189482,0.3482671055230537,0.0,3.0,Offenbach,20230207
3,1R,Low,3.0,3.0,0.0,0.0,Actor,1.1335217952728271,1.0,5.0,1.0,0.0,0.0,6.0,Offenbach,20230207
4,1R,Low,2.0,2.0,1.0,0.0,Observer,1.2504818439483643,-1.0,6.0,0.999974543727978,0.2552154351159526,0.0,7.0,Offenbach,20230207
5,1R,Low,7.0,7.0,0.0,0.0,Observer,2.849735975265503,1.0,0.0,0.1418981139958197,0.7004668425389832,0.0,12.0,Offenbach,20230207
6,1R,Low,6.0,6.0,0.0,0.0,Actor,1.1163928508758545,1.0,1.0,0.9367857142857144,0.0660714285714285,0.0,13.0,Offenbach,20230207
7,1R,Low,2.0,2.0,0.0,0.0,Actor,1.199997901916504,1.0,2.0,1.0,0.0,0.0,14.0,Offenbach,20230207
8,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0996029376983643,1.0,3.0,1.0,0.0,0.0,15.0,Offenbach,20230207
9,1R,Low,3.0,3.0,0.0,0.0,Actor,1.2830159664154053,1.0,4.0,1.0,0.0,0.0,16.0,Offenbach,20230207
10,1R,Low,1.0,1.0,0.0,0.0,Actor,1.066307783126831,1.0,5.0,0.9986430475272464,0.0,0.0,17.0,Offenbach,20230207
11,1R,Low,5.0,5.0,0.0,0.0,Actor,1.249908208847046,1.0,6.0,0.9999453154904568,0.0,0.0,18.0,Offenbach,20230207
12,1R,Low,2.0,2.0,0.0,0.0,Actor,1.2837209701538086,1.0,7.0,0.9999545061654184,0.0,0.0,19.0,Offenbach,20230207
13,1R,Low,3.0,3.0,0.0,0.0,Actor,1.099776029586792,1.0,8.0,1.0,0.0,0.0,20.0,Offenbach,20230207
14,1R,Low,8.0,8.0,0.0,0.0,Observer-incongruent,1.166795015335083,1.0,0.0,0.9999333703174272,0.0,0.0,22.0,Offenbach,20230207
15,1R,Low,4.0,4.0,0.0,0.0,Observer,1.1497950553894043,1.0,1.0,0.9999995233556632,0.0,0.0,23.0,Offenbach,20230207
16,1R,Low,1.0,1.0,1.0,0.0,Observer,1.016390323638916,-1.0,2.0,1.0,0.0,0.0,24.0,Offenbach,20230207
17,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,1.3999910354614258,1.0,3.0,0.7457912457912458,0.2665544332210999,0.0,25.0,Offenbach,20230207
18,1R,Low,3.0,3.0,1.0,0.0,Observer,1.2004179954528809,-1.0,4.0,1.0,0.0,0.0,26.0,Offenbach,20230207
19,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,1.3499059677124023,1.0,7.0,1.0,0.0,0.0,29.0,Offenbach,20230207
20,1R,Low,2.0,2.0,0.0,0.0,Actor-incongruent,1.1502490043640137,1.0,10.0,0.9998101405828248,0.0,0.0,32.0,Offenbach,20230207
21,1R,Low,7.0,7.0,0.0,0.0,Observer-incongruent,1.0662388801574707,1.0,0.0,0.6642995480955455,0.4593285990961911,0.0,34.0,Offenbach,20230207
22,1R,Low,3.0,3.0,0.0,0.0,Actor,1.3160159587860107,1.0,1.0,0.9998961708673332,0.0,0.0,35.0,Offenbach,20230207
23,1R,Low,1.0,1.0,0.0,0.0,Observer,1.4667809009552002,1.0,3.0,0.9191360566183568,0.0111275551648711,0.0,37.0,Offenbach,20230207
24,1R,Low,6.0,6.0,0.0,0.0,Observer,1.700227975845337,1.0,4.0,0.2918566678361137,0.6925952590687756,0.0,38.0,Offenbach,20230207
25,1R,Low,5.0,5.0,0.0,0.0,Actor,1.11623215675354,1.0,5.0,0.999907657253166,0.0,0.0,39.0,Offenbach,20230207
26,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0493850708007812,1.0,6.0,1.0,0.0,0.0,40.0,Offenbach,20230207
27,1R,Low,2.0,2.0,0.0,0.0,Observer,1.1832797527313232,1.0,7.0,0.4175293305728088,0.3519668737060041,0.0,41.0,Offenbach,20230207
28,1R,Low,3.0,3.0,0.0,0.0,Observer,1.4830451011657715,1.0,8.0,0.4482842652921029,0.491576515211278,0.0,42.0,Offenbach,20230207
29,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9832959175109863,1.0,0.0,1.0,0.0,0.0,48.0,Offenbach,20230207
30,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0833749771118164,1.0,1.0,0.9999062001688342,0.0,0.0,49.0,Offenbach,20230207
31,1R,Low,8.0,8.0,0.0,0.0,Actor,1.6168160438537598,1.0,2.0,1.0,0.0,0.0,50.0,Offenbach,20230207
32,1R,Low,6.0,6.0,0.0,0.0,Actor,1.0663189888000488,1.0,3.0,1.0,0.0,0.0,51.0,Offenbach,20230207
33,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9828000068664551,1.0,5.0,1.0,0.0,0.0,53.0,Offenbach,20230207
34,1R,Low,4.0,4.0,0.0,0.0,Observer,1.1340298652648926,1.0,6.0,0.9268818075519998,0.0,0.0,54.0,Offenbach,20230207
35,1R,Low,4.0,4.0,0.0,0.0,Observer,1.3001060485839844,1.0,0.0,0.5780278633019267,0.3805649286335666,0.0,64.0,Offenbach,20230207
36,1R,Low,8.0,8.0,0.0,0.0,Observer,0.9834871292114258,1.0,1.0,0.8113061933243295,0.208180590391665,0.0,65.0,Offenbach,20230207
37,1R,High,13.0,13.0,0.0,0.0,Observer,1.4499812126159668,1.0,2.0,0.5149139327422128,0.433395667763662,0.0,66.0,Offenbach,20230207
38,1R,Low,2.0,2.0,0.0,0.0,Observer,1.3499729633331299,1.0,3.0,0.5430252599457253,0.361133872061466,0.0,67.0,Offenbach,20230207
39,1R,Low,2.0,2.0,0.0,0.0,Actor,1.4001471996307373,1.0,4.0,1.0,0.0,0.0,68.0,Offenbach,20230207
40,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0330560207366943,1.0,5.0,0.4712597856221858,0.4901101770470732,0.0,69.0,Offenbach,20230207
41,1R,Low,2.0,2.0,1.0,0.0,Observer-incongruent,1.4997649192810059,-1.0,7.0,0.0,0.8807881236205959,0.0,71.0,Offenbach,20230207
42,1R,Med,10.0,10.0,0.0,0.0,Observer,0.9834640026092529,1.0,0.0,0.9999475368552796,0.0,0.0,74.0,Offenbach,20230207
43,1R,Low,4.0,4.0,0.0,0.0,Actor,1.1001079082489014,1.0,2.0,1.0,0.0,0.0,76.0,Offenbach,20230207
44,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0998620986938477,1.0,3.0,1.0,0.0,0.0,77.0,Offenbach,20230207
45,1R,Low,2.0,2.0,0.0,0.0,Actor,1.3001699447631836,1.0,5.0,0.999831034141611,0.0,0.0,79.0,Offenbach,20230207
46,1R,Low,4.0,4.0,0.0,0.0,Actor,1.249668836593628,1.0,6.0,0.9998157239445248,0.0,0.0,80.0,Offenbach,20230207
47,1R,Low,5.0,5.0,0.0,0.0,Observer,1.1340229511260986,1.0,7.0,0.8953197570560915,0.0,0.0,81.0,Offenbach,20230207
48,1R,Low,5.0,5.0,0.0,0.0,Actor,1.1995079517364502,1.0,8.0,1.0,0.0,0.0,82.0,Offenbach,20230207
49,1R,Med,9.0,9.0,0.0,0.0,Observer,1.1507220268249512,1.0,9.0,0.7454480065809002,0.2730000266231505,0.0,83.0,Offenbach,20230207
50,1R,Low,5.0,5.0,0.0,0.0,Observer,1.183096170425415,1.0,10.0,0.9747498808956646,0.0262029537875178,0.0,84.0,Offenbach,20230207
51,1R,Low,6.0,6.0,0.0,1.0,Actor,1.0505023002624512,-1.0,11.0,1.0,0.0,0.0,85.0,Offenbach,20230207
52,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,2.099586009979248,1.0,0.0,0.8178654292343387,0.1847447795823666,0.0,87.0,Offenbach,20230207
53,1R,Low,1.0,1.0,0.0,0.0,Observer,1.1327998638153076,1.0,6.0,1.0,0.0,0.0,93.0,Offenbach,20230207
54,1R,Low,8.0,8.0,0.0,0.0,Actor,1.5003950595855713,1.0,8.0,0.992911182965576,0.1108346518474631,0.0,95.0,Offenbach,20230207
55,1R,Low,8.0,8.0,0.0,0.0,Actor,1.1162080764770508,1.0,9.0,1.0,0.0,0.0,96.0,Offenbach,20230207
56,1R,Low,2.0,2.0,0.0,0.0,Observer,1.2665228843688965,1.0,10.0,0.7043904800448042,0.2675738333593014,0.0,97.0,Offenbach,20230207
57,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0834722518920898,1.0,0.0,1.0,0.0,0.0,100.0,Offenbach,20230207
58,1R,Low,8.0,8.0,0.0,0.0,Observer,1.250199794769287,1.0,1.0,0.8637073388356011,0.1338389471336158,0.0,101.0,Offenbach,20230207
59,1R,Low,4.0,4.0,0.0,0.0,Observer,1.6336860656738281,1.0,2.0,0.8117831258413275,0.3145324718606331,0.0,102.0,Offenbach,20230207
60,1R,Low,3.0,3.0,0.0,0.0,Observer,1.3335528373718262,1.0,3.0,0.9999650549842296,0.0,0.0,103.0,Offenbach,20230207
61,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0164690017700195,1.0,5.0,0.7962764697621786,0.2146981419143424,0.0,105.0,Offenbach,20230207
62,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0334651470184326,1.0,6.0,1.0,0.0,0.0,106.0,Offenbach,20230207
63,1R,Low,2.0,2.0,0.0,0.0,Actor,1.2501220703125,1.0,7.0,0.9998090899511622,0.0,0.0,107.0,Offenbach,20230207
64,1R,Low,7.0,7.0,0.0,0.0,Actor,1.9500279426574707,1.0,8.0,0.9999114082939948,0.0,0.0,108.0,Offenbach,20230207
65,1R,Low,2.0,2.0,0.0,0.0,Actor,1.049936056137085,1.0,9.0,1.0,0.0,0.0,109.0,Offenbach,20230207
66,1R,Low,1.0,1.0,0.0,0.0,Observer,1.2168750762939453,1.0,10.0,1.0,0.0,0.0,110.0,Offenbach,20230207
67,1R,High,12.0,12.0,0.0,1.0,Observer,1.1828181743621826,-1.0,12.0,0.5883600033654165,0.1716050009815798,0.0,112.0,Offenbach,20230207
68,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0838279724121094,1.0,0.0,0.9998902258674158,0.0,0.0,115.0,Offenbach,20230207
69,1R,Low,3.0,3.0,0.0,0.0,Actor,1.1322619915008545,1.0,1.0,0.9994950286432402,0.0,0.0,116.0,Offenbach,20230207
70,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,1.4330551624298096,1.0,4.0,0.999979036079092,0.0,0.0,119.0,Offenbach,20230207
71,1R,Low,2.0,2.0,0.0,0.0,Observer,1.2014250755310059,1.0,5.0,0.5961353513722463,0.4262981631666521,0.0,120.0,Offenbach,20230207
72,1R,Low,8.0,8.0,0.0,0.0,Actor,1.1501686573028564,1.0,6.0,0.9976179963870738,0.0005866040747081,0.0,121.0,Offenbach,20230207
73,1R,Low,6.0,6.0,0.0,0.0,Actor,1.3331961631774902,1.0,7.0,0.9997417522108044,0.1329976112078952,0.0,122.0,Offenbach,20230207
74,1R,Low,2.0,2.0,0.0,0.0,Observer,1.083359956741333,1.0,8.0,0.3624235872811339,0.576106858394866,0.0,123.0,Offenbach,20230207
75,1R,Low,4.0,4.0,0.0,0.0,Actor,1.1168029308319092,1.0,9.0,0.9999852626188572,0.0,0.0,124.0,Offenbach,20230207
76,1R,Low,6.0,6.0,0.0,0.0,Actor,1.2332737445831299,1.0,10.0,0.9999899098204126,0.0,0.0,125.0,Offenbach,20230207
77,1R,Low,4.0,4.0,0.0,0.0,Actor,1.350182056427002,1.0,12.0,0.9213346319452144,0.0814030598505811,0.0,127.0,Offenbach,20230207
78,1R,Low,2.0,2.0,0.0,1.0,Observer,1.6170248985290527,-1.0,13.0,0.7479372985763085,0.266281341901513,0.0,128.0,Offenbach,20230207
79,1R,Low,8.0,8.0,0.0,0.0,Observer,1.183196783065796,1.0,0.0,1.0,0.0,0.0,131.0,Offenbach,20230207
80,1R,Low,1.0,1.0,0.0,0.0,Observer,1.3500771522521973,1.0,1.0,1.0,0.0,0.0,132.0,Offenbach,20230207
81,1R,Low,2.0,2.0,0.0,0.0,Observer,1.1666979789733887,1.0,2.0,0.9997911663370342,0.0,0.0,133.0,Offenbach,20230207
82,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0497419834136963,1.0,3.0,0.9998236726603486,0.0,0.0,134.0,Offenbach,20230207
83,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0837960243225098,1.0,4.0,0.9993684546563164,0.0,0.0,135.0,Offenbach,20230207
84,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0170009136199951,1.0,5.0,1.0,0.0,0.0,136.0,Offenbach,20230207
85,1R,Low,1.0,1.0,0.0,0.0,Observer,1.19996976852417,1.0,6.0,1.0,0.0,0.0,137.0,Offenbach,20230207
86,1R,Low,2.0,2.0,0.0,0.0,Actor,1.1664600372314453,1.0,7.0,0.9996897083266368,0.0,0.0,138.0,Offenbach,20230207
87,1R,Low,1.0,1.0,0.0,0.0,Observer,1.2667219638824463,1.0,8.0,0.9997331491348278,0.0,0.0,139.0,Offenbach,20230207
88,1R,Low,2.0,2.0,0.0,0.0,Observer,1.233006238937378,1.0,9.0,0.9997598393102995,0.0,0.0,140.0,Offenbach,20230207
89,1R,Low,8.0,8.0,0.0,1.0,Actor,0.9833290576934814,-1.0,10.0,1.0,0.0,0.0,141.0,Offenbach,20230207
