,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.5531914893617021,T,0.5531914893617021,,2021_06_20
1,-10,0.5957446808510638,T,0.5957446808510638,,2021_06_20
2,-9,0.8085106382978723,T,0.8085106382978723,,2021_06_20
3,-8,0.851063829787234,T,0.851063829787234,,2021_06_20
4,-7,0.8936170212765957,T,0.8936170212765957,,2021_06_20
5,-6,0.9574468085106383,T,0.9574468085106383,,2021_06_20
6,-5,0.9361702127659575,T,0.9361702127659575,,2021_06_20
7,-4,0.9574468085106383,T,0.9574468085106383,,2021_06_20
8,-3,0.9361702127659575,T,0.9361702127659575,,2021_06_20
9,-2,0.9361702127659575,T,0.9361702127659575,,2021_06_20
10,-1,0.8936170212765957,T,0.8936170212765957,,2021_06_20
11,0,0.10638297872340426,T,0.10638297872340426,,2021_06_20
12,1,0.5319148936170213,T,0.5319148936170213,,2021_06_20
13,2,0.6170212765957447,T,0.6170212765957447,,2021_06_20
14,3,0.7872340425531915,T,0.7872340425531915,,2021_06_20
15,4,0.9130434782608695,T,0.9130434782608695,,2021_06_20
16,5,0.9565217391304348,T,0.9565217391304348,,2021_06_20
17,6,0.9347826086956522,T,0.9347826086956522,,2021_06_20
18,7,0.9782608695652174,T,0.9782608695652174,,2021_06_20
19,8,0.9347826086956522,T,0.9347826086956522,,2021_06_20
20,9,0.9565217391304348,T,0.9565217391304348,,2021_06_20
21,10,0.9565217391304348,T,0.9565217391304348,,2021_06_20
