,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572894.2011569, 0.0]","[1.0, 1.0]",1.0,1.0,2.9666852951049805,1624572899.6665988,1,-1,0,-1,0.9090909090909091,1.0,11,10,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572900.98462, 0.0]","[1.0, 1.0]",1.0,1.0,2.7666139602661133,1624572904.6164842,1,-1,0,-1,0.6,1.0,10,6,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572904.484566, 0.0]","[1.0, 1.0]",1.0,1.0,3.866715908050537,1624572908.949803,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572912.166978, 0.0]","[1.0, 1.0]",1.0,1.0,1.7842261791229248,1624572914.5988228,1,-1,0,-1,0.8,1.0,5,4,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572913.6845238, 0.0]","[1.0, 1.0]",1.0,1.0,3.866727113723755,1624572918.0162508,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572918.7673233, 0.0]","[1.0, 1.0]",1.0,1.0,3.8665668964385986,1624572923.516215,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572924.3681679, 0.0]","[1.0, 1.0]",1.0,1.0,3.8657071590423584,1624572928.93277,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572929.934291, 0.0]","[1.0, 1.0]",1.0,1.0,3.8832592964172363,1624572934.4826949,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572935.5499368, 0.0]","[1.0, 1.0]",1.0,1.0,3.8666701316833496,1624572940.0825589,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
9,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1624572941.1509726, 0.0]","[0.0, 1.0]",0.0,1.0,3.8664212226867676,1624572945.4993439,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572946.232664, 0.0]","[1.0, 1.0]",1.0,1.0,3.867424964904785,1624572950.931651,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
11,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1624572951.8335981, 0.0]","[0.0, 1.0]",0.0,1.0,3.8667380809783936,1624572956.382418,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1624572957.4170063, 0.0]","[1.0, 1.0]",1.0,1.0,3.866806983947754,1624572961.898886,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
