,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4583333333333333,T,0.4583333333333333,,2021_06_24
1,-10,0.75,T,0.75,,2021_06_24
2,-9,0.875,T,0.875,,2021_06_24
3,-8,0.8541666666666666,T,0.8541666666666666,,2021_06_24
4,-7,0.9583333333333334,T,0.9583333333333334,,2021_06_24
5,-6,0.9375,T,0.9375,,2021_06_24
6,-5,0.9166666666666666,T,0.9166666666666666,,2021_06_24
7,-4,0.9583333333333334,T,0.9583333333333334,,2021_06_24
8,-3,0.9375,T,0.9375,,2021_06_24
9,-2,0.9166666666666666,T,0.9166666666666666,,2021_06_24
10,-1,0.9375,T,0.9375,,2021_06_24
11,0,0.125,T,0.125,,2021_06_24
12,1,0.574468085106383,T,0.574468085106383,,2021_06_24
13,2,0.8723404255319149,T,0.8723404255319149,,2021_06_24
14,3,0.7659574468085106,T,0.7659574468085106,,2021_06_24
15,4,0.8936170212765957,T,0.8936170212765957,,2021_06_24
16,5,0.9787234042553191,T,0.9787234042553191,,2021_06_24
17,6,0.8936170212765957,T,0.8936170212765957,,2021_06_24
18,7,0.9787234042553191,T,0.9787234042553191,,2021_06_24
19,8,0.9574468085106383,T,0.9574468085106383,,2021_06_24
20,9,0.9787234042553191,T,0.9787234042553191,,2021_06_24
21,10,0.9148936170212766,T,0.9148936170212766,,2021_06_24
