,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,9.0,2021_06_18,TB
1,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,20.0,2021_06_18,TB
2,1R,Low,5.0,5.0,0.0,1.0,self,0.0,1.0,21.0,2021_06_18,TB
3,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,27.0,2021_06_18,TB
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,30.0,2021_06_18,TB
5,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,32.0,2021_06_18,TB
6,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,34.0,2021_06_18,TB
7,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,37.0,2021_06_18,TB
8,1R,Med,10.0,10.0,0.0,0.0,self,1.0,2.0,39.0,2021_06_18,TB
9,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,40.0,2021_06_18,TB
10,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,41.0,2021_06_18,TB
11,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,43.0,2021_06_18,TB
12,1R,Low,8.0,8.0,0.0,0.0,self,1.0,7.0,44.0,2021_06_18,TB
13,1R,Low,2.0,2.0,0.0,1.0,self,0.0,10.0,47.0,2021_06_18,TB
14,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,50.0,2021_06_18,TB
15,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,51.0,2021_06_18,TB
16,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,53.0,2021_06_18,TB
17,1R,Med,10.0,10.0,0.0,0.0,self,1.0,4.0,54.0,2021_06_18,TB
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,55.0,2021_06_18,TB
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,56.0,2021_06_18,TB
20,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,57.0,2021_06_18,TB
21,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,62.0,2021_06_18,TB
22,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,64.0,2021_06_18,TB
23,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,65.0,2021_06_18,TB
24,1R,Low,6.0,6.0,0.0,0.0,self,1.0,8.0,70.0,2021_06_18,TB
25,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,75.0,2021_06_18,TB
26,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,76.0,2021_06_18,TB
27,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,77.0,2021_06_18,TB
