,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_06_21,TB
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_06_21,TB
2,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,3.0,2021_06_21,TB
3,1R,Med,10.0,10.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_21,TB
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_21,TB
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_21,TB
6,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_21,TB
7,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,14.0,2021_06_21,TB
8,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,15.0,2021_06_21,TB
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,16.0,2021_06_21,TB
10,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,17.0,2021_06_21,TB
11,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,18.0,2021_06_21,TB
12,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,19.0,2021_06_21,TB
13,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,31.0,2021_06_21,TB
14,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,33.0,2021_06_21,TB
15,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,34.0,2021_06_21,TB
16,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,35.0,2021_06_21,TB
17,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,39.0,2021_06_21,TB
18,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,43.0,2021_06_21,TB
19,1R,Low,8.0,8.0,0.0,0.0,self,1.0,5.0,44.0,2021_06_21,TB
20,1R,Low,6.0,6.0,0.0,1.0,self,0.0,8.0,47.0,2021_06_21,TB
21,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,52.0,2021_06_21,TB
22,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,53.0,2021_06_21,TB
23,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,54.0,2021_06_21,TB
24,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,55.0,2021_06_21,TB
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,56.0,2021_06_21,TB
26,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,59.0,2021_06_21,TB
27,1R,Low,1.0,1.0,0.0,1.0,self,0.0,8.0,60.0,2021_06_21,TB
28,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,62.0,2021_06_21,TB
29,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,64.0,2021_06_21,TB
30,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,65.0,2021_06_21,TB
31,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,68.0,2021_06_21,TB
32,1R,Low,8.0,8.0,0.0,0.0,self,1.0,7.0,69.0,2021_06_21,TB
33,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,70.0,2021_06_21,TB
34,1R,Med,10.0,10.0,0.0,0.0,self,1.0,10.0,72.0,2021_06_21,TB
35,1R,Low,1.0,1.0,0.0,1.0,self,0.0,11.0,73.0,2021_06_21,TB
36,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,77.0,2021_06_21,TB
37,1R,High,13.0,13.0,0.0,0.0,self,1.0,1.0,78.0,2021_06_21,TB
38,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,79.0,2021_06_21,TB
39,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,80.0,2021_06_21,TB
40,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,81.0,2021_06_21,TB
41,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,86.0,2021_06_21,TB
42,1R,Med,9.0,9.0,0.0,0.0,self,1.0,1.0,87.0,2021_06_21,TB
43,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,89.0,2021_06_21,TB
44,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,90.0,2021_06_21,TB
45,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,91.0,2021_06_21,TB
46,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,92.0,2021_06_21,TB
47,1R,Med,9.0,9.0,0.0,0.0,self,1.0,7.0,93.0,2021_06_21,TB
48,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,94.0,2021_06_21,TB
49,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,95.0,2021_06_21,TB
50,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,96.0,2021_06_21,TB
51,1R,High,12.0,12.0,0.0,0.0,self,1.0,11.0,97.0,2021_06_21,TB
52,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,100.0,2021_06_21,TB
53,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,101.0,2021_06_21,TB
54,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,102.0,2021_06_21,TB
55,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,104.0,2021_06_21,TB
56,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,105.0,2021_06_21,TB
57,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,106.0,2021_06_21,TB
58,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,107.0,2021_06_21,TB
59,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,112.0,2021_06_21,TB
60,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,119.0,2021_06_21,TB
61,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,122.0,2021_06_21,TB
62,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,129.0,2021_06_21,TB
63,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,131.0,2021_06_21,TB
64,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,132.0,2021_06_21,TB
65,1R,Low,3.0,3.0,0.0,1.0,self,0.0,4.0,133.0,2021_06_21,TB
66,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,140.0,2021_06_21,TB
67,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,142.0,2021_06_21,TB
68,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,144.0,2021_06_21,TB
69,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,149.0,2021_06_21,TB
70,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,152.0,2021_06_21,TB
71,1R,Med,10.0,10.0,0.0,0.0,self,1.0,5.0,154.0,2021_06_21,TB
72,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,155.0,2021_06_21,TB
73,1R,Med,10.0,10.0,0.0,0.0,self,1.0,7.0,156.0,2021_06_21,TB
74,1R,Low,2.0,2.0,0.0,1.0,self,0.0,8.0,157.0,2021_06_21,TB
75,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,163.0,2021_06_21,TB
76,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,165.0,2021_06_21,TB
77,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,166.0,2021_06_21,TB
78,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,171.0,2021_06_21,TB
79,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,172.0,2021_06_21,TB
80,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,173.0,2021_06_21,TB
81,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,174.0,2021_06_21,TB
82,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,175.0,2021_06_21,TB
83,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,176.0,2021_06_21,TB
84,1R,Med,10.0,10.0,0.0,0.0,self,1.0,6.0,177.0,2021_06_21,TB
85,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,180.0,2021_06_21,TB
86,1R,High,13.0,13.0,0.0,0.0,self,1.0,10.0,181.0,2021_06_21,TB
87,1R,Low,2.0,2.0,0.0,0.0,self,1.0,11.0,182.0,2021_06_21,TB
88,1R,Med,9.0,9.0,0.0,0.0,self,1.0,12.0,183.0,2021_06_21,TB
89,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,185.0,2021_06_21,TB
90,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,188.0,2021_06_21,TB
91,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,189.0,2021_06_21,TB
92,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,190.0,2021_06_21,TB
93,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,191.0,2021_06_21,TB
94,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,193.0,2021_06_21,TB
