,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799828.255642, 0.0]","[1.0, 1.0]",1.0,1.0,3.1674249172210693,1623799833.821877,1,-1,0,-1,0.8333333333333334,1.0,12,10,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799835.0575678, 0.0]","[1.0, 1.0]",1.0,1.0,2.949958086013794,1623799838.839181,1,-1,0,-1,0.5454545454545454,1.0,11,6,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799838.7074742, 0.0]","[1.0, 1.0]",1.0,1.0,3.8826749324798584,1623799843.322314,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799846.573666, 0.0]","[1.0, 1.0]",1.0,1.0,1.6000828742980957,1623799848.972008,1,-1,0,-1,0.75,1.0,4,3,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799847.388937, 0.0]","[1.0, 1.0]",1.0,1.0,3.866452932357788,1623799852.055375,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799852.972295, 0.0]","[1.0, 1.0]",1.0,1.0,3.8663887977600098,1623799857.605128,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
6,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623799858.5562422, 0.0]","[0.0, 1.0]",0.0,1.0,3.866546869277954,1623799863.204832,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
7,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623799864.1555343, 0.0]","[0.0, 1.0]",0.0,1.0,3.866480827331543,1623799868.8711522,1,-1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
8,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623799869.7381551, 0.0]","[0.0, 1.0]",0.0,1.0,3.8831939697265625,1623799874.437542,1,-1,0,1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1623799875.3379517, 0.0]","[1.0, 1.0]",1.0,1.0,3.866504192352295,1623799880.004027,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,"[0, 0]"
10,"[1.0, -1.0]",1.0,-1.0,-1.0,"[-1623799880.920877, 0.0]","[0.0, 1.0]",0.0,1.0,3.866503953933716,1623799885.437189,1,-1,0,1,0.3333333333333333,0.0,15,5,0,"[0, 0]"
11,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799888.9717393, 0.0]","[1.0, 0.0]",1.0,0.0,1.400047779083252,1623799891.1035242,1,-1,0,1,0.6666666666666666,1.0,3,2,0,"[0, 0]"
12,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799890.671683, 0.0]","[1.0, 0.0]",1.0,0.0,2.799907922744751,1623799894.270009,1,-1,0,1,0.6,1.0,10,6,0,"[0, 0]"
13,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799896.7047486, 0.0]","[1.0, 0.0]",1.0,0.0,1.349947214126587,1623799898.6698508,1,-1,0,1,0.6666666666666666,1.0,3,2,0,"[0, 0]"
14,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799899.1873097, 0.0]","[1.0, 0.0]",1.0,0.0,1.950000286102295,1623799901.7364118,1,-1,0,1,0.6666666666666666,1.0,6,4,0,"[0, 0]"
15,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799900.871166, 0.0]","[1.0, 0.0]",1.0,0.0,3.8665101528167725,1623799905.269585,1,-1,0,1,0.4,0.0,15,6,0,"[0, 0]"
16,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799907.5709648, 0.0]","[1.0, 0.0]",1.0,0.0,2.766646146774292,1623799911.0692108,1,-1,0,1,0.4,1.0,10,4,0,"[0, 0]"
17,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799912.5208042, 0.0]","[1.0, 0.0]",1.0,0.0,2.4165596961975098,1623799915.719062,1,-1,0,1,0.625,1.0,8,5,0,"[0, 0]"
18,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799918.085836, 0.0]","[1.0, 0.0]",1.0,0.0,0.9499881267547607,1623799919.852161,1,-1,0,1,1.0,1.0,1,1,0,"[0, 0]"
19,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799917.7533932, 0.0]","[1.0, 0.0]",1.0,0.0,3.8664157390594482,1623799922.3854132,1,-1,0,1,0.6,0.0,15,9,0,"[0, 0]"
20,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799923.336624, 0.0]","[1.0, 0.0]",1.0,0.0,3.8666670322418213,1623799927.835072,1,-1,0,1,0.6666666666666666,0.0,15,10,0,"[0, 0]"
21,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799928.936471, 0.0]","[1.0, 0.0]",1.0,0.0,3.8666861057281494,1623799933.618145,1,-1,0,1,0.3333333333333333,0.0,15,5,0,"[0, 0]"
22,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1623799934.501859, 0.0]","[0.0, 0.0]",0.0,0.0,3.8998658657073975,1623799938.8347762,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
23,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799939.902193, 0.0]","[1.0, 0.0]",1.0,0.0,3.5832810401916504,1623799944.351017,1,-1,0,1,0.42857142857142855,1.0,14,6,0,"[0, 0]"
24,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799948.103016, 0.0]","[1.0, 0.0]",1.0,0.0,0.966156005859375,1623799949.650818,1,-1,0,1,1.0,1.0,1,1,0,"[0, 0]"
25,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799947.869295, 0.0]","[1.0, 0.0]",1.0,0.0,3.7830140590667725,1623799952.067559,1,-1,0,1,0.6666666666666666,1.0,15,10,0,"[0, 0]"
26,"[1.0, -1.0]",1.0,-1.0,1.0,"[-1623799953.785125, 0.0]","[1.0, 0.0]",1.0,0.0,2.96665096282959,1623799957.633738,1,-1,0,1,0.8181818181818182,1.0,11,9,0,"[0, 0]"
