,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,2.0,2.0,1.0,0.0,Observer,1.550093173980713,-1.0,0.0,,,0.0,5.0,Lalo,20230125
1,1R,Low,4.0,4.0,0.0,0.0,Observer,2.966304063796997,1.0,2.0,0.529350900402503,0.4472569787599787,0.0,7.0,Lalo,20230125
2,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0001559257507324,1.0,3.0,1.0,0.0,0.0,8.0,Lalo,20230125
3,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9830498695373535,1.0,9.0,1.0,0.0,0.0,14.0,Lalo,20230125
4,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0000638961791992,1.0,10.0,1.0,0.0,0.0,15.0,Lalo,20230125
5,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0000030994415283,1.0,11.0,1.0,0.0,0.0,16.0,Lalo,20230125
6,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9832677841186523,1.0,12.0,1.0,0.0,0.0,17.0,Lalo,20230125
7,1R,Low,2.0,2.0,0.0,1.0,Actor,0.999525785446167,-1.0,13.0,0.9989827352167268,0.0,0.0,18.0,Lalo,20230125
8,1R,Med,10.0,10.0,0.0,0.0,Observer,1.0330801010131836,1.0,0.0,0.9119762617756962,0.0660623496986146,0.0,21.0,Lalo,20230125
9,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9996049404144287,1.0,1.0,0.9998025867678014,0.0,0.0,22.0,Lalo,20230125
10,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0985369682312012,1.0,2.0,1.0,0.0,0.0,23.0,Lalo,20230125
11,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0997881889343262,1.0,3.0,0.9997810847793006,0.0,0.0,24.0,Lalo,20230125
12,1R,Low,6.0,6.0,0.0,0.0,Actor,0.982698917388916,1.0,4.0,1.0,0.0,0.0,25.0,Lalo,20230125
13,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9836690425872803,1.0,5.0,0.9994765311413616,0.0,0.0,26.0,Lalo,20230125
14,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0342190265655518,1.0,6.0,1.0,0.0,0.0,27.0,Lalo,20230125
15,1R,Low,4.0,4.0,0.0,0.0,Actor,1.1495399475097656,1.0,7.0,0.9998074486442792,0.0,0.0,28.0,Lalo,20230125
16,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9827477931976318,1.0,0.0,1.0,0.0,0.0,33.0,Lalo,20230125
17,1R,Low,1.0,1.0,0.0,0.0,Observer,1.5500478744506836,1.0,1.0,0.9999699655839004,0.0,0.0,34.0,Lalo,20230125
18,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9833557605743408,1.0,2.0,1.0,0.0,0.0,35.0,Lalo,20230125
19,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9841349124908447,1.0,3.0,1.0,0.0,0.0,36.0,Lalo,20230125
20,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9826538562774658,1.0,4.0,0.9999957338062944,0.0,0.0,37.0,Lalo,20230125
21,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9831500053405762,1.0,5.0,0.9997932833027428,0.0,0.0,38.0,Lalo,20230125
