,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.631578947368421,O,0.68,0.5384615384615384,20230125
1,-10,0.8421052631578947,O,0.9523809523809523,0.7058823529411765,20230125
2,-9,0.9210526315789473,O,0.9444444444444444,0.9,20230125
3,-8,0.8421052631578947,O,0.8947368421052632,0.7894736842105263,20230125
4,-7,0.8421052631578947,O,0.9565217391304348,0.6666666666666666,20230125
5,-6,0.8157894736842105,O,0.7368421052631579,0.8947368421052632,20230125
6,-5,0.7105263157894737,O,0.6875,0.7272727272727273,20230125
7,-4,0.7631578947368421,O,0.9130434782608695,0.5333333333333333,20230125
8,-3,0.7631578947368421,O,0.68,0.9230769230769231,20230125
9,-2,0.7368421052631579,O,0.7142857142857143,0.7647058823529411,20230125
10,-1,0.6578947368421053,O,0.6666666666666666,0.65,20230125
11,0,0.42105263157894735,O,0.5185185185185185,0.18181818181818182,20230125
12,1,0.6578947368421053,O,0.6842105263157895,0.631578947368421,20230125
13,2,0.8947368421052632,O,0.9473684210526315,0.8421052631578947,20230125
14,3,0.9459459459459459,O,1.0,0.8947368421052632,20230125
15,4,0.8918918918918919,O,1.0,0.7894736842105263,20230125
16,5,0.8648648648648649,O,0.8181818181818182,0.8846153846153846,20230125
17,6,0.7837837837837838,O,0.8421052631578947,0.7222222222222222,20230125
18,7,0.8108108108108109,O,0.7894736842105263,0.8333333333333334,20230125
19,8,0.8918918918918919,O,0.8695652173913043,0.9285714285714286,20230125
20,9,0.7567567567567568,O,0.8571428571428571,0.625,20230125
21,10,0.7297297297297297,O,0.6956521739130435,0.7857142857142857,20230125
