,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713163.546193,118,7.281796932220459,1,0,-1,0,0.0,0.5333333333333333,[1.1652171611785889],0.0,7.281796932220459,15,8,0,7.780685901641846,,,
1,1,1,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713172.894491,115,3.699676036834717,1,0,1,0,0.15,0.6,[1.116426944732666],1.0,3.699676036834717,5,3,0,4.1995580196380615,1R,0.0,1.0
2,2,2,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713178.510747,111,3.350311040878296,1,0,1,0,0.15,1.0,[1.0495901107788086],1.0,3.350311040878296,4,4,0,3.850314140319824,1R,1.0,1.0
3,3,3,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713183.7436202,106,7.066598176956177,1,0,-1,0,0.0,0.7333333333333333,[0.9661152362823486],0.0,7.066598176956177,15,11,0,7.565811395645142,,,
4,4,4,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713193.209998,123,5.48314905166626,1,0,1,0,0.15,0.4,[1.2497200965881348],1.0,5.48314905166626,10,4,0,5.982563018798828,1R,3.0,1.0
5,5,5,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713200.4929,108,2.249884843826294,1,0,1,0,0.15,1.0,[0.9995808601379395],1.0,2.249884843826294,1,1,0,2.749616861343384,1R,4.0,1.0
6,6,6,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713204.642449,106,3.549509763717652,1,0,1,0,0.15,0.8,[0.9666388034820557],1.0,3.549509763717652,5,4,0,4.049351930618286,1R,5.0,1.0
7,7,7,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713210.3086238,114,7.01663613319397,1,0,-1,0,0.0,0.8666666666666667,[1.099869966506958],0.0,7.01663613319397,15,13,0,7.516942024230957,,,
8,8,8,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713219.3912709,111,7.032680034637451,1,0,-1,0,0.0,0.6666666666666666,[1.0501618385314941],0.0,7.032680034637451,15,10,0,7.532410860061645,,,
9,9,9,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713228.49133,109,2.6331729888916016,1,0,1,0,0.15,1.0,[1.0162413120269775],1.0,2.6331729888916016,2,2,0,3.1329071521759038,1R,8.0,1.0
10,10,10,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713233.0240052,106,6.581671953201294,1,0,1,0,0.15,0.4285714285714285,[0.9658389091491699],1.0,6.581671953201294,14,6,0,7.081773042678833,1R,9.0,1.0
11,11,11,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713241.806578,112,6.983506917953491,1,0,1,0,0.15,0.8,[1.0663330554962158],1.0,6.983506917953491,15,12,0,7.4832000732421875,1R,10.0,1.0
12,12,12,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713250.9067898,112,2.632845163345337,1,0,1,0,0.15,1.0,[1.0668680667877197],1.0,2.632845163345337,2,2,0,3.1325700283050537,1R,11.0,1.0
13,13,13,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713255.3892522,106,2.534012794494629,1,0,1,0,0.15,1.0,[0.9666328430175781],1.0,2.534012794494629,2,2,0,3.033612966537476,1R,12.0,1.0
14,14,14,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713259.922108,109,6.982737064361572,1,0,-1,0,0.0,0.8666666666666667,[1.016427993774414],0.0,6.982737064361572,15,13,0,7.482384920120239,,,
15,15,15,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713269.271298,124,7.183186769485474,1,0,-1,0,0.0,0.6666666666666666,[1.2665448188781738],0.0,7.183186769485474,15,10,0,7.682867765426636,,,
16,16,16,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713279.4871712,179,7.765297889709473,1,0,1,0,0.15,0.9285714285714286,[2.1821420192718506],1.0,7.765297889709473,14,13,0,8.265520811080933,1R,15.0,1.0
17,17,17,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1668713288.186683,106,6.982720136642456,1,0,-1,0,0.0,0.8666666666666667,[0.9664449691772461],0.0,6.982720136642456,15,13,0,7.50006103515625,,,
18,18,18,[1.0],1.0,0,1.0,1.0,0,[1.0],1668713297.68627,130,7.466008901596069,1,0,1,0,0.15,0.6666666666666666,[1.3668999671936035],0.0,7.466008901596069,15,10,0,7.964845180511475,,,
19,19,19,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668713306.9021068,107,3.898910999298096,1,0,-1,0,0.15,0.8333333333333334,[0.9830360412597656],1.0,3.898910999298096,6,5,0,4.399435043334961,1R,0.0,1.0
20,20,20,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668713314.901441,234,9.015925168991089,1,0,1,0,0.0,0.7333333333333333,[3.0993311405181885],0.0,9.015925168991089,15,11,0,9.515644073486328,,,
21,21,21,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668713324.600631,143,3.1496450901031494,1,0,-1,0,0.15,1.0,[1.5828170776367188],1.0,3.1496450901031494,2,2,0,3.64939284324646,1R,2.0,1.0
22,22,22,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668713329.800609,148,7.565737009048462,1,0,1,0,0.0,0.8,[1.6658101081848145],0.0,7.565737009048462,15,12,0,8.065284013748169,,,
23,23,23,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668713338.799656,106,6.86580491065979,1,0,1,0,0.0,0.6,[0.9660418033599854],0.0,6.86580491065979,15,9,0,7.382744789123535,,,
