,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,3.0,3.0,0.0,0.0,self,1.0495901107788086,1.0,0.0,1.0,Offenbach,20221117
1,1R,Low,4.0,4.0,1.0,0.0,self,0.9661152362823486,-1.0,1.0,2.0,Offenbach,20221117
2,1R,Low,4.0,4.0,0.0,0.0,self,0.9995808601379395,1.0,3.0,4.0,Offenbach,20221117
3,1R,Low,1.0,1.0,0.0,0.0,self,0.9666388034820557,1.0,4.0,5.0,Offenbach,20221117
4,1R,Low,4.0,4.0,1.0,0.0,self,1.099869966506958,-1.0,5.0,6.0,Offenbach,20221117
5,1R,Low,2.0,2.0,0.0,0.0,self,0.9658389091491699,1.0,8.0,9.0,Offenbach,20221117
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0663330554962158,1.0,9.0,10.0,Offenbach,20221117
7,1R,High,12.0,12.0,0.0,0.0,self,1.0668680667877197,1.0,10.0,11.0,Offenbach,20221117
8,1R,Low,2.0,2.0,0.0,0.0,self,0.9666328430175781,1.0,11.0,12.0,Offenbach,20221117
9,1R,Low,2.0,2.0,1.0,0.0,self,1.016427993774414,-1.0,12.0,13.0,Offenbach,20221117
10,1R,High,13.0,13.0,1.0,0.0,self,0.9664449691772461,-1.0,15.0,16.0,Offenbach,20221117
11,1R,Low,5.0,5.0,1.0,0.0,self,3.0993311405181885,-1.0,0.0,19.0,Offenbach,20221117
12,1R,Low,2.0,2.0,1.0,0.0,self,1.6658101081848145,-1.0,2.0,21.0,Offenbach,20221117
13,1R,Low,1.0,1.0,1.0,0.0,self,3.0161030292510986,-1.0,5.0,24.0,Offenbach,20221117
14,1R,Low,7.0,7.0,0.0,0.0,self,0.9665918350219727,1.0,0.0,31.0,Offenbach,20221117
15,1R,Low,1.0,1.0,1.0,0.0,self,1.0507221221923828,-1.0,1.0,32.0,Offenbach,20221117
16,1R,Low,1.0,1.0,0.0,0.0,self,0.966055154800415,1.0,4.0,35.0,Offenbach,20221117
17,1R,Low,5.0,5.0,0.0,0.0,self,1.033844232559204,1.0,0.0,45.0,Offenbach,20221117
18,1R,Low,3.0,3.0,0.0,0.0,self,69.71229696273804,1.0,1.0,46.0,Offenbach,20221117
