,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,Actor,0.983691930770874,1.0,0.0,,,0.0,0.0,Lalo,20230309
1,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.0338361263275146,1.0,1.0,0.7547662803131264,0.0491893931808835,0.0,1.0,Lalo,20230309
2,1R,Low,1.0,1.0,0.0,0.0,Observer,1.000093936920166,1.0,2.0,0.9999643667233324,0.0,0.0,2.0,Lalo,20230309
3,1R,Low,3.0,3.0,0.0,0.0,Observer,1.1674549579620361,1.0,3.0,0.9999157021668518,0.0,0.0,3.0,Lalo,20230309
4,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9993898868560791,1.0,4.0,0.694601519166506,0.0,0.0,4.0,Lalo,20230309
5,1R,Low,8.0,8.0,1.0,0.0,Observer,1.4671931266784668,-1.0,5.0,1.0,0.0,0.0,5.0,Lalo,20230309
6,1R,Low,4.0,4.0,0.0,0.0,Observer-incongruent,1.7827961444854736,1.0,6.0,0.7607649188902845,0.2472366893575815,0.0,6.0,Lalo,20230309
7,1R,Low,5.0,5.0,1.0,0.0,Observer,1.333940029144287,-1.0,7.0,0.298995490846585,0.6381221781671373,0.0,7.0,Lalo,20230309
8,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,1.0833258628845215,1.0,8.0,0.7927958733441937,0.2515246627717193,0.0,8.0,Lalo,20230309
9,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0004818439483643,1.0,9.0,1.0,0.0083870967741935,0.0,9.0,Lalo,20230309
10,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9829628467559814,1.0,10.0,1.0,0.0,0.0,10.0,Lalo,20230309
11,1R,Low,3.0,3.0,0.0,1.0,Actor,1.0168440341949463,-1.0,11.0,0.9996398058540666,0.0,0.0,11.0,Lalo,20230309
12,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9823122024536133,1.0,0.0,1.0,0.4190697674418605,0.0,14.0,Lalo,20230309
13,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9832630157470703,1.0,1.0,1.0,0.1421291053227633,0.0,15.0,Lalo,20230309
14,1R,Low,2.0,2.0,0.0,0.0,Observer,1.050800085067749,1.0,2.0,1.0,0.0,0.0,16.0,Lalo,20230309
15,1R,Low,3.0,3.0,0.0,1.0,Actor,1.0159499645233154,-1.0,9.0,1.0,0.0,0.0,23.0,Lalo,20230309
16,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9992761611938477,1.0,0.0,1.0,0.0,0.0,27.0,Lalo,20230309
17,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0328199863433838,1.0,1.0,0.9999077338505696,0.0,0.0,28.0,Lalo,20230309
