,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.5172413793103449,L,0.5116279069767442,0.5227272727272727,20230309
1,-10,0.6896551724137931,L,0.6666666666666666,0.717948717948718,20230309
2,-9,0.9195402298850575,L,0.8809523809523809,0.9555555555555556,20230309
3,-8,0.9425287356321839,L,0.9,0.9787234042553191,20230309
4,-7,0.9540229885057471,L,0.9555555555555556,0.9523809523809523,20230309
5,-6,0.9425287356321839,L,1.0,0.875,20230309
6,-5,0.9310344827586207,L,0.9111111111111111,0.9523809523809523,20230309
7,-4,0.9080459770114943,L,0.9111111111111111,0.9047619047619048,20230309
8,-3,0.8390804597701149,L,0.8163265306122449,0.868421052631579,20230309
9,-2,0.8045977011494253,L,0.825,0.7872340425531915,20230309
10,-1,0.7816091954022989,L,0.7407407407407407,0.8484848484848485,20230309
11,0,0.19540229885057472,L,0.2765957446808511,0.1,20230309
12,1,0.40229885057471265,L,0.38636363636363635,0.4186046511627907,20230309
13,2,0.8505747126436781,L,0.782608695652174,0.926829268292683,20230309
14,3,0.9540229885057471,L,0.96,0.9516129032258065,20230309
15,4,0.9534883720930233,L,0.9318181818181818,0.9761904761904762,20230309
16,5,0.9651162790697675,L,0.9761904761904762,0.9545454545454546,20230309
17,6,0.9534883720930233,L,0.95,0.9565217391304348,20230309
18,7,0.9186046511627907,L,0.9387755102040817,0.8918918918918919,20230309
19,8,0.9302325581395349,L,0.9423076923076923,0.9117647058823529,20230309
20,9,0.8488372093023255,L,0.8571428571428571,0.8409090909090909,20230309
21,10,0.8488372093023255,L,0.782608695652174,0.925,20230309
