,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,3.0,3.0,1.0,0.0,Observer,0.9834449291229248,-1.0,0.0,,,0.0,0.0,Lalo,20221223
1,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9833080768585205,1.0,4.0,,,0.0,4.0,Lalo,20221223
2,1R,Low,6.0,6.0,1.0,0.0,Observer,1.6995809078216553,-1.0,5.0,,,0.0,5.0,Lalo,20221223
3,1R,Med,9.0,9.0,0.0,0.0,Actor,1.0321590900421143,1.0,7.0,,,0.0,7.0,Lalo,20221223
4,1R,Low,2.0,2.0,0.0,1.0,Actor,0.9844608306884766,-1.0,12.0,,,0.0,12.0,Lalo,20221223
5,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,1.1503868103027344,1.0,0.0,,,0.0,14.0,Lalo,20221223
6,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9829130172729492,1.0,1.0,,,0.0,15.0,Lalo,20221223
7,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9837288856506348,1.0,2.0,,,0.0,16.0,Lalo,20221223
8,1R,Low,3.0,3.0,1.0,0.0,Observer,1.8999052047729492,-1.0,3.0,,,0.0,17.0,Lalo,20221223
9,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,1.0661418437957764,1.0,4.0,,,0.0,18.0,Lalo,20221223
10,1R,Low,1.0,1.0,0.0,0.0,Observer,1.3827650547027588,1.0,5.0,,,0.0,19.0,Lalo,20221223
11,1R,Med,9.0,9.0,0.0,0.0,Actor,0.9832582473754883,1.0,6.0,,,0.0,20.0,Lalo,20221223
12,1R,Low,8.0,8.0,0.0,0.0,Observer,1.1838371753692627,1.0,7.0,,,0.0,21.0,Lalo,20221223
13,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0000519752502441,1.0,8.0,,,0.0,22.0,Lalo,20221223
14,1R,Low,4.0,4.0,0.0,1.0,Actor-incongruent,1.0004489421844482,-1.0,11.0,,,0.0,25.0,Lalo,20221223
15,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,1.0337426662445068,1.0,0.0,,,0.0,26.0,Lalo,20221223
16,1R,Low,2.0,2.0,0.0,0.0,Actor,1.5175800323486328,1.0,1.0,,,0.0,27.0,Lalo,20221223
17,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9831840991973877,1.0,2.0,,,0.0,28.0,Lalo,20221223
18,1R,Low,3.0,3.0,0.0,0.0,Observer,3.165870189666748,1.0,3.0,,,0.0,29.0,Lalo,20221223
19,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.7837250232696533,1.0,7.0,,,0.0,33.0,Lalo,20221223
20,1R,Low,5.0,5.0,0.0,0.0,Observer-incongruent,0.9995241165161133,1.0,0.0,,,0.0,37.0,Lalo,20221223
21,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9998207092285156,1.0,1.0,,,0.0,38.0,Lalo,20221223
22,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9828670024871826,1.0,2.0,,,0.0,39.0,Lalo,20221223
23,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9842162132263184,1.0,3.0,,,0.0,40.0,Lalo,20221223
24,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9994862079620361,1.0,4.0,,,0.0,41.0,Lalo,20221223
25,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9833099842071533,1.0,5.0,,,0.0,42.0,Lalo,20221223
26,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9826071262359619,1.0,6.0,,,0.0,43.0,Lalo,20221223
27,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9826040267944336,1.0,7.0,,,0.0,44.0,Lalo,20221223
28,1R,Low,1.0,1.0,0.0,0.0,Observer,0.999114990234375,1.0,8.0,,,0.0,45.0,Lalo,20221223
29,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9835526943206787,1.0,9.0,,,0.0,46.0,Lalo,20221223
