,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,1.0,0.0,self,1.0007312297821045,-1.0,0.0,1.0,Lalo,20230502
1,1R,Low,3.0,3.0,0.0,0.0,self,0.9829227924346924,1.0,2.0,3.0,Lalo,20230502
2,1R,Med,11.0,11.0,0.0,0.0,self,1.0154879093170166,1.0,3.0,4.0,Lalo,20230502
3,1R,Low,2.0,2.0,0.0,0.0,self,0.9835200309753418,1.0,4.0,5.0,Lalo,20230502
4,1R,Low,6.0,6.0,0.0,0.0,self,0.9994709491729736,1.0,5.0,6.0,Lalo,20230502
5,1R,Low,2.0,2.0,0.0,0.0,self,1.016530990600586,1.0,6.0,7.0,Lalo,20230502
6,1R,Low,1.0,1.0,0.0,0.0,self,0.98313307762146,1.0,7.0,8.0,Lalo,20230502
7,1R,Low,5.0,5.0,0.0,0.0,self,1.0659332275390625,1.0,10.0,11.0,Lalo,20230502
8,1R,Low,1.0,1.0,0.0,1.0,self,0.9829649925231934,-1.0,13.0,14.0,Lalo,20230502
9,1R,Low,1.0,1.0,0.0,0.0,self,0.9828829765319824,1.0,0.0,16.0,Lalo,20230502
10,1R,Low,1.0,1.0,0.0,0.0,self,0.9998903274536133,1.0,1.0,17.0,Lalo,20230502
11,1R,Low,1.0,1.0,0.0,0.0,self,0.9833378791809082,1.0,2.0,18.0,Lalo,20230502
12,1R,Low,1.0,1.0,0.0,0.0,self,0.983590841293335,1.0,3.0,19.0,Lalo,20230502
13,1R,Low,2.0,2.0,0.0,0.0,self,0.9831039905548096,1.0,4.0,20.0,Lalo,20230502
14,1R,Low,6.0,6.0,0.0,0.0,self,0.9834330081939697,1.0,5.0,21.0,Lalo,20230502
15,1R,Low,4.0,4.0,0.0,0.0,self,1.0328209400177002,1.0,6.0,22.0,Lalo,20230502
16,1R,Low,1.0,1.0,0.0,0.0,self,0.9993319511413574,1.0,7.0,23.0,Lalo,20230502
17,1R,Low,1.0,1.0,0.0,0.0,self,0.9997200965881348,1.0,0.0,26.0,Lalo,20230502
18,1R,Low,5.0,5.0,0.0,0.0,self,0.9830319881439209,1.0,1.0,27.0,Lalo,20230502
19,1R,Low,8.0,8.0,0.0,0.0,self,0.9832780361175537,1.0,2.0,28.0,Lalo,20230502
20,1R,Med,9.0,9.0,0.0,0.0,self,0.9835171699523926,1.0,3.0,29.0,Lalo,20230502
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0501062870025635,1.0,4.0,30.0,Lalo,20230502
22,1R,Low,2.0,2.0,0.0,0.0,self,1.0853271484375,1.0,7.0,33.0,Lalo,20230502
23,1R,Med,9.0,9.0,0.0,0.0,self,0.9830000400543213,1.0,8.0,34.0,Lalo,20230502
24,1R,Low,6.0,6.0,0.0,0.0,self,0.9830410480499268,1.0,9.0,35.0,Lalo,20230502
25,1R,High,12.0,12.0,0.0,0.0,self,1.0171902179718018,1.0,10.0,36.0,Lalo,20230502
26,1R,Low,5.0,5.0,0.0,0.0,self,1.0002648830413818,1.0,11.0,37.0,Lalo,20230502
27,1R,Low,8.0,8.0,0.0,0.0,self,0.9829308986663818,1.0,12.0,38.0,Lalo,20230502
28,1R,Low,2.0,2.0,0.0,0.0,self,1.1496531963348389,1.0,13.0,39.0,Lalo,20230502
29,1R,Low,3.0,3.0,0.0,1.0,self,1.0998032093048096,-1.0,19.0,45.0,Lalo,20230502
30,1R,Low,4.0,4.0,0.0,0.0,self,1.2667620182037354,1.0,0.0,48.0,Lalo,20230502
31,1R,Low,1.0,1.0,0.0,0.0,self,1.3495268821716309,1.0,1.0,49.0,Lalo,20230502
32,1R,Low,5.0,5.0,0.0,0.0,self,0.9998393058776855,1.0,3.0,51.0,Lalo,20230502
33,1R,Low,2.0,2.0,0.0,0.0,self,2.6497457027435303,1.0,5.0,53.0,Lalo,20230502
34,1R,Low,4.0,4.0,0.0,0.0,self,0.9826128482818604,1.0,6.0,54.0,Lalo,20230502
35,1R,Low,5.0,5.0,0.0,0.0,self,1.0162920951843262,1.0,10.0,58.0,Lalo,20230502
36,1R,Low,5.0,5.0,0.0,0.0,self,0.9833061695098877,1.0,0.0,61.0,Lalo,20230502
37,1R,Med,10.0,10.0,0.0,0.0,self,0.9989869594573975,1.0,1.0,62.0,Lalo,20230502
38,1R,Low,2.0,2.0,0.0,0.0,self,1.0002191066741943,1.0,2.0,63.0,Lalo,20230502
39,1R,Low,4.0,4.0,0.0,0.0,self,0.9835569858551025,1.0,4.0,65.0,Lalo,20230502
40,1R,Low,1.0,1.0,0.0,0.0,self,0.9827537536621094,1.0,5.0,66.0,Lalo,20230502
41,1R,Low,1.0,1.0,0.0,0.0,self,1.0162298679351807,1.0,6.0,67.0,Lalo,20230502
42,1R,Low,3.0,3.0,0.0,0.0,self,0.9995977878570557,1.0,7.0,68.0,Lalo,20230502
43,1R,Med,10.0,10.0,0.0,0.0,self,1.1331541538238525,1.0,9.0,70.0,Lalo,20230502
44,1R,Low,3.0,3.0,0.0,0.0,self,0.9825019836425781,1.0,13.0,74.0,Lalo,20230502
45,1R,Low,5.0,5.0,0.0,1.0,self,0.9995789527893066,-1.0,14.0,75.0,Lalo,20230502
46,1R,Low,1.0,1.0,0.0,0.0,self,0.9834680557250977,1.0,0.0,79.0,Lalo,20230502
47,1R,Low,7.0,7.0,0.0,0.0,self,0.9831030368804932,1.0,1.0,80.0,Lalo,20230502
48,1R,Low,5.0,5.0,0.0,0.0,self,1.0502490997314453,1.0,2.0,81.0,Lalo,20230502
49,1R,Low,3.0,3.0,0.0,0.0,self,0.9831812381744385,1.0,3.0,82.0,Lalo,20230502
50,1R,Low,8.0,8.0,0.0,0.0,self,1.0159831047058105,1.0,4.0,83.0,Lalo,20230502
51,1R,Low,1.0,1.0,0.0,0.0,self,0.9834191799163818,1.0,7.0,86.0,Lalo,20230502
52,1R,Low,6.0,6.0,0.0,0.0,self,0.9826409816741943,1.0,8.0,87.0,Lalo,20230502
53,1R,Low,7.0,7.0,0.0,0.0,self,1.2332768440246582,1.0,9.0,88.0,Lalo,20230502
54,1R,Low,7.0,7.0,0.0,1.0,self,3.2495570182800293,-1.0,10.0,89.0,Lalo,20230502
55,1R,Low,4.0,4.0,0.0,0.0,self,0.9827029705047607,1.0,0.0,92.0,Lalo,20230502
56,1R,Low,2.0,2.0,0.0,0.0,self,0.9828801155090332,1.0,1.0,93.0,Lalo,20230502
57,1R,Low,5.0,5.0,0.0,0.0,self,1.0162181854248047,1.0,2.0,94.0,Lalo,20230502
58,1R,Low,1.0,1.0,0.0,0.0,self,2.4995999336242676,1.0,3.0,95.0,Lalo,20230502
59,1R,Low,1.0,1.0,0.0,0.0,self,1.0001041889190674,1.0,6.0,98.0,Lalo,20230502
60,1R,Low,1.0,1.0,0.0,0.0,self,0.9836511611938477,1.0,7.0,99.0,Lalo,20230502
61,1R,Low,4.0,4.0,0.0,0.0,self,2.066558837890625,1.0,9.0,101.0,Lalo,20230502
62,1R,Low,2.0,2.0,0.0,0.0,self,1.016617774963379,1.0,11.0,103.0,Lalo,20230502
63,1R,Low,3.0,3.0,0.0,1.0,self,1.0667510032653809,-1.0,12.0,104.0,Lalo,20230502
64,1R,Low,7.0,7.0,0.0,0.0,self,0.9821479320526123,1.0,0.0,107.0,Lalo,20230502
65,1R,Low,8.0,8.0,0.0,0.0,self,0.9833788871765137,1.0,1.0,108.0,Lalo,20230502
66,1R,Low,7.0,7.0,0.0,0.0,self,1.0343718528747559,1.0,3.0,110.0,Lalo,20230502
67,1R,Low,8.0,8.0,0.0,0.0,self,0.9831070899963379,1.0,4.0,111.0,Lalo,20230502
68,1R,Med,9.0,9.0,0.0,0.0,self,0.9831769466400146,1.0,5.0,112.0,Lalo,20230502
69,1R,Low,1.0,1.0,0.0,0.0,self,1.1497821807861328,1.0,6.0,113.0,Lalo,20230502
70,1R,Low,4.0,4.0,0.0,0.0,self,1.0505948066711426,1.0,0.0,121.0,Lalo,20230502
71,1R,Low,4.0,4.0,0.0,0.0,self,0.9998867511749268,1.0,1.0,122.0,Lalo,20230502
72,1R,Low,8.0,8.0,0.0,0.0,self,2.249729871749878,1.0,2.0,123.0,Lalo,20230502
73,1R,Low,2.0,2.0,0.0,0.0,self,0.9997951984405518,1.0,7.0,128.0,Lalo,20230502
74,1R,Low,1.0,1.0,0.0,1.0,self,0.9829168319702148,-1.0,8.0,129.0,Lalo,20230502
75,1R,Low,1.0,1.0,0.0,0.0,self,0.9830629825592041,1.0,0.0,132.0,Lalo,20230502
76,1R,Low,1.0,1.0,0.0,0.0,self,1.0325648784637451,1.0,1.0,133.0,Lalo,20230502
77,1R,Low,6.0,6.0,0.0,0.0,self,0.999518871307373,1.0,7.0,139.0,Lalo,20230502
78,1R,Med,11.0,11.0,0.0,0.0,self,1.0167038440704346,1.0,0.0,142.0,Lalo,20230502
79,1R,Low,3.0,3.0,0.0,0.0,self,1.0165410041809082,1.0,1.0,143.0,Lalo,20230502
80,1R,Low,1.0,1.0,0.0,0.0,self,1.7998690605163574,1.0,2.0,144.0,Lalo,20230502
81,1R,Low,4.0,4.0,0.0,0.0,self,1.0168628692626953,1.0,3.0,145.0,Lalo,20230502
82,1R,Low,8.0,8.0,0.0,0.0,self,0.9837138652801514,1.0,4.0,146.0,Lalo,20230502
83,1R,Low,1.0,1.0,0.0,0.0,self,0.9833500385284424,1.0,8.0,150.0,Lalo,20230502
84,1R,Low,2.0,2.0,0.0,0.0,self,1.1993231773376465,1.0,9.0,151.0,Lalo,20230502
85,1R,Low,1.0,1.0,0.0,0.0,self,2.533285140991211,1.0,10.0,152.0,Lalo,20230502
86,1R,Low,5.0,5.0,0.0,0.0,self,0.9998400211334229,1.0,11.0,153.0,Lalo,20230502
87,1R,Low,1.0,1.0,0.0,1.0,self,1.0002257823944092,-1.0,12.0,154.0,Lalo,20230502
88,1R,Low,3.0,3.0,0.0,0.0,self,0.9832921028137207,1.0,0.0,156.0,Lalo,20230502
89,1R,Low,2.0,2.0,0.0,0.0,self,0.9998359680175781,1.0,2.0,158.0,Lalo,20230502
90,1R,Low,3.0,3.0,0.0,0.0,self,0.9827079772949219,1.0,3.0,159.0,Lalo,20230502
91,1R,Low,1.0,1.0,0.0,0.0,self,0.9831712245941162,1.0,4.0,160.0,Lalo,20230502
92,1R,Med,10.0,10.0,0.0,0.0,self,0.9997072219848633,1.0,10.0,166.0,Lalo,20230502
93,1R,Low,2.0,2.0,0.0,1.0,self,0.9829521179199219,-1.0,11.0,167.0,Lalo,20230502
94,1R,Low,2.0,2.0,0.0,0.0,self,0.984065055847168,1.0,0.0,171.0,Lalo,20230502
95,1R,Low,4.0,4.0,0.0,0.0,self,0.9836149215698242,1.0,2.0,173.0,Lalo,20230502
96,1R,Low,2.0,2.0,0.0,0.0,self,1.9996140003204346,1.0,3.0,174.0,Lalo,20230502
97,1R,Low,2.0,2.0,0.0,0.0,self,0.9837160110473633,1.0,4.0,175.0,Lalo,20230502
98,1R,Med,9.0,9.0,0.0,0.0,self,0.9996757507324219,1.0,5.0,176.0,Lalo,20230502
99,1R,Low,3.0,3.0,0.0,0.0,self,0.9829800128936768,1.0,6.0,177.0,Lalo,20230502
100,1R,Low,1.0,1.0,0.0,0.0,self,0.9998071193695068,1.0,7.0,178.0,Lalo,20230502
101,1R,Low,4.0,4.0,0.0,0.0,self,1.0165021419525146,1.0,8.0,179.0,Lalo,20230502
102,1R,Med,9.0,9.0,0.0,0.0,self,0.9833431243896484,1.0,0.0,181.0,Lalo,20230502
103,1R,Low,3.0,3.0,0.0,0.0,self,0.9828097820281982,1.0,1.0,182.0,Lalo,20230502
104,1R,Low,3.0,3.0,0.0,0.0,self,0.9829490184783936,1.0,2.0,183.0,Lalo,20230502
105,1R,Low,4.0,4.0,0.0,0.0,self,1.3833467960357666,1.0,3.0,184.0,Lalo,20230502
106,1R,Low,6.0,6.0,0.0,0.0,self,0.9996969699859619,1.0,4.0,185.0,Lalo,20230502
107,1R,Low,8.0,8.0,0.0,0.0,self,0.9831631183624268,1.0,5.0,186.0,Lalo,20230502
108,1R,Low,4.0,4.0,0.0,0.0,self,1.433027982711792,1.0,6.0,187.0,Lalo,20230502
109,1R,Low,4.0,4.0,0.0,0.0,self,0.9831762313842773,1.0,7.0,188.0,Lalo,20230502
110,1R,Low,4.0,4.0,0.0,0.0,self,0.9990367889404297,1.0,8.0,189.0,Lalo,20230502
111,1R,Low,5.0,5.0,0.0,0.0,self,0.9837579727172852,1.0,9.0,190.0,Lalo,20230502
112,1R,Low,5.0,5.0,0.0,1.0,self,0.9835810661315918,-1.0,10.0,191.0,Lalo,20230502
113,1R,Low,7.0,7.0,0.0,0.0,self,0.9830191135406494,1.0,0.0,194.0,Lalo,20230502
114,1R,Low,1.0,1.0,0.0,0.0,self,0.983076810836792,1.0,1.0,195.0,Lalo,20230502
