,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,date_time
240,240,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053625.594599,111,2.3498241901397705,1,0,-1,0,0.15,1.0,[1.049612045288086],1.0,2.3498241901397705,1,1,0,3.349515199661255,2023_05_02_14_53_42
241,241,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053631.411625,107,6.882897853851318,1,0,-1,0,0.15,0.6,[0.9838850498199463],0.0,6.882897853851318,15,9,0,7.8825531005859375,2023_05_02_14_53_48
242,242,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683053641.993883,107,7.083376884460449,1,0,-1,0,0.0,0.6,[0.9837441444396973],0.0,7.083376884460449,15,9,0,8.083107948303223,2023_05_02_14_53_59
243,243,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683053652.8094878,108,6.932879209518433,1,0,-1,0,0.0,0.6666666666666666,[0.9999041557312012],0.0,6.932879209518433,15,10,0,7.932662010192871,2023_05_02_14_54_09
244,244,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053664.1920488,153,4.64971923828125,1,0,1,0,0.15,0.8333333333333334,[1.7497551441192627],1.0,4.64971923828125,6,5,0,5.6495232582092285,2023_05_02_14_54_20
245,245,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053671.7080178,108,3.56676983833313,1,0,1,0,0.15,0.6,[1.0005707740783691],1.0,3.56676983833313,5,3,0,4.566279888153076,2023_05_02_14_54_28
246,246,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053678.8414369,107,3.2329819202423096,1,0,1,0,0.15,0.75,[0.9835669994354248],1.0,3.2329819202423096,4,3,0,4.23272705078125,2023_05_02_14_54_36
247,247,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053686.323575,148,3.566157817840576,1,0,1,0,0.15,1.0,[1.665982961654663],1.0,3.566157817840576,3,3,0,4.565951108932495,2023_05_02_14_54_42
248,248,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053693.490081,149,3.25075101852417,1,0,1,0,0.15,0.5,[1.6833479404449463],1.0,3.25075101852417,2,1,0,4.249776124954224,2023_05_02_14_54_49
249,249,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053699.6063511,108,3.899444818496704,1,0,1,0,0.15,0.6666666666666666,[0.9996778964996338],1.0,3.899444818496704,6,4,0,4.8994810581207275,2023_05_02_14_54_56
250,250,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053707.088947,108,4.233143091201782,1,0,1,0,0.15,1.0,[0.9997401237487793],1.0,4.233143091201782,7,7,0,5.232941150665283,2023_05_02_14_55_04
251,251,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053714.922005,108,3.282909870147705,1,0,1,0,0.15,0.75,[0.9996490478515625],1.0,3.282909870147705,4,3,0,4.282549858093262,2023_05_02_14_55_12
252,252,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053721.7378151,107,2.249962091445923,1,0,1,0,0.15,1.0,[0.9833762645721436],1.0,2.249962091445923,1,1,0,3.24983811378479,2023_05_02_14_55_18
253,253,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683053727.521106,107,7.082385301589966,1,0,1,0,0.0,0.4,[0.9826149940490723],0.0,7.082385301589966,15,6,0,8.082130908966064,2023_05_02_14_55_24
254,254,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053738.353489,109,2.9154038429260254,1,0,-1,0,0.15,0.6666666666666666,[1.0152368545532227],1.0,2.9154038429260254,3,2,0,3.9148447513580322,2023_05_02_14_55_35
255,255,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053744.786171,107,3.2160799503326416,1,0,-1,0,0.15,1.0,[0.9825549125671387],1.0,3.2160799503326416,4,4,0,4.232133865356445,2023_05_02_14_55_41
256,256,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053751.602735,108,2.9330220222473145,1,0,-1,0,0.15,0.6666666666666666,[0.999561071395874],1.0,2.9330220222473145,3,2,0,3.932866096496582,2023_05_02_14_55_48
257,257,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053758.0690491,107,2.899744987487793,1,0,-1,0,0.15,0.6666666666666666,[0.9832098484039307],1.0,2.899744987487793,3,2,0,3.8993887901306152,2023_05_02_14_55_55
258,258,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053764.5182688,108,4.5662548542022705,1,0,-1,0,0.15,0.875,[0.9997260570526123],1.0,4.5662548542022705,8,7,0,5.566175937652588,2023_05_02_14_56_01
259,259,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053772.685046,107,6.248827695846558,1,0,-1,0,0.15,0.7692307692307693,[0.982738733291626],1.0,6.248827695846558,13,10,0,7.248605728149414,2023_05_02_14_56_09
260,260,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053782.800447,119,7.282443046569824,1,0,-1,0,0.15,0.5333333333333333,[1.1829159259796143],0.0,7.282443046569824,15,8,0,8.28228497505188,2023_05_02_14_56_19
261,261,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053793.632859,109,6.932971954345703,1,0,-1,0,0.15,0.6666666666666666,[1.016658067703247],1.0,6.932971954345703,15,10,0,7.932849168777466,2023_05_02_14_56_30
262,262,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053804.249388,107,5.232760906219482,1,0,-1,0,0.15,0.8,[0.9825990200042725],1.0,5.232760906219482,10,8,0,6.232612133026123,2023_05_02_14_56_41
263,263,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053813.148382,108,5.616405010223389,1,0,-1,0,0.15,0.6363636363636364,[0.9998779296875],1.0,5.616405010223389,11,7,0,6.616163969039917,2023_05_02_14_56_50
264,264,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053822.481846,112,4.299925088882446,1,0,-1,0,0.15,0.8571428571428571,[1.0663740634918213],1.0,4.299925088882446,7,6,0,5.299746990203857,2023_05_02_14_56_59
265,265,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053830.280183,107,2.5670058727264404,1,0,-1,0,0.15,0.5,[0.9830529689788818],1.0,2.5670058727264404,2,1,0,3.566173791885376,2023_05_02_14_57_07
266,266,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053836.4134789,109,3.315829038619995,1,0,-1,0,0.15,0.5,[1.015899896621704],1.0,3.315829038619995,4,2,0,4.315732002258301,2023_05_02_14_57_13
267,267,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053843.729474,135,7.349512100219727,1,0,-1,0,0.15,0.7333333333333333,[1.4496409893035889],0.0,7.349512100219727,15,11,0,8.34991717338562,2023_05_02_14_57_20
268,268,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683053855.5292978,178,8.265990018844604,1,0,1,0,0.0,0.7333333333333333,[2.1669061183929443],0.0,8.265990018844604,15,11,0,9.2658212184906,2023_05_02_14_57_31
269,269,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683053866.395793,108,6.966547012329102,1,0,1,0,0.0,0.8,[0.999567985534668],0.0,6.966547012329102,15,12,0,7.965859889984131,2023_05_02_14_57_43
270,270,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053877.261131,119,2.749917984008789,1,0,1,0,0.15,0.5,[1.1826162338256836],1.0,2.749917984008789,2,1,0,3.7495219707489014,2023_05_02_14_57_54
271,271,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053883.360041,107,7.083163022994995,1,0,1,0,0.15,0.6666666666666666,[0.9832828044891357],0.0,7.083163022994995,15,10,0,8.082793951034546,2023_05_02_14_58_00
272,272,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683053894.159411,107,6.9328789710998535,1,0,-1,0,0.0,0.7333333333333333,[0.9839279651641846],0.0,6.9328789710998535,15,11,0,7.932358980178833,2023_05_02_14_58_11
273,273,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053904.8921468,112,4.000493049621582,1,0,1,0,0.15,0.6666666666666666,[1.0675780773162842],1.0,4.000493049621582,6,4,0,4.999986886978149,2023_05_02_14_58_21
274,274,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053912.408013,107,6.982787132263184,1,0,1,0,0.15,0.7333333333333333,[0.9834511280059814],0.0,6.982787132263184,15,11,0,7.982422113418579,2023_05_02_14_58_29
275,275,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683053923.124253,108,6.899685859680176,1,0,-1,0,0.0,0.8,[1.000373125076294],0.0,6.899685859680176,15,12,0,7.899489879608154,2023_05_02_14_58_40
276,276,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053933.706562,107,5.216667175292969,1,0,1,0,0.15,0.9,[0.9831540584564209],1.0,5.216667175292969,10,9,0,6.215997934341431,2023_05_02_14_58_50
277,277,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053942.572891,107,5.216685056686401,1,0,1,0,0.15,0.9,[0.9831712245941162],1.0,5.216685056686401,10,9,0,6.216444253921509,2023_05_02_14_58_59
278,278,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053951.440087,108,5.266183853149414,1,0,1,0,0.15,0.6,[0.9995670318603516],1.0,5.266183853149414,10,6,0,6.265763998031616,2023_05_02_14_59_08
279,279,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053960.355613,108,2.5663046836853027,1,0,1,0,0.15,1.0,[0.999929666519165],1.0,2.5663046836853027,2,2,0,3.566276788711548,2023_05_02_14_59_17
280,280,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053966.638879,119,5.132552146911621,1,0,1,0,0.15,0.4444444444444444,[1.1825780868530273],1.0,5.132552146911621,9,4,0,6.132191896438599,2023_05_02_14_59_23
281,281,[1.0],1.0,0,1.0,1.0,0,[1.0],1683053976.386901,178,5.066685199737549,1,0,1,0,0.15,0.6666666666666666,[2.166048049926758],1.0,5.066685199737549,6,4,0,6.080012083053589,2023_05_02_14_59_32
282,282,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683053983.953632,108,6.899406909942627,1,0,1,0,0.0,0.6666666666666666,[0.9995839595794678],0.0,6.899406909942627,15,10,0,7.899584054946899,2023_05_02_14_59_41
283,283,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683053994.5358138,107,6.216609001159668,1,0,-1,0,0.15,0.7692307692307693,[0.9831430912017822],1.0,6.216609001159668,13,10,0,7.216311931610107,2023_05_02_14_59_51
284,284,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054004.6018822,118,6.749408960342407,1,0,-1,0,0.15,0.7857142857142857,[1.1662797927856445],1.0,6.749408960342407,14,11,0,7.7491888999938965,2023_05_02_15_00_01
285,285,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054014.9177752,110,3.9494450092315674,1,0,-1,0,0.15,0.6666666666666666,[1.033409833908081],1.0,3.9494450092315674,6,4,0,4.949267864227295,2023_05_02_15_00_12
286,286,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054022.417003,107,6.933021068572998,1,0,-1,0,0.15,0.7333333333333333,[0.9832727909088135],0.0,6.933021068572998,15,11,0,7.9324610233306885,2023_05_02_15_00_19
287,287,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054033.116498,110,6.616324186325073,1,0,-1,0,0.15,0.7857142857142857,[1.0331122875213623],1.0,6.616324186325073,14,11,0,7.6157519817352295,2023_05_02_15_00_30
288,288,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054043.665643,124,4.84968900680542,1,0,-1,0,0.15,0.75,[1.2665879726409912],1.0,4.84968900680542,8,6,0,5.849790096282959,2023_05_02_15_00_40
289,289,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054051.981846,114,7.08267879486084,1,0,-1,0,0.15,0.4666666666666667,[1.0997028350830078],0.0,7.08267879486084,15,7,0,8.082389831542969,2023_05_02_15_00_49
290,290,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054062.664317,107,6.89923620223999,1,0,1,0,0.0,0.6,[0.9828591346740723],0.0,6.89923620223999,15,9,0,7.898990154266357,2023_05_02_15_00_59
291,291,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054073.280281,108,2.5671069622039795,1,0,-1,0,0.15,1.0,[1.000140905380249],1.0,2.5671069622039795,2,2,0,3.566260814666748,2023_05_02_15_01_10
292,292,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054079.480045,115,4.016435861587524,1,0,-1,0,0.15,0.8333333333333334,[1.116567611694336],1.0,4.016435861587524,6,5,0,5.016470670700073,2023_05_02_15_01_16
293,293,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054086.962656,107,6.232630014419556,1,0,-1,0,0.15,0.7692307692307693,[0.9831588268280029],1.0,6.232630014419556,13,10,0,7.232709884643555,2023_05_02_15_01_24
294,294,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054096.895721,108,3.899683952331543,1,0,-1,0,0.15,0.6666666666666666,[0.9994330406188965],1.0,3.899683952331543,6,4,0,4.899435997009277,2023_05_02_15_01_34
295,295,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054104.495167,114,3.0002591609954834,1,0,-1,0,0.15,0.3333333333333333,[1.1001770496368408],1.0,3.0002591609954834,3,1,0,3.9997360706329346,2023_05_02_15_01_41
296,296,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054110.927784,107,2.884207010269165,1,0,-1,0,0.15,1.0,[0.9829180240631104],1.0,2.884207010269165,3,3,0,3.8833892345428467,2023_05_02_15_01_48
297,297,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054117.361252,107,2.8827641010284424,1,0,-1,0,0.15,0.3333333333333333,[0.9836430549621582],1.0,2.8827641010284424,3,1,0,3.883012056350708,2023_05_02_15_01_54
298,298,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054123.793737,107,3.583141803741455,1,0,-1,0,0.15,0.8,[0.9830877780914307],1.0,3.583141803741455,5,4,0,4.582683801651001,2023_05_02_15_02_00
299,299,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054130.960247,107,5.599481105804443,1,0,-1,0,0.15,0.6363636363636364,[0.9836528301239014],1.0,5.599481105804443,11,7,0,6.5992209911346436,2023_05_02_15_02_08
300,300,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054140.526044,125,6.849622011184692,1,0,-1,0,0.15,0.5714285714285714,[1.2833209037780762],1.0,6.849622011184692,14,8,0,7.849135875701904,2023_05_02_15_02_17
301,301,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054150.843117,111,3.2992429733276367,1,0,-1,0,0.15,0.5,[1.0494310855865479],1.0,3.2992429733276367,4,2,0,4.299368858337402,2023_05_02_15_02_27
302,302,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054157.758292,115,6.699278116226196,1,0,-1,0,0.15,0.5,[1.1167957782745361],1.0,6.699278116226196,14,7,0,7.699068784713745,2023_05_02_15_02_34
303,303,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683054168.058103,109,7.116270065307617,1,0,-1,0,0.0,0.4666666666666667,[1.016503095626831],0.0,7.116270065307617,15,7,0,8.11569094657898,2023_05_02_15_02_45
304,304,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683054178.873451,109,6.999620676040649,1,0,-1,0,0.0,0.7333333333333333,[1.016305923461914],0.0,6.999620676040649,15,11,0,8.01592493057251,2023_05_02_15_02_55
305,305,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054189.588874,108,7.032711982727051,1,0,1,0,0.15,0.7333333333333333,[0.9997460842132568],0.0,7.032711982727051,15,11,0,8.03268814086914,2023_05_02_15_03_06
306,306,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054200.921526,143,4.150079011917114,1,0,1,0,0.15,0.8,[1.583178997039795],1.0,4.150079011917114,5,4,0,5.149402856826782,2023_05_02_15_03_17
307,307,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054208.055064,107,6.582736015319824,1,0,1,0,0.15,0.7857142857142857,[0.983140230178833],1.0,6.582736015319824,14,11,0,7.599400043487549,2023_05_02_15_03_25
308,308,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054218.353824,107,3.5499820709228516,1,0,1,0,0.15,0.8,[0.9831230640411377],1.0,3.5499820709228516,5,4,0,4.5499091148376465,2023_05_02_15_03_35
309,309,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054225.4864051,107,5.549929857254028,1,0,1,0,0.15,0.8181818181818182,[0.9832067489624023],1.0,5.549929857254028,11,9,0,6.549598932266235,2023_05_02_15_03_42
310,310,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054234.7359,110,5.9327850341796875,1,0,1,0,0.15,0.75,[1.032801866531372],1.0,5.9327850341796875,12,9,0,6.932460069656372,2023_05_02_15_03_51
311,311,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054244.302258,108,5.616199016571045,1,0,1,0,0.15,0.7272727272727273,[0.9997870922088623],1.0,5.616199016571045,11,8,0,6.616039991378784,2023_05_02_15_04_01
312,312,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054254.2686012,149,3.3333630561828613,1,0,1,0,0.15,1.0,[1.6838960647583008],1.0,3.3333630561828613,2,2,0,4.333204984664917,2023_05_02_15_04_10
313,313,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054260.467631,107,7.0829408168792725,1,0,1,0,0.15,0.6,[0.9833290576934814],0.0,7.0829408168792725,15,9,0,8.08276104927063,2023_05_02_15_04_17
314,314,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054271.2835,108,2.2332751750946045,1,0,-1,0,0.15,1.0,[0.9996852874755859],1.0,2.2332751750946045,1,1,0,3.2326462268829346,2023_05_02_15_04_28
315,315,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054277.032883,107,3.2162060737609863,1,0,-1,0,0.15,0.75,[0.98313307762146],1.0,3.2162060737609863,4,3,0,4.216351270675659,2023_05_02_15_04_34
316,316,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054283.915772,114,5.01629114151001,1,0,-1,0,0.15,0.6666666666666666,[1.099992036819458],1.0,5.01629114151001,9,6,0,6.017141342163086,2023_05_02_15_04_40
317,317,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054292.448817,107,2.550230026245117,1,0,-1,0,0.15,1.0,[0.9833831787109375],1.0,2.550230026245117,2,2,0,3.549454927444458,2023_05_02_15_04_49
318,318,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054298.5318022,107,4.2170538902282715,1,0,-1,0,0.15,0.5714285714285714,[0.9835247993469238],1.0,4.2170538902282715,7,4,0,5.215883016586304,2023_05_02_15_04_55
319,319,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054306.347748,107,6.899332761764526,1,0,-1,0,0.15,0.4666666666666667,[0.9831118583679199],0.0,6.899332761764526,15,7,0,7.899142742156982,2023_05_02_15_05_03
320,320,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054316.963899,107,6.216178894042969,1,0,-1,0,0.15,0.7692307692307693,[0.9830150604248047],1.0,6.216178894042969,13,10,0,7.215803146362305,2023_05_02_15_05_14
321,321,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054326.896021,109,4.632879018783569,1,0,-1,0,0.15,0.875,[1.0164251327514648],1.0,4.632879018783569,8,7,0,5.633105039596558,2023_05_02_15_05_24
322,322,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054335.1123378,107,2.566704273223877,1,0,-1,0,0.15,0.5,[0.9831972122192383],1.0,2.566704273223877,2,1,0,3.5662081241607666,2023_05_02_15_05_32
323,323,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054341.22911,108,2.2831509113311768,1,0,-1,0,0.15,1.0,[1.0005440711975098],1.0,2.2831509113311768,1,1,0,3.282623052597046,2023_05_02_15_05_38
324,324,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054347.0447402,108,4.5829689502716064,1,0,-1,0,0.15,0.75,[0.9999001026153564],1.0,4.5829689502716064,8,6,0,5.582871913909912,2023_05_02_15_05_44
325,325,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054355.2277918,107,4.616329908370972,1,0,-1,0,0.15,0.625,[0.9832420349121094],1.0,4.616329908370972,8,5,0,5.616331100463867,2023_05_02_15_05_52
326,326,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054363.460191,107,6.566303014755249,1,0,-1,0,0.15,0.7142857142857143,[0.9823341369628906],1.0,6.566303014755249,14,10,0,7.5653369426727295,2023_05_02_15_06_00
327,327,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054373.7262568,107,6.566134214401245,1,0,-1,0,0.15,0.5,[0.9832992553710938],1.0,6.566134214401245,14,7,0,7.566077947616577,2023_05_02_15_06_10
328,328,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054384.0090082,109,2.266650915145874,1,0,-1,0,0.15,1.0,[1.016549825668335],1.0,2.266650915145874,1,1,0,3.2663779258728027,2023_05_02_15_06_21
329,329,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683054389.7753952,108,6.9156341552734375,1,0,-1,0,0.15,0.6,[0.9991669654846191],0.0,6.9156341552734375,15,9,0,7.916011095046997,2023_05_02_15_06_26
330,330,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054400.37445,107,6.916201829910278,1,0,1,0,0.0,0.8,[0.9832518100738525],0.0,6.916201829910278,15,12,0,7.915978908538818,2023_05_02_15_06_37
331,331,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054411.657042,147,7.749926805496216,1,0,1,0,0.0,0.6666666666666666,[1.6506719589233398],0.0,7.749926805496216,15,10,0,8.749369859695435,2023_05_02_15_06_48
332,332,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683054422.506259,109,7.1152870655059814,1,0,-1,0,0.0,0.5333333333333333,[1.0158300399780273],0.0,7.1152870655059814,15,8,0,8.115297079086304,2023_05_02_15_06_59
333,333,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683054433.306528,107,7.082528829574585,1,0,-1,0,0.0,0.4,[0.9833738803863525],0.0,7.082528829574585,15,6,0,8.082432746887207,2023_05_02_15_07_10
334,334,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054444.105354,107,6.932548761367798,1,0,1,0,0.15,0.6666666666666666,[0.9826827049255371],1.0,6.932548761367798,15,10,0,7.948848724365234,2023_05_02_15_07_21
335,335,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054454.8044732,110,3.9330060482025146,1,0,1,0,0.15,0.6666666666666666,[1.0331900119781494],1.0,3.9330060482025146,6,4,0,4.932436943054199,2023_05_02_15_07_31
336,336,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054462.30338,108,2.5830001831054688,1,0,1,0,0.15,0.5,[0.9994058609008789],1.0,2.5830001831054688,2,1,0,3.5825910568237305,2023_05_02_15_07_39
337,337,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054468.386359,107,5.565974950790405,1,0,1,0,0.15,0.6363636363636364,[0.9828999042510986],1.0,5.565974950790405,11,7,0,6.565625905990601,2023_05_02_15_07_45
338,338,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054477.6359072,109,2.2487716674804688,1,0,1,0,0.15,1.0,[1.0157618522644043],1.0,2.2487716674804688,1,1,0,3.249361753463745,2023_05_02_15_07_54
339,339,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054483.4029398,108,3.599898338317871,1,0,1,0,0.15,0.8,[0.9998359680175781],1.0,3.599898338317871,5,4,0,4.599436044692993,2023_05_02_15_08_00
340,340,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054490.8686368,125,2.8998780250549316,1,0,1,0,0.15,1.0,[1.2831730842590332],1.0,2.8998780250549316,2,2,0,3.899487018585205,2023_05_02_15_08_07
341,341,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054497.001364,107,6.948548078536987,1,0,1,0,0.15,0.7333333333333333,[0.9826309680938721],0.0,6.948548078536987,15,11,0,7.94827127456665,2023_05_02_15_08_14
342,342,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054507.6836538,108,4.616456031799316,1,0,1,0,0.15,1.0,[0.999657154083252],1.0,4.616456031799316,8,8,0,5.632677316665649,2023_05_02_15_08_24
343,343,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054515.999928,112,3.983771800994873,1,0,1,0,0.15,1.0,[1.0670180320739746],1.0,3.983771800994873,6,6,0,4.982877969741821,2023_05_02_15_08_33
344,344,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054523.5159721,108,3.9667301177978516,1,0,1,0,0.15,0.8333333333333334,[0.9996461868286133],1.0,3.9667301177978516,6,5,0,4.965994119644165,2023_05_02_15_08_40
345,345,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054531.082758,108,5.249351978302002,1,0,1,0,0.15,0.8,[0.999629020690918],1.0,5.249351978302002,10,8,0,6.249222278594971,2023_05_02_15_08_48
346,346,[1.0],1.0,0,1.0,1.0,0,[1.0],1683054539.964768,108,2.5665600299835205,1,0,1,0,0.15,1.0,[0.9997119903564453],1.0,2.5665600299835205,2,2,0,3.5830540657043457,2023_05_02_15_08_57
347,347,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054546.064306,107,7.082780838012695,1,0,1,0,0.0,0.6666666666666666,[0.9831500053405762],0.0,7.082780838012695,15,10,0,8.082618951797485,2023_05_02_15_09_03
348,348,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054556.864102,107,7.082854270935059,1,0,1,0,0.0,0.6,[0.9832451343536377],0.0,7.082854270935059,15,9,0,8.082611083984375,2023_05_02_15_09_14
349,349,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683054594.6944451,354,11.216101884841919,1,0,1,0,0.0,0.3333333333333333,[5.116522789001465],0.0,11.216101884841919,15,5,0,12.215919971466064,2023_05_02_15_09_47
350,350,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683055162.356311,519,13.781537055969238,1,0,1,0,0.0,0.4666666666666667,[7.864523649215698],0.0,13.781537055969238,15,7,0,14.781610012054443,2023_05_02_15_19_12
351,351,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683055174.571967,186,3.966679096221924,1,0,-1,0,0.15,1.0,[2.299804925918579],1.0,3.966679096221924,2,2,0,4.966615915298462,2023_05_02_15_19_30
352,352,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683055180.8548758,109,2.2996158599853516,1,0,-1,0,0.15,1.0,[1.0168046951293945],1.0,2.2996158599853516,1,1,0,3.2998740673065186,2023_05_02_15_19_37
353,353,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683055187.1718569,138,7.416112184524536,1,0,1,0,0.0,0.6666666666666666,[1.5005121231079102],0.0,7.416112184524536,15,10,0,8.415814876556396,2023_05_02_15_19_43
354,354,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683055197.804173,107,3.2332940101623535,1,0,-1,0,0.15,0.5,[0.9835059642791748],1.0,3.2332940101623535,4,2,0,4.233771800994873,2023_05_02_15_19_54
355,355,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683055204.603903,108,7.099406003952026,1,0,-1,0,0.15,0.6,[1.0000948905944824],0.0,7.099406003952026,15,9,0,8.09977388381958,2023_05_02_15_20_01
