,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,date_time
540,540,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058037.941801,108,7.099554777145386,1,0,1,0,0.0,0.6,[0.9995808601379395],0.0,7.099554777145386,15,9,0,8.098928689956665,2023_05_02_16_07_15
541,541,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058048.757633,108,6.916162729263306,1,0,-1,0,0.15,0.6,[1.000173807144165],0.0,6.916162729263306,15,9,0,7.91557502746582,2023_05_02_16_07_25
542,542,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058059.506759,115,7.0156569480896,1,0,1,0,0.0,0.8,[1.1161301136016846],0.0,7.0156569480896,15,12,0,8.015444993972778,2023_05_02_16_07_36
543,543,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058070.889292,154,5.682497024536133,1,0,-1,0,0.15,0.5555555555555556,[1.7657690048217773],1.0,5.682497024536133,9,5,0,6.682178020477295,2023_05_02_16_07_47
544,544,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058079.4888058,109,4.966207981109619,1,0,-1,0,0.15,1.0,[1.016369104385376],1.0,4.966207981109619,9,9,0,5.9661431312561035,2023_05_02_16_07_56
545,545,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058088.038167,107,7.082417964935303,1,0,-1,0,0.15,0.6666666666666666,[0.9828259944915771],0.0,7.082417964935303,15,10,0,8.082480907440186,2023_05_02_16_08_05
546,546,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058098.8881652,110,3.9994759559631348,1,0,-1,0,0.15,0.5,[1.0329070091247559],1.0,3.9994759559631348,6,3,0,4.999567747116089,2023_05_02_16_08_15
547,547,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058106.570364,115,2.6843650341033936,1,0,-1,0,0.15,0.5,[1.1167678833007812],1.0,2.6843650341033936,2,1,0,3.6998181343078613,2023_05_02_16_08_23
548,548,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058112.686343,108,3.599766969680786,1,0,-1,0,0.15,0.6,[0.9997951984405518],1.0,3.599766969680786,5,3,0,4.59920597076416,2023_05_02_16_08_29
549,549,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058119.902462,110,2.9336981773376465,1,0,-1,0,0.15,0.6666666666666666,[1.0324759483337402],1.0,2.9336981773376465,3,2,0,3.9319021701812744,2023_05_02_16_08_37
550,550,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058126.336119,107,2.8997721672058105,1,0,-1,0,0.15,0.3333333333333333,[0.9833862781524658],1.0,2.8997721672058105,3,1,0,3.900179386138916,2023_05_02_16_08_43
551,551,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058132.802211,108,5.565703868865967,1,0,-1,0,0.15,0.7272727272727273,[0.9992251396179199],1.0,5.565703868865967,11,8,0,6.565509080886841,2023_05_02_16_08_49
552,552,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683058142.184269,118,7.066206216812134,1,0,-1,0,0.0,0.8666666666666667,[1.1668589115142822],0.0,7.066206216812134,15,13,0,8.065957069396973,2023_05_02_16_08_59
553,553,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683058152.95042,117,7.249523878097534,1,0,-1,0,0.0,0.6666666666666666,[1.1496987342834473],0.0,7.249523878097534,15,10,0,8.249409675598145,2023_05_02_16_09_09
554,554,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058163.766321,108,4.899643182754517,1,0,1,0,0.15,0.8888888888888888,[0.9997789859771729],1.0,4.899643182754517,9,8,0,5.915643930435181,2023_05_02_16_09_20
555,555,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058172.2993731,107,6.948698282241821,1,0,1,0,0.15,0.8,[0.9833862781524658],0.0,6.948698282241821,15,12,0,7.9484851360321045,2023_05_02_16_09_29
556,556,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058182.964757,107,2.549891948699951,1,0,1,0,0.15,1.0,[0.98319411277771],1.0,2.549891948699951,2,2,0,3.5499401092529297,2023_05_02_16_09_40
557,557,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058189.04843,107,2.899538040161133,1,0,1,0,0.15,1.0,[0.9838590621948242],1.0,2.899538040161133,3,3,0,3.8993570804595947,2023_05_02_16_09_46
558,558,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058195.4978392,107,3.5501022338867188,1,0,1,0,0.15,0.8,[0.9830071926116943],1.0,3.5501022338867188,5,4,0,4.5663371086120605,2023_05_02_16_09_52
559,559,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058202.646823,107,2.883270263671875,1,0,1,0,0.15,0.6666666666666666,[0.9831790924072266],1.0,2.883270263671875,3,2,0,3.8831090927124023,2023_05_02_16_09_59
560,560,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058209.0801358,107,4.549716949462891,1,0,1,0,0.15,0.375,[0.9833519458770752],1.0,4.549716949462891,8,3,0,5.55029296875,2023_05_02_16_10_06
561,561,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058217.229308,107,2.583408832550049,1,0,1,0,0.15,0.5,[0.9831879138946533],1.0,2.583408832550049,2,1,0,3.5831987857818604,2023_05_02_16_10_14
562,562,[1.0],1.0,0,1.0,1.0,0,[1.0],1683058223.429037,112,3.982896089553833,1,0,1,0,0.15,0.6666666666666666,[1.0663020610809326],1.0,3.982896089553833,6,4,0,4.9825639724731445,2023_05_02_16_10_20
563,563,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058231.7115352,154,7.716084957122803,1,0,1,0,0.0,0.8666666666666667,[1.7655880451202393],0.0,7.716084957122803,15,13,0,8.715083122253418,2023_05_02_16_10_28
564,564,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058242.377866,107,6.882477045059204,1,0,1,0,0.0,0.8,[0.9827041625976562],0.0,6.882477045059204,15,12,0,7.881998062133789,2023_05_02_16_10_39
565,565,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058252.9769,109,2.9165308475494385,1,0,-1,0,0.15,0.6666666666666666,[1.0164337158203125],1.0,2.9165308475494385,3,2,0,3.9160568714141846,2023_05_02_16_10_50
566,566,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058259.592963,118,3.0655710697174072,1,0,-1,0,0.15,0.6666666666666666,[1.1660239696502686],1.0,3.0655710697174072,3,2,0,4.065713167190552,2023_05_02_16_10_56
567,567,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058266.07604,109,2.9165289402008057,1,0,-1,0,0.15,0.6666666666666666,[1.0163600444793701],1.0,2.9165289402008057,3,2,0,3.916245222091675,2023_05_02_16_11_03
568,568,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058272.5086532,107,2.882960796356201,1,0,-1,0,0.15,1.0,[0.9828128814697266],1.0,2.882960796356201,3,3,0,3.88307785987854,2023_05_02_16_11_09
569,569,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683058278.941642,107,5.633450984954834,1,0,-1,0,0.15,0.5454545454545454,[0.9832148551940918],1.0,5.633450984954834,11,6,0,6.633296728134155,2023_05_02_16_11_16
570,570,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058335.670789,205,8.531784057617188,1,0,1,0,0.0,0.5333333333333333,[2.6326730251312256],0.0,8.531784057617188,15,8,0,9.532526969909668,2023_05_02_16_12_11
571,571,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058359.6694322,907,20.431904077529907,1,0,1,0,0.0,0.3333333333333333,[14.33230996131897],0.0,20.431904077529907,15,5,0,21.43154788017273,2023_05_02_16_12_23
572,572,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683058905.665359,579,14.816145896911621,1,0,1,0,0.0,0.6,[8.866883754730225],0.0,14.816145896911621,15,9,0,15.816295862197876,2023_05_02_16_21_34
573,573,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683059470.0597172,326,10.748471021652222,1,0,1,0,0.0,0.4,[4.632082939147949],0.0,10.748471021652222,15,6,0,11.74807596206665,2023_05_02_16_31_03
574,574,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059483.0754051,231,4.951035261154175,1,0,-1,0,0.15,0.6666666666666666,[3.0497820377349854],1.0,4.951035261154175,3,2,0,5.949982166290283,2023_05_02_16_31_18
575,575,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059529.672585,1136,24.247952699661255,1,0,-1,0,0.0,0.0,[18.148387908935547],0.0,24.247952699661255,15,0,0,25.2477970123291,2023_05_02_16_31_49
576,576,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059614.4496078,382,11.665647029876709,1,0,-1,0,0.0,0.0,[5.566119909286499],0.0,11.665647029876709,15,0,0,12.66557788848877,2023_05_02_16_33_27
577,577,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059631.915211,494,13.54874324798584,1,0,-1,0,0.0,0.0,[7.449038982391357],0.0,13.54874324798584,15,0,0,14.548695087432861,2023_05_02_16_33_42
578,578,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059646.797395,337,10.91634464263916,1,0,-1,0,0.0,0.2,[4.817215919494629],0.0,10.91634464263916,15,3,0,11.916305780410767,2023_05_02_16_34_00
579,579,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059692.578165,821,18.981729984283447,1,0,-1,0,0.0,0.2,[12.882507085800171],0.0,18.981729984283447,15,3,0,19.9819598197937,2023_05_02_16_34_37
580,580,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059706.276652,250,9.466327905654907,1,0,-1,0,0.0,0.2,[3.3662021160125732],0.0,9.466327905654907,15,3,0,10.466633081436157,2023_05_02_16_35_01
581,581,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059720.325526,296,10.232694864273071,1,0,-1,0,0.0,0.0,[4.132962942123413],0.0,10.232694864273071,15,0,0,11.249149799346924,2023_05_02_16_35_14
582,582,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059733.041398,214,8.866380214691162,1,0,-1,0,0.0,0.0,[2.7657783031463623],0.0,8.866380214691162,15,0,0,9.865697145462036,2023_05_02_16_35_28
583,583,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059747.858689,344,10.865732908248901,1,0,-1,0,0.0,0.5333333333333333,[4.932997941970825],0.0,10.865732908248901,15,8,0,11.865870952606201,2023_05_02_16_35_41
584,584,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059768.9391282,724,17.366291999816895,1,0,-1,0,0.0,0.13333333333333333,[11.266340017318726],0.0,17.366291999816895,15,2,0,18.365375995635986,2023_05_02_16_35_55
585,585,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059780.555142,130,7.465442180633545,1,0,-1,0,0.0,0.3333333333333333,[1.366051197052002],0.0,7.465442180633545,15,5,0,8.465717077255249,2023_05_02_16_36_17
586,586,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059791.371783,107,7.082396030426025,1,0,-1,0,0.0,0.2,[0.9826011657714844],0.0,7.082396030426025,15,3,0,8.083185911178589,2023_05_02_16_36_28
587,587,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059803.3366332,177,8.267399072647095,1,0,-1,0,0.0,0.13333333333333333,[2.1492528915405273],0.0,8.267399072647095,15,2,0,9.265299797058105,2023_05_02_16_36_39
588,588,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059814.202564,107,7.082726716995239,1,0,-1,0,0.15,0.06666666666666667,[0.9825358390808105],0.0,7.082726716995239,15,1,0,8.081929922103882,2023_05_02_16_36_51
589,589,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059825.0016232,107,4.233099699020386,1,0,-1,0,0.15,0.42857142857142855,[0.9830787181854248],1.0,4.233099699020386,7,3,0,5.233258962631226,2023_05_02_16_37_02
590,590,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059832.8177888,107,2.900455951690674,1,0,-1,0,0.15,0.3333333333333333,[0.9832749366760254],1.0,2.900455951690674,3,1,0,3.9008171558380127,2023_05_02_16_37_09
591,591,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059839.267512,107,3.8995840549468994,1,0,-1,0,0.15,0.5,[0.9829208850860596],1.0,3.8995840549468994,6,3,0,4.899039030075073,2023_05_02_16_37_16
592,592,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059847.183902,133,7.516013145446777,1,0,-1,0,0.15,0.6666666666666666,[1.4167580604553223],0.0,7.516013145446777,15,10,0,8.516114950180054,2023_05_02_16_37_23
593,593,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059858.03315,109,7.133260250091553,1,0,-1,0,0.15,0.4666666666666667,[1.0166122913360596],0.0,7.133260250091553,15,7,0,8.132673025131226,2023_05_02_16_37_35
594,594,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683059868.848793,107,7.083031177520752,1,0,1,0,0.0,0.8,[0.9835169315338135],0.0,7.083031177520752,15,12,0,8.08284616470337,2023_05_02_16_37_46
595,595,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059879.648113,107,2.250101089477539,1,0,-1,0,0.15,1.0,[0.9829733371734619],1.0,2.250101089477539,1,1,0,3.2492682933807373,2023_05_02_16_37_56
596,596,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059885.430697,107,5.5662970542907715,1,0,-1,0,0.15,0.8181818181818182,[0.9830262660980225],1.0,5.5662970542907715,11,9,0,6.565702199935913,2023_05_02_16_38_02
597,597,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059894.6472378,107,6.883319139480591,1,0,-1,0,0.15,0.6,[0.9837381839752197],0.0,6.883319139480591,15,9,0,7.882360219955444,2023_05_02_16_38_11
598,598,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683059905.230211,107,6.899430990219116,1,0,1,0,0.0,0.8,[0.9837110042572021],0.0,6.899430990219116,15,12,0,7.899446725845337,2023_05_02_16_38_22
599,599,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683059915.828758,107,6.9158711433410645,1,0,1,0,0.0,0.7333333333333333,[0.9830760955810547],0.0,6.9158711433410645,15,11,0,7.915569305419922,2023_05_02_16_38_32
600,600,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059926.461249,108,4.616440057754517,1,0,-1,0,0.15,0.5,[0.9998199939727783],1.0,4.616440057754517,8,4,0,5.616168975830078,2023_05_02_16_38_43
601,601,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683059934.677568,107,2.549567937850952,1,0,-1,0,0.15,1.0,[0.982853889465332],1.0,2.549567937850952,2,2,0,3.5498037338256836,2023_05_02_16_38_51
602,602,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059941.077502,126,7.399159908294678,1,0,-1,0,0.0,0.6,[1.2996330261230469],0.0,7.399159908294678,15,9,0,8.39867901802063,2023_05_02_16_38_57
603,603,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683059952.5597,146,7.750318288803101,1,0,-1,0,0.0,0.6,[1.6495859622955322],0.0,7.750318288803101,15,9,0,8.749316215515137,2023_05_02_16_39_09
604,604,[1.0],1.0,0,1.0,1.0,0,[1.0],1683059963.375581,107,2.9160141944885254,1,0,1,0,0.15,0.3333333333333333,[0.9836220741271973],1.0,2.9160141944885254,3,1,0,3.9156129360198975,2023_05_02_16_39_20
605,605,[1.0],1.0,0,1.0,1.0,0,[1.0],1683059969.8419268,107,3.5490479469299316,1,0,1,0,0.15,0.6,[0.9827120304107666],1.0,3.5490479469299316,5,3,0,4.548926830291748,2023_05_02_16_39_27
606,606,[1.0],1.0,0,1.0,1.0,0,[1.0],1683059976.975172,107,5.599001169204712,1,0,1,0,0.15,0.8181818181818182,[0.9821178913116455],1.0,5.599001169204712,11,9,0,6.598607778549194,2023_05_02_16_39_34
607,607,[1.0],1.0,0,1.0,1.0,0,[1.0],1683059986.2070951,107,6.882643938064575,1,0,1,0,0.15,0.6,[0.983055830001831],0.0,6.882643938064575,15,9,0,7.882406949996948,2023_05_02_16_39_43
608,608,[1.0],1.0,0,1.0,1.0,0,[1.0],1683059996.773663,107,2.949286937713623,1,0,1,0,0.15,0.6666666666666666,[0.9830019474029541],1.0,2.949286937713623,3,2,0,3.949338912963867,2023_05_02_16_39_53
609,609,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060003.289338,108,4.91631007194519,1,0,1,0,0.15,0.7777777777777778,[0.9999222755432129],1.0,4.91631007194519,9,7,0,5.916283130645752,2023_05_02_16_40_00
610,610,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060011.822308,107,7.082785129547119,1,0,1,0,0.15,0.8,[0.9831080436706543],0.0,7.082785129547119,15,12,0,8.082771301269531,2023_05_02_16_40_08
611,611,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060022.621883,107,5.549880027770996,1,0,1,0,0.15,0.6363636363636364,[0.983083963394165],1.0,5.549880027770996,11,7,0,6.549286842346191,2023_05_02_16_40_19
612,612,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060031.871706,110,2.6006031036376953,1,0,1,0,0.15,0.5,[1.033116102218628],1.0,2.6006031036376953,2,1,0,3.599571943283081,2023_05_02_16_40_28
613,613,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060041.97105,348,10.932752847671509,1,0,1,0,0.0,0.6666666666666666,[5.0005247592926025],0.0,10.932752847671509,15,10,0,11.93320083618164,2023_05_02_16_40_35
614,614,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060052.769438,107,4.583882093429565,1,0,-1,0,0.15,0.5,[0.9834401607513428],1.0,4.583882093429565,8,4,0,5.582966089248657,2023_05_02_16_40_49
615,615,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060060.968849,107,3.88280987739563,1,0,-1,0,0.15,0.5,[0.9830851554870605],1.0,3.88280987739563,6,3,0,4.88248610496521,2023_05_02_16_40_58
616,616,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060068.452366,108,3.583765983581543,1,0,-1,0,0.15,1.0,[0.9998171329498291],1.0,3.583765983581543,5,5,0,4.582890033721924,2023_05_02_16_41_05
617,617,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060075.867757,123,7.182580947875977,1,0,-1,0,0.15,0.7333333333333333,[1.2497191429138184],0.0,7.182580947875977,15,11,0,8.18238615989685,2023_05_02_16_41_12
618,618,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060086.517774,108,4.916006803512573,1,0,-1,0,0.15,0.5555555555555556,[0.9999978542327881],1.0,4.916006803512573,9,5,0,5.915710926055908,2023_05_02_16_41_23
619,619,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060095.049994,107,4.89990496635437,1,0,-1,0,0.15,0.5555555555555556,[0.9836618900299072],1.0,4.89990496635437,9,5,0,5.899393081665039,2023_05_02_16_41_32
620,620,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060104.132449,140,7.433125734329224,1,0,-1,0,0.15,0.4,[1.5333669185638428],0.0,7.433125734329224,15,6,0,8.433212757110596,2023_05_02_16_41_40
621,621,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060114.782222,109,6.91596794128418,1,0,1,0,0.0,0.6666666666666666,[1.0164506435394287],0.0,6.91596794128418,15,10,0,7.91616678237915,2023_05_02_16_41_51
622,622,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060127.430915,231,9.148882865905762,1,0,1,0,0.0,0.4,[3.0491766929626465],0.0,9.148882865905762,15,6,0,10.148796796798706,2023_05_02_16_42_02
623,623,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060153.462275,1015,22.082602977752686,1,0,1,0,0.0,0.7333333333333333,[16.131999015808105],0.0,22.082602977752686,15,11,0,23.081623077392578,2023_05_02_16_42_15
624,624,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060164.7619462,107,4.299340009689331,1,0,-1,0,0.15,0.7142857142857143,[0.9828989505767822],1.0,4.299340009689331,7,5,0,5.299098014831543,2023_05_02_16_42_41
625,625,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060172.6776881,108,2.332274913787842,1,0,-1,0,0.15,1.0,[0.999000072479248],1.0,2.332274913787842,1,1,0,3.332038164138794,2023_05_02_16_42_49
626,626,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060178.5438771,107,4.916081190109253,1,0,-1,0,0.15,0.7777777777777778,[0.9828701019287109],1.0,4.916081190109253,9,7,0,5.9159300327301025,2023_05_02_16_42_55
627,627,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060187.109941,108,5.566681861877441,1,0,-1,0,0.15,0.7272727272727273,[0.999337911605835],1.0,5.566681861877441,11,8,0,6.565812826156616,2023_05_02_16_43_04
628,628,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683060196.3425548,109,7.11572790145874,1,0,-1,0,0.0,0.8666666666666667,[1.0162789821624756],0.0,7.11572790145874,15,13,0,8.115559816360474,2023_05_02_16_43_13
629,629,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683060207.225246,111,7.032738208770752,1,0,-1,0,0.0,0.6,[1.0674281120300293],0.0,7.032738208770752,15,9,0,8.03239917755127,2023_05_02_16_43_24
630,630,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683060217.974704,112,6.965743064880371,1,0,-1,0,0.0,0.7333333333333333,[1.066246747970581],0.0,6.965743064880371,15,11,0,7.966031074523926,2023_05_02_16_43_35
631,631,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060228.607185,110,7.1495678424835205,1,0,1,0,0.15,0.6,[1.0333340167999268],0.0,7.1495678424835205,15,9,0,8.149326086044312,2023_05_02_16_43_45
632,632,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060239.473074,110,2.616528034210205,1,0,1,0,0.15,1.0,[1.0332691669464111],1.0,2.616528034210205,2,2,0,3.6164989471435547,2023_05_02_16_43_56
633,633,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060245.589796,107,4.549729824066162,1,0,1,0,0.15,0.875,[0.9831461906433105],1.0,4.549729824066162,8,7,0,5.549505949020386,2023_05_02_16_44_02
634,634,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060253.788832,109,6.91587495803833,1,0,1,0,0.15,0.6666666666666666,[1.016197919845581],0.0,6.91587495803833,15,10,0,7.915677070617676,2023_05_02_16_44_10
635,635,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060264.788057,131,7.316887855529785,1,0,1,0,0.15,0.6666666666666666,[1.3831989765167236],0.0,7.316887855529785,15,10,0,8.315791845321655,2023_05_02_16_44_21
636,636,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683060275.454669,108,6.899380922317505,1,0,-1,0,0.0,0.6,[0.9997217655181885],0.0,6.899380922317505,15,9,0,7.899029970169067,2023_05_02_16_44_32
637,637,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060287.20366,177,5.416154146194458,1,0,1,0,0.15,0.7142857142857143,[2.1495201587677],1.0,5.416154146194458,7,5,0,6.415859937667847,2023_05_02_16_44_43
638,638,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060295.102904,107,2.899869918823242,1,0,1,0,0.15,0.6666666666666666,[0.9830300807952881],1.0,2.899869918823242,3,2,0,3.8996098041534424,2023_05_02_16_44_52
639,639,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060301.552159,107,6.915803909301758,1,0,1,0,0.15,0.8,[0.9830079078674316],0.0,6.915803909301758,15,12,0,7.915503978729248,2023_05_02_16_44_58
640,640,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683060312.201409,108,7.099286079406738,1,0,-1,0,0.0,0.7333333333333333,[0.9999921321868896],0.0,7.099286079406738,15,11,0,8.115824222564697,2023_05_02_16_45_09
641,641,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060323.117182,113,5.3327476978302,1,0,1,0,0.15,0.4,[1.0827999114990234],1.0,5.3327476978302,10,4,0,6.3327717781066895,2023_05_02_16_45_20
642,642,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060331.9997592,107,6.882633924484253,1,0,1,0,0.15,0.6666666666666666,[0.9836559295654297],0.0,6.882633924484253,15,10,0,7.882458925247192,2023_05_02_16_45_29
643,643,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060342.5992131,107,3.632297992706299,1,0,1,0,0.15,0.6,[0.9821798801422119],1.0,3.632297992706299,5,3,0,4.632193088531494,2023_05_02_16_45_39
644,644,[1.0],1.0,0,1.0,1.0,0,[1.0],1683060349.86546,109,3.949734926223755,1,0,1,0,0.15,0.8333333333333334,[1.0333900451660156],1.0,3.949734926223755,6,5,0,4.949506998062134,2023_05_02_16_45_46
645,645,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060357.364861,107,7.082276105880737,1,0,1,0,0.0,0.8,[0.9831411838531494],0.0,7.082276105880737,15,12,0,8.08218002319336,2023_05_02_16_45_54
646,646,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060368.531064,129,7.299354076385498,1,0,1,0,0.0,0.6666666666666666,[1.3498001098632812],0.0,7.299354076385498,15,10,0,8.29903507232666,2023_05_02_16_46_05
647,647,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060380.2301362,170,3.9332380294799805,1,0,-1,0,0.15,0.3333333333333333,[2.033959150314331],1.0,3.9332380294799805,3,1,0,4.933074235916138,2023_05_02_16_46_16
648,648,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060386.7296388,108,3.916677951812744,1,0,-1,0,0.15,0.8333333333333334,[0.9999427795410156],1.0,3.916677951812744,6,5,0,4.916600942611694,2023_05_02_16_46_23
649,649,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060394.262282,110,4.633068084716797,1,0,-1,0,0.15,0.375,[1.0330188274383545],1.0,4.633068084716797,8,3,0,5.632745027542114,2023_05_02_16_46_31
650,650,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060402.461565,107,7.09939980506897,1,0,-1,0,0.15,0.6,[0.983198881149292],0.0,7.09939980506897,15,9,0,8.0989408493042,2023_05_02_16_46_39
651,651,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060413.31164,109,2.582986831665039,1,0,-1,0,0.15,0.5,[1.0161988735198975],1.0,2.582986831665039,2,1,0,3.5828378200531006,2023_05_02_16_46_50
652,652,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060420.3276749,163,8.016235113143921,1,0,-1,0,0.15,0.7333333333333333,[1.9164612293243408],0.0,8.016235113143921,15,11,0,9.01639199256897,2023_05_02_16_46_56
653,653,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683060431.159918,107,6.932780981063843,1,0,1,0,0.0,0.6666666666666666,[0.9831469058990479],0.0,6.932780981063843,15,10,0,7.932290077209473,2023_05_02_16_47_08
654,654,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060441.7931142,107,4.566302299499512,1,0,-1,0,0.15,0.625,[0.9830400943756104],1.0,4.566302299499512,8,5,0,5.566242218017578,2023_05_02_16_47_18
655,655,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683060449.9753048,107,3.550274133682251,1,0,-1,0,0.15,0.8,[0.9831690788269043],1.0,3.550274133682251,5,4,0,4.549387216567993,2023_05_02_16_47_27
