Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1674841239.313914,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841256.013338,1002,17.166074991226196,0,1,1,1,0.15,1.0,"[2.3498120307922363, 15.89858102798462]",1.0,17.166074991226196,1,1,1.1039315468853537,0,18.165616989135746,2023_01_27_12_40_38,1,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",1R,1R,0.0,1,0.8721983040257083,0.8721983040257083,0.9986349132087964,0.0,0.0,0.0,,,,,,
1,1,1674841260.7118971,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841262.812945,126,7.200044870376587,0,1,1,1,0.15,0.6666666666666666,"[1.300217866897583, 0.9833967685699463]",0.0,7.200044870376587,15,10,2.395179336480412,0,8.199319839477539,2023_01_27_12_40_59,2,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1NR,1NR,1.0,2,0.5519900766876582,0.5863917245265491,0.8690325357483457,0.0,0.0,0.0560981416463731,0.6808007921753235,0.7134432648406347,0.9999933542259416,0.0,0.1602804047039234,0.1602804047039234
2,2,1674841271.6785018,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1674841274.0795531,144,7.699802160263061,1,0,1,-1,0.15,0.4666666666666667,"[1.5988709926605225, 0.9991681575775146]",0.0,7.699802160263061,15,7,1.7055473228024032,0,8.699472188949585,2023_01_27_12_41_10,3,"[1, 0]","[1, 3]","[1, 1]","[1, 1]",2NR,2NR,2.0,3,0.8144915541174316,0.8144915541174316,0.9651630864149056,0.0,0.0,0.0368684398630523,0.5381663594295547,0.5823708664082143,0.8870998081334428,0.0058312328354827,0.0205033670666974,0.1433354651818667
3,3,1674841283.160597,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1674841284.99524,110,6.949628829956055,1,0,-1,-1,0.0,0.7333333333333333,"[1.0333459377288818, 0.9995589256286621]",0.0,6.949628829956055,15,11,1.8286866728618285,0,7.949460983276367,2023_01_27_12_41_22,4,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NRO,3NR,3.0,4,0.9087018678396316,0.925266238151956,0.9866518457799816,0.0,0.0,0.0003897498897017,0.131150837884639,0.6536105650298357,0.8866809990714826,0.0,0.0,0.0
4,4,1674841293.859307,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1674841295.744734,113,7.183284044265747,0,1,-1,-1,0.0,0.4,"[1.0841939449310303, 1.0006558895111084]",0.0,7.183284044265747,15,6,2.106371519936824,0,8.183743953704834,2023_01_27_12_41_32,5,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRO,4NR,4.0,5,0.3581640331075997,0.3760346124905944,0.4484574868322046,0.0011286681715575,0.0099699021820918,0.5158013544018059,0.3795284213565059,0.8975461427221286,0.9549364097096024,0.0,0.0,0.0
5,5,1674841304.7921689,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841307.076566,137,3.716607093811035,0,1,1,1,0.15,0.75,"[1.483530044555664, 0.9829859733581543]",1.0,3.716607093811035,4,3,1.3817888364589517,0,4.715878248214722,2023_01_27_12_41_43,6,"[0, 0]","[5, 9]","[0, 0]","[5, 11]",1R,1R,5.0,6,0.7715047344617374,0.7770902891003745,0.9998142803160254,0.0,0.0,0.0,0.8799720865317515,0.8799720865317515,1.0,0.0,0.0983949755757152,0.0983949755757152
6,6,1674841312.125111,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841314.409633,137,7.166338920593262,0,1,1,1,0.15,0.7857142857142857,"[1.483459711074829, 1.0335490703582764]",1.0,7.166338920593262,14,11,1.5777415701410804,0,8.166104793548584,2023_01_27_12_41_51,7,"[0, 0]","[4, 8]","[0, 0]","[4, 10]",1R,1R,6.0,7,0.4725522326915198,0.4946743138058173,0.7939369111020074,0.0,0.0,0.0710774272839,0.6405161818926669,0.6405161818926669,1.0,0.025194592380172,0.1052847193773043,0.1308889799262597
7,7,1674841323.057437,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841325.391847,140,7.633120059967041,1,0,1,1,0.15,0.6,"[1.5335230827331543, 0.9842281341552734]",0.0,7.633120059967041,15,9,1.4082718277460344,0,8.633427858352661,2023_01_27_12_42_02,8,"[0, 0]","[3, 7]","[0, 0]","[3, 9]",1NR,1NR,7.0,8,0.8200112845589618,0.843896934361482,1.0,0.0,0.0,0.0,0.7873872081049628,0.8366694461659997,0.9999403722613432,0.0,0.0895356691490593,0.0895356691490593
8,8,1674841334.473545,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841336.724481,135,4.017054796218872,0,1,1,1,0.15,0.4,"[1.449875831604004, 1.0666649341583252]",1.0,4.017054796218872,5,2,1.1075258508287085,0,5.016793966293335,2023_01_27_12_42_13,9,"[0, 0]","[2, 6]","[0, 0]","[2, 8]",1R,1R,8.0,9,0.5967590435345335,0.5984575986869087,0.8741897184225044,0.0,0.0,0.0079265907110848,0.5514642394666477,0.6341272568815661,0.9981842445376796,0.0,0.0351034731488009,0.0351034731488009
9,9,1674841342.106168,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841344.273953,130,5.267309904098511,0,1,1,1,0.15,0.4444444444444444,"[1.3672590255737305, 1.133774995803833]",1.0,5.267309904098511,9,4,1.8966263088246,0,6.267646074295044,2023_01_27_12_42_21,10,"[1, 0]","[1, 5]","[1, 0]","[1, 7]",1R,1R,9.0,10,0.3083870967741935,0.3083870967741935,0.7858064516129032,0.11,0.11,0.5206451612903226,0.4890952093566094,0.5087751617119874,0.9998061040871584,0.0,0.0048393325464044,0.0048393325464044
10,10,1674841351.056054,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1674841353.090824,122,6.46610689163208,0,1,1,-1,0.15,0.7692307692307693,"[1.2330329418182373, 0.9838619232177734]",1.0,6.46610689163208,13,10,1.8480871358751845,0,7.466647863388061,2023_01_27_12_42_29,11,"[1, 0]","[1, 4]","[0, 0]","[3, 6]",1R,1R,10.0,11,0.2942612069182871,0.3344287643043723,0.5747571273166238,0.0956800243353939,0.1988068430176464,0.3416498982164775,0.553770706884568,0.5546733486235811,0.958605526831966,0.0426498221683713,0.0435524639073845,0.0435524639073845
11,11,1674841361.2380211,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674841363.139248,114,3.000196933746338,0,1,1,1,0.15,0.6666666666666666,"[1.0998318195343018, 0.9832568168640137]",1.0,3.000196933746338,3,2,1.479329040431515,0,4.000266075134277,2023_01_27_12_42_40,12,"[0, 0]","[2, 3]","[0, 0]","[2, 5]",1R,1R,11.0,12,0.8780709736123748,0.9399454049135578,1.0,0.0,0.0,0.0,0.5068243858052776,0.6342129208371247,1.0,0.0,0.0,0.0
