Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1670436237.432569,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1670436239.6995509,136,7.580913066864014,1,0,-1,1,0.0,0.6666666666666666,"[1.2318470478057861, 1.4650189876556396]",0.0,7.580913066864014,15,10,1.7648871386893814,0,8.581660985946655,2022_12_07_13_03_56,1,"[1, 0]","[1, 2]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,,,,,,,,,,,,
1,1,1670436248.7802,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436251.197272,145,7.548818111419678,1,0,1,1,0.15,0.7333333333333333,"[0.9833588600158691, 1.615624189376831]",0.0,7.548818111419678,15,11,1.4953699988973723,0,8.54915189743042,2022_12_07_13_04_07,2,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRO,2NR,1.0,2,,,,,,,,,,,,
2,2,1670436260.078876,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1670436262.246707,130,7.482923984527588,0,1,-1,-1,0.0,0.8,"[1.3670670986175537, 1.0997910499572754]",0.0,7.482923984527588,15,12,1.681410178995276,0,8.483085870742798,2022_12_07_13_04_19,3,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",3NRO,3NR,2.0,3,,,,,,,,,,,,
3,3,1670436271.3281028,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436273.746156,145,7.534345388412476,1,0,1,1,0.15,0.5333333333333333,"[0.9836921691894531, 1.6169683933258057]",1.0,7.534345388412476,15,8,1.5866402036557572,0,8.533288955688477,2022_12_07_13_04_30,4,"[0, 1]","[11, 1]","[0, 1]","[2, 1]",1R,1R,0.0,4,,,,,,,,,,,,
4,4,1670436282.627567,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670436284.546517,115,7.0329270362854,0,1,-1,1,0.0,0.7333333333333333,"[1.116581916809082, 0.9999771118164062]",0.0,7.0329270362854,15,11,1.633762257350902,0,8.032958030700684,2022_12_07_13_04_41,5,"[0, 1]","[10, 1]","[1, 1]","[1, 1]",1NRO,1NR,1.0,5,,,,,,,,,,,,
5,5,1670436293.409938,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436295.3611898,117,4.050719022750855,1,0,1,1,0.15,0.5,"[1.0000262260437012, 1.150050163269043]",1.0,4.050719022750855,6,3,1.572609077059022,0,5.050091028213501,2022_12_07_13_04_52,6,"[0, 0]","[9, 2]","[0, 0]","[3, 2]",1R,1R,2.0,6,,,,,,,,,,,,
6,6,1670436301.0763662,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436302.893981,109,6.934277772903442,0,1,1,1,0.15,0.8,"[0.9831559658050537, 1.016291618347168]",0.0,6.934277772903442,15,12,1.846322115709493,0,7.932434797286987,2022_12_07_13_05_00,7,"[0, 1]","[8, 1]","[0, 1]","[2, 1]",1NR,1NR,3.0,7,,,,,,,,,,,,
7,7,1670436311.742466,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670436314.860831,186,8.41614294052124,0,1,-1,1,0.0,0.6666666666666666,"[0.9829168319702148, 2.300367832183838]",0.0,8.41614294052124,15,10,2.159334760450662,0,9.41501498222351,2022_12_07_13_05_10,8,"[0, 1]","[7, 1]","[1, 1]","[1, 1]",1NRO,2NR,4.0,8,,,,,,,,,,,,
8,8,1670436323.974584,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436326.6594172,161,5.133252859115601,1,0,1,1,0.15,1.0,"[1.216507911682129, 1.8836219310760498]",1.0,5.133252859115601,7,7,1.7283573482000298,0,6.132978916168213,2022_12_07_13_05_22,9,"[0, 0]","[6, 4]","[0, 0]","[11, 4]",1R,1R,5.0,9,,,,,,,,,,,,
9,9,1670436332.7738612,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436336.258711,209,3.9178619384765625,0,1,1,1,0.15,1.0,"[0.9833779335021973, 2.683892011642456]",1.0,3.9178619384765625,1,1,1.6149148056537004,0,4.916471719741821,2022_12_07_13_05_31,10,"[0, 0]","[5, 3]","[0, 0]","[10, 3]",1R,1R,6.0,10,,,,,,,,,,,,
10,10,1670436340.290252,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436342.7086358,145,4.849724054336548,0,1,1,1,0.15,0.8571428571428571,"[1.6164610385894775, 0.99959397315979]",1.0,4.849724054336548,7,6,1.317837072838246,0,5.849920034408569,2022_12_07_13_05_39,11,"[0, 0]","[4, 2]","[0, 0]","[9, 2]",1R,1R,7.0,11,,,,,,,,,,,,
11,11,1670436348.8062668,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436355.606889,408,11.233182191848757,1,0,1,1,0.15,0.6923076923076923,"[0.9836652278900146, 5.999690294265747]",1.0,11.233182191848757,13,9,1.8390176137157763,0,12.233131170272827,2022_12_07_13_05_47,12,"[0, 1]","[3, 1]","[0, 1]","[8, 1]",1R,1R,8.0,12,,,,,,,,,,,,
12,12,1670436363.989147,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670436365.9905548,119,7.100235939025879,1,0,1,-1,0.15,0.8,"[1.1993708610534668, 1.0159101486206055]",0.0,7.100235939025879,15,12,1.9281337026199965,0,8.099729061126709,2022_12_07_13_06_02,13,"[0, 0]","[2, 3]","[0, 1]","[7, 1]",1NR,1NR,9.0,13,,,,,,,,,,,,
13,13,1670436374.838597,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670436376.707979,112,6.982548952102661,0,1,-1,1,0.0,0.6,"[1.0658109188079834, 0.9829409122467041]",0.0,6.982548952102661,15,9,2.274103402144466,0,7.981867790222168,2022_12_07_13_06_13,14,"[1, 0]","[1, 2]","[0, 0]","[6, 2]",1NRO,2NR,10.0,14,,,,,,,,,,,,
14,14,1670436385.570403,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1670436387.522455,117,7.083081007003784,0,1,-1,-1,0.0,0.7333333333333333,"[1.1504430770874023, 0.9825947284698486]",0.0,7.083081007003784,15,11,1.341386401137576,0,8.083711862564087,2022_12_07_13_06_24,15,"[0, 1]","[2, 1]","[0, 1]","[5, 1]",2NRO,3NR,11.0,15,,,,,,,,,,,,
15,15,1670436396.402684,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1670436398.571779,130,3.933475017547608,0,1,1,-1,0.15,0.6,"[1.3671021461486816, 1.3010380268096924]",1.0,3.933475017547608,5,3,1.5985793052943948,0,4.933115005493164,2022_12_07_13_06_35,16,"[1, 0]","[1, 2]","[0, 0]","[4, 2]",1R,1R,12.0,16,,,,,,,,,,,,
16,16,1670436403.953293,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670436405.770217,109,2.917085886001587,1,0,1,1,0.15,0.6666666666666666,"[0.9828379154205322, 1.0162320137023926]",1.0,2.917085886001587,3,2,1.522605889149426,0,3.916349887847901,2022_12_07_13_06_42,17,"[0, 1]","[2, 1]","[0, 1]","[3, 1]",1R,1R,13.0,17,,,,,,,,,,,,
17,17,1670436410.435287,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670436415.487303,302,10.19905400276184,0,1,-1,1,0.0,0.6666666666666666,"[1.1339788436889648, 4.24985408782959]",0.0,10.19905400276184,15,10,1.873030612522948,0,11.198424100875854,2022_12_07_13_06_49,18,"[1, 1]","[1, 1]","[0, 1]","[2, 1]",1NRO,1NR,14.0,18,,,,,,,,,,,,
